#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
Scripted_ZCIIS_floored,ScriptedTrade,1,0,2020-06-05,Caplet,34691.3983,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,35030.6821257149,1.0000000000,35030.6821257149,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_floored,ScriptedTrade,2,0,2020-06-05,Floorlet,135.9121,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,137.2412873249,1.0000000000,137.2412873249,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_floored,ScriptedTrade,3,0,2020-06-05,Inflation,1067749.1484,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,1078191.7959804712,1.0000000000,1078191.7959804712,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_floored,ScriptedTrade,1,1,2020-06-05,ZeroCoupon,1064232.2672,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-06-05,#N/A,#N/A,1.0097800571,1074640.5195306626,1.0000000000,1074640.5195306626,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_seasoned,ScriptedTrade,1,0,2020-06-05,Caplet,0.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,0.0000000000,1.0000000000,0.0000000000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_seasoned,ScriptedTrade,2,0,2020-06-05,Floorlet,114.9664,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,116.0907820638,1.0000000000,116.0907820638,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_seasoned,ScriptedTrade,3,0,2020-06-05,Inflation,1069564.3219,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-03-05,#N/A,#N/A,1.0097800571,1080024.7220336369,1.0000000000,1080024.7220336369,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Scripted_ZCIIS_seasoned,ScriptedTrade,1,1,2020-06-05,ZeroCoupon,1074473.9602,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,2020-06-05,#N/A,#N/A,1.0097800571,1084982.3768270863,1.0000000000,1084982.3768270863,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZeroCouponSwap_floored,InflationSwap,1,0,2020-06-05,Inflation,-1033258.1103,EUR,1.0332581103,1.0000000000,2016-02-05,2020-06-05,0.0000,2020-03-05,106.9572018980,1000000.0000,1.0097800571,-1043363.4336131437,1.0000000000,-1043363.4336131437,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZeroCouponSwap_floored,InflationSwap,1,1,2020-06-05,Interest,1064232.6298,EUR,0.0144700000,4.3333333333,2016-02-05,2020-06-05,1000000.0000,#N/A,#N/A,1000000.0000,1.0097800571,1074640.8856553689,1.0000000000,1074640.8856553689,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZeroCouponSwap_seasoned,InflationSwap,1,0,2020-06-05,Inflation,-1069572.0190,EUR,1.0695720190,1.0000000000,2015-06-05,2020-06-05,-1001700.0000,2020-03-05,106.9572018980,1000000.0000,1.0097800571,-1080032.4943583966,1.0000000000,-1080032.4943583966,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ZeroCouponSwap_seasoned,InflationSwap,1,1,2020-06-05,Interest,1074474.3263,EUR,0.0144700000,5.0000000000,2015-06-05,2020-06-05,1009623.5505,#N/A,#N/A,1000000.0000,1.0097800571,1084982.7464752200,1.0000000000,1084982.7464752200,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
