#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma,Currency(Trade),Base NPV(Trade),Delta(Trade),Gamma(Trade)
XCCY_Swap_EUR_USD,false,DiscountCurve/USD/9/5Y,0.000000,,0.000000,EUR,-4191.50,-12274.66,5.29,EUR,-4191.50,-12274.66,5.29
XCCY_Swap_EUR_USD,false,DiscountCurve/USD/11/10Y,0.000000,,0.000000,EUR,-4191.50,-3769.55,0.51,EUR,-4191.50,-3769.55,0.51
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,,0.000000,EUR,-4191.50,90.28,0.00,EUR,-4191.50,90.28,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,,0.000000,EUR,-4191.50,492.18,-0.01,EUR,-4191.50,492.18,-0.01
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,,0.000000,EUR,-4191.50,-18.10,-0.06,EUR,-4191.50,-18.10,-0.06
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,,0.000000,EUR,-4191.50,28.19,-0.21,EUR,-4191.50,28.19,-0.21
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,,0.000000,EUR,-4191.50,3.72,-0.79,EUR,-4191.50,3.72,-0.79
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,,0.000000,EUR,-4191.50,20.56,-1.49,EUR,-4191.50,20.56,-1.49
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,,0.000000,EUR,-4191.50,-13108.24,-1.69,EUR,-4191.50,-13108.24,-1.69
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000000,,0.000000,EUR,-4191.50,-4202.29,-0.35,EUR,-4191.50,-4202.29,-0.35
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/1/1M,0.000000,,0.000000,EUR,-4191.50,-89.70,0.00,EUR,-4191.50,-89.70,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/2/3M,0.000000,,0.000000,EUR,-4191.50,-491.90,0.00,EUR,-4191.50,-491.90,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/3/6M,0.000000,,0.000000,EUR,-4191.50,9.05,0.07,EUR,-4191.50,9.05,0.07
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/5/1Y,0.000000,,0.000000,EUR,-4191.50,51.73,0.18,EUR,-4191.50,51.73,0.18
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/6/2Y,0.000000,,0.000000,EUR,-4191.50,103.89,0.51,EUR,-4191.50,103.89,0.51
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/7/3Y,0.000000,,0.000000,EUR,-4191.50,244.67,0.87,EUR,-4191.50,244.67,0.87
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/9/5Y,0.000000,,0.000000,EUR,-4191.50,12236.28,0.88,EUR,-4191.50,12236.28,0.88
XCCY_Swap_EUR_USD,false,IndexCurve/USD-LIBOR-3M/11/10Y,0.000000,,0.000000,EUR,-4191.50,3824.05,0.18,EUR,-4191.50,3824.05,0.18
XCCY_Swap_EUR_USD,false,FXSpot/USDEUR/0/spot,0.008929,,0.000000,EUR,-4191.50,302367.09,0.00,EUR,-4191.50,302367.09,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/1/1M,0.000000,DiscountCurve/EUR/2/3M,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000000,DiscountCurve/EUR/5/1Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,EUR,-4191.50,0.00,-0.02,EUR,-4191.50,0.00,-0.02
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,EUR,-4191.50,0.00,0.03,EUR,-4191.50,0.00,0.03
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,0.04,EUR,-4191.50,0.00,0.04
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,DiscountCurve/EUR/6/2Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,EUR,-4191.50,0.00,-0.02,EUR,-4191.50,0.00,-0.02
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,EUR,-4191.50,0.00,-0.04,EUR,-4191.50,0.00,-0.04
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,0.10,EUR,-4191.50,0.00,0.10
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,0.19,EUR,-4191.50,0.00,0.19
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000000,DiscountCurve/EUR/7/3Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,EUR,-4191.50,0.00,-0.03,EUR,-4191.50,0.00,-0.03
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,-0.32,EUR,-4191.50,0.00,-0.32
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,0.39,EUR,-4191.50,0.00,0.39
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,0.57,EUR,-4191.50,0.00,0.57
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000000,DiscountCurve/EUR/9/5Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,-0.05,EUR,-4191.50,0.00,-0.05
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,-1.10,EUR,-4191.50,0.00,-1.10
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,0.73,EUR,-4191.50,0.00,0.73
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,EUR,-4191.50,0.00,1.79,EUR,-4191.50,0.00,1.79
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000000,DiscountCurve/EUR/11/10Y,0.000000,EUR,-4191.50,0.00,-1.80,EUR,-4191.50,0.00,-1.80
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,-0.09,EUR,-4191.50,0.00,-0.09
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,-2.62,EUR,-4191.50,0.00,-2.62
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000000,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,EUR,-4191.50,0.00,3.65,EUR,-4191.50,0.00,3.65
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/9/5Y,0.000000,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000000,EUR,-4191.50,0.00,1.87,EUR,-4191.50,0.00,1.87
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,-0.05,EUR,-4191.50,0.00,-0.05
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000000,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,EUR,-4191.50,0.00,-0.15,EUR,-4191.50,0.00,-0.15
XCCY_Swap_EUR_USD,false,DiscountCurve/EUR/11/10Y,0.000000,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000000,EUR,-4191.50,0.00,0.46,EUR,-4191.50,0.00,0.46
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/1/1M,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,EUR,-4191.50,0.00,0.02,EUR,-4191.50,0.00,0.02
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/2/3M,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,0.02,EUR,-4191.50,0.00,0.02
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,EUR,-4191.50,0.00,0.00,EUR,-4191.50,0.00,0.00
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/3/6M,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,0.03,EUR,-4191.50,0.00,0.03
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,EUR,-4191.50,0.00,0.13,EUR,-4191.50,0.00,0.13
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/5/1Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,0.05,EUR,-4191.50,0.00,0.05
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,EUR,-4191.50,0.00,0.54,EUR,-4191.50,0.00,0.54
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/6/2Y,0.000000,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,EUR,-4191.50,0.00,0.09,EUR,-4191.50,0.00,0.09
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,EUR,-4191.50,0.00,0.85,EUR,-4191.50,0.00,0.85
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/7/3Y,0.000000,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000000,EUR,-4191.50,0.00,0.05,EUR,-4191.50,0.00,0.05
XCCY_Swap_EUR_USD,false,IndexCurve/EUR-EURIBOR-6M/9/5Y,0.000000,IndexCurve/EUR-EURIBOR-6M/11/10Y,0.000000,EUR,-4191.50,0.00,0.09,EUR,-4191.50,0.00,0.09
