#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
1:EquityOption,DiscountCurve/EUR/2/3M,Up,153167.58,0.000100,#N/A,153163.72,-3.86
1:EquityOption,IndexCurve/EUR-ESTER/2/3M,Up,153167.58,0.000100,#N/A,153227.75,60.17
1:EquityOption,EquitySpot/RIC:.STOXX50E/0/spot,Up,153167.58,4.337500,#N/A,155565.14,2397.56
1:EquityOption,EquitySpot/RIC:.STOXX50E/0/spot,Down,153167.58,4.337500,#N/A,150791.61,-2375.97
1:EquityOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Up,153167.58,0.000162,#N/A,153260.41,92.83
1:EquityOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Up,153167.58,0.000160,#N/A,153212.31,44.73
1:EquityOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Down,153167.58,0.000162,#N/A,153074.75,-92.83
1:EquityOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Down,153167.58,0.000160,#N/A,153122.85,-44.73
2:EquityBarrierOption,DiscountCurve/EUR/2/3M,Up,155379.71,0.000100,#N/A,155375.79,-3.92
2:EquityBarrierOption,IndexCurve/EUR-ESTER/2/3M,Up,155379.71,0.000100,#N/A,155440.16,60.45
2:EquityBarrierOption,EquitySpot/RIC:.STOXX50E/0/spot,Up,155379.71,4.337500,#N/A,157789.01,2409.31
2:EquityBarrierOption,EquitySpot/RIC:.STOXX50E/0/spot,Down,155379.71,4.337500,#N/A,152991.79,-2387.92
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/72/2W/-0.05,Up,155379.71,0.000163,#N/A,155379.76,0.05
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/84/2W/ATM,Up,155379.71,0.000163,#N/A,155376.20,-3.51
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/96/2W/0.05,Up,155379.71,0.000163,#N/A,155381.04,1.34
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/108/2W/0.1,Up,155379.71,0.000162,#N/A,155380.19,0.48
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/120/2W/0.25,Up,155379.71,0.000160,#N/A,155379.42,-0.29
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/132/2W/0.5,Up,155379.71,0.000155,#N/A,155379.67,-0.04
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/61/1M/-0.1,Up,155379.71,0.000159,#N/A,155378.64,-1.07
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/73/1M/-0.05,Up,155379.71,0.000158,#N/A,155382.28,2.57
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/85/1M/ATM,Up,155379.71,0.000157,#N/A,155381.04,1.33
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/97/1M/0.05,Up,155379.71,0.000157,#N/A,155378.74,-0.97
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Up,155379.71,0.000162,#N/A,155475.09,95.38
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Up,155379.71,0.000160,#N/A,155423.97,44.27
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/86/3M/ATM,Up,155379.71,0.000157,#N/A,155380.03,0.32
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/72/2W/-0.05,Down,155379.71,0.000163,#N/A,155379.65,-0.06
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/84/2W/ATM,Down,155379.71,0.000163,#N/A,155383.19,3.48
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/96/2W/0.05,Down,155379.71,0.000163,#N/A,155378.38,-1.33
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/108/2W/0.1,Down,155379.71,0.000162,#N/A,155379.21,-0.50
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/120/2W/0.25,Down,155379.71,0.000160,#N/A,155380.00,0.29
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/132/2W/0.5,Down,155379.71,0.000155,#N/A,155379.75,0.04
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/61/1M/-0.1,Down,155379.71,0.000159,#N/A,155380.78,1.08
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/73/1M/-0.05,Down,155379.71,0.000158,#N/A,155377.21,-2.50
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/85/1M/ATM,Down,155379.71,0.000157,#N/A,155378.34,-1.37
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/97/1M/0.05,Down,155379.71,0.000157,#N/A,155380.67,0.96
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Down,155379.71,0.000162,#N/A,155284.39,-95.32
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Down,155379.71,0.000160,#N/A,155335.45,-44.26
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/86/3M/ATM,Down,155379.71,0.000157,#N/A,155379.38,-0.32
3:EquityAccumulator,DiscountCurve/EUR/4/1Y,Up,590644.05,0.000100,#N/A,590634.07,-9.98
3:EquityAccumulator,DiscountCurve/EUR/5/2Y,Up,590644.05,0.000100,#N/A,590615.94,-28.11
3:EquityAccumulator,DiscountCurve/EUR/6/3Y,Up,590644.05,0.000100,#N/A,590590.11,-53.94
3:EquityAccumulator,DiscountCurve/EUR/7/5Y,Up,590644.05,0.000100,#N/A,590558.49,-85.56
3:EquityAccumulator,DiscountCurve/EUR/8/10Y,Up,590644.05,0.000100,#N/A,590643.93,-0.12
3:EquityAccumulator,IndexCurve/EUR-ESTER/4/1Y,Up,590644.05,0.000100,#N/A,590702.30,58.25
3:EquityAccumulator,IndexCurve/EUR-ESTER/5/2Y,Up,590644.05,0.000100,#N/A,590761.57,117.51
