#Date,EPE,ENE
2016-02-05,100051.0719,0.0000
2016-02-19,124841.3173,24790.2454
2016-03-04,144102.6212,44051.5493
2016-03-18,167183.7573,67132.6855
2016-04-01,180966.9310,80915.8591
2016-04-15,194214.7624,94163.6905
2016-04-29,207206.6923,106750.8453
2016-05-13,218554.4015,118098.5545
2016-05-27,230128.5162,129672.6692
2016-06-10,240055.8182,139599.9712
2016-06-24,248263.0195,147807.1725
2016-07-08,257695.7341,157239.8871
2016-07-22,266278.3496,165822.5026
2016-08-05,276544.2564,176088.4093
2016-08-19,283611.5477,183155.7007
2016-09-02,290450.2055,189994.3585
2016-09-16,298042.4774,197586.6303
2016-09-30,304802.1273,204346.2803
2016-10-14,311822.3562,211366.5092
2016-10-28,268116.6521,265757.5663
2016-11-14,275886.3907,273527.3049
2016-11-25,280382.0925,278023.0067
2016-12-09,285802.9800,283443.8942
2016-12-23,290778.3003,288419.2146
2017-01-06,295983.5957,293624.5100
2017-01-20,300266.0805,297906.9947
2017-02-03,303426.3726,301067.2868
2017-02-17,309951.0031,307591.9174
2017-03-03,316774.8784,314415.7926
2017-03-17,322286.3902,319927.3045
2017-03-31,327961.4337,325602.3480
2017-04-18,333547.5648,331188.4790
2017-04-28,378652.8639,280286.8015
2017-05-12,384696.7765,286330.7142
2017-05-26,389212.9319,290846.8695
2017-06-09,394244.5461,295878.4837
2017-06-23,399360.5177,300994.4553
2017-07-07,404163.2590,305797.1966
2017-07-21,407096.3567,308730.2943
2017-08-04,410951.8270,312585.7646
2017-08-18,411918.7707,313552.7083
2017-09-01,417246.9530,318880.8907
2017-09-15,422862.5776,324496.5152
2017-09-29,427189.0109,328822.9485
2017-10-13,432561.7277,334195.6653
2017-10-27,436510.0226,338143.9603
2017-11-13,384224.7206,383407.5129
2017-11-24,387432.3022,386615.0945
2017-12-08,391194.1105,390376.9028
2017-12-22,395300.0579,394482.8503
2018-01-05,399783.0951,398965.8874
2018-01-19,403758.4911,402941.2834
2018-02-02,405570.7316,404753.5239
2018-02-16,410524.9004,409707.6927
2018-03-02,415402.4843,414585.2767
2018-03-16,416379.3607,415562.1530
2018-04-03,421147.3410,420330.1333
2018-04-13,424221.6715,423404.4639
2018-04-27,427432.7340,426615.5264
2018-05-11,466772.1160,371577.6752
2018-05-25,469837.8487,374643.4079
2018-06-08,473443.8773,378249.4365
2018-06-22,475697.3889,380502.9481
2018-07-06,479581.6096,384387.1689
2018-07-20,482127.9373,386933.4965
2018-08-03,485567.9597,390373.5189
2018-08-17,489058.4731,393864.0323
2018-08-31,492508.4825,397314.0417
2018-09-14,495983.5553,400789.1145
2018-09-28,499362.5044,404168.0636
2018-10-12,501785.5721,406591.1314
2018-10-26,504820.2099,409625.7691
2018-11-09,448165.9999,447781.4651
2018-11-23,450643.2957,450258.7609
2018-12-07,453253.6010,452869.0663
2018-12-21,456153.2486,455768.7139
2019-01-04,458877.3119,458492.7772
2019-01-18,461286.4563,460901.9215
2019-02-01,464294.4037,463909.8689
2019-02-15,467415.1342,467030.5994
2019-03-01,469614.8604,469230.3257
2019-03-15,471754.2704,471369.7357
2019-03-29,475158.6846,474774.1498
2019-04-12,477507.7730,477123.2382
2019-04-26,480545.9844,480161.4497
2019-05-10,514974.0331,421656.3998
2019-05-24,516908.3445,423590.7112
2019-06-07,519159.7104,425842.0770
2019-06-21,521777.8743,428460.2410
2019-07-05,525323.2868,432005.6534
2019-07-19,527838.1148,434520.4814
2019-08-02,529792.1183,436474.4849
2019-08-16,533063.0950,439745.4616
2019-08-30,535200.6881,441883.0548
2019-09-13,537354.4305,444036.7971
2019-09-27,539084.5117,445766.8783
2019-10-11,541610.9587,448293.3253
2019-10-25,543701.9024,450384.2691
2019-11-08,485866.0242,485492.0575
2019-11-22,488439.4510,488065.4843
2019-12-06,490452.5520,490078.5854
2019-12-20,492432.0469,492058.0803
2020-01-03,494575.2736,494201.3069
2020-01-17,496979.8881,496605.9215
2020-01-31,498431.6291,498057.6625
2020-02-14,501226.5527,500852.5860
2020-02-28,504440.0261,504066.0594
2020-03-13,505642.0935,505268.1269
2020-03-27,508489.7759,508115.8092
2020-04-14,511561.6736,511187.7069
2020-04-24,513440.7502,513066.7835
2020-05-11,544186.5646,452346.4484
2020-05-22,546402.2006,454562.0844
2020-06-05,548245.2673,456405.1511
2020-06-19,550053.3770,458213.2608
2020-07-06,551976.3394,460136.2232
2020-07-17,553502.2923,461662.1761
2020-07-31,556628.1606,464788.0444
2020-08-14,558206.5647,466366.4484
2020-08-28,560428.7288,468588.6126
2020-09-11,561973.3985,470133.2823
2020-09-25,563929.6735,472089.5573
2020-10-09,566621.5398,474781.4236
2020-10-23,567522.3430,475682.2268
2020-11-06,507538.5768,507060.1434
2020-11-20,509326.9911,508848.5576
2020-12-04,511565.6469,511087.2134
2020-12-18,514178.8007,513700.3673
2021-01-04,516204.9847,515726.5513
2021-01-15,517364.4724,516886.0390
2021-01-29,518863.6633,518385.2298
2021-02-12,520282.1541,519803.7206
2021-02-26,521782.8634,521304.4300
2021-03-12,524375.5342,523897.1008
2021-03-26,526199.8225,525721.3890
2021-04-09,528279.1373,527800.7039
2021-04-23,529941.3096,529462.8761
2021-05-07,556063.1303,466418.4344
2021-05-21,558070.2345,468425.5386
2021-06-04,559957.8529,470313.1570
2021-06-18,561892.4390,472247.7431
2021-07-02,562782.2933,473137.5975
2021-07-16,564962.3815,475317.6857
2021-07-30,566955.0664,477310.3706
2021-08-13,568673.0738,479028.3779
2021-08-27,569247.5672,479602.8713
2021-09-10,571849.9648,482205.2689
2021-09-24,572870.2595,483225.5636
2021-10-08,573848.9381,484204.2423
2021-10-22,575636.2636,485991.5678
2021-11-05,514853.4424,514490.6762
2021-11-19,516307.0109,515944.2447
2021-12-03,517883.3634,517520.5972
2021-12-17,518980.7311,518617.9649
2022-01-04,521102.3679,520739.6016
2022-01-14,522064.0663,521701.3000
2022-01-28,523988.4636,523625.6974
2022-02-11,525531.2699,525168.5037
2022-02-25,527215.5340,526852.7678
2022-03-11,528728.0211,528365.2549
2022-03-25,530102.7317,529739.9655
2022-04-08,531881.4865,531518.7202
2022-04-22,533340.7755,532978.0093
2022-05-06,556623.8516,468740.0969
2022-05-20,558312.3453,470428.5906
2022-06-07,559871.2187,471987.4641
2022-06-17,560387.7660,472504.0114
2022-07-01,561582.6904,473698.9358
2022-07-15,562880.9560,474997.2013
2022-07-29,564948.0166,477064.2619
2022-08-12,566101.6256,478217.8709
2022-08-26,567571.2401,479687.4854
2022-09-09,568923.3117,481039.5571
2022-09-23,570749.4926,482865.7380
2022-10-07,572487.7126,484603.9580
2022-10-21,574012.0046,486128.2500
2022-11-04,512988.1676,512620.8551
2022-11-18,514744.4350,514377.1224
2022-12-02,515903.9755,515536.6630
2022-12-16,517390.8882,517023.5757
2022-12-30,518400.6548,518033.3423
2023-01-13,519613.0317,519245.7191
2023-01-27,521114.7773,520747.4648
2023-02-10,522477.9640,522110.6514
2023-02-24,524175.0273,523807.7148
2023-03-10,525517.8607,525150.5482
2023-03-24,526023.5213,525656.2087
2023-04-11,527954.7983,527587.4857
2023-04-21,529071.2905,528703.9780
2023-05-05,550018.7669,463907.3277
2023-05-19,551345.6709,465234.2317
2023-06-02,552018.0381,465906.5989
2023-06-16,553051.3369,466939.8977
2023-06-30,554411.5189,468300.0796
2023-07-14,554913.2155,468801.7762
2023-07-28,556251.5428,470140.1036
2023-08-11,557469.4296,471357.9904
2023-08-25,558815.5808,472704.1415
2023-09-08,560288.1920,474176.7528
2023-09-22,561469.5635,475358.1242
2023-10-06,563279.7139,477168.2746
2023-10-20,564404.8491,478293.4099
2023-11-03,501672.8053,501438.0497
2023-11-17,502867.5657,502632.8101
2023-12-01,503976.8333,503742.0777
2023-12-15,505383.7724,505149.0168
2023-12-29,505420.6338,505185.8783
2024-01-12,506975.8858,506741.1302
2024-01-26,508451.0139,508216.2584
2024-02-09,509758.4158,509523.6603
2024-02-23,510765.7904,510531.0348
2024-03-08,511481.6917,511246.9361
2024-03-22,512110.2927,511875.5372
2024-04-05,513283.1917,513048.4362
2024-04-19,514529.4871,514294.7316
2024-05-03,534244.7094,450012.5132
2024-05-17,535462.3966,451230.2004
2024-05-31,536167.1032,451934.9070
2024-06-14,537034.8715,452802.6753
2024-06-28,537772.1488,453539.9525
2024-07-12,539194.1656,454961.9694
2024-07-26,540163.5713,455931.3751
2024-08-09,540774.6751,456542.4789
2024-08-23,541559.4392,457327.2429
2024-09-06,542080.6440,457848.4478
2024-09-20,543191.2149,458959.0187
2024-10-04,544644.0628,460411.8665
2024-10-18,545643.1865,461410.9903
2024-11-01,482787.0038,482244.6673
2024-11-15,483604.6707,483062.3343
2024-11-29,484561.5434,484019.2069
2024-12-13,485916.4467,485374.1102
2024-12-27,486828.7834,486286.4469
2025-01-10,487726.4968,487184.1604
2025-01-24,489148.4948,488606.1583
2025-02-07,489899.6537,489357.3173
2025-02-21,490972.0257,490429.6892
2025-03-07,491859.0011,491316.6647
2025-03-21,492751.1483,492208.8118
2025-04-04,493624.7347,493082.3982
2025-04-22,494445.4808,493903.1443
2025-05-02,511342.5949,428461.7091
2025-05-16,512452.2287,429571.3429
2025-05-30,513467.4423,430586.5566
2025-06-13,514222.8756,431341.9898
2025-06-27,515029.3037,432148.4179
2025-07-11,515899.3199,433018.4341
2025-07-25,517044.3099,434163.4241
2025-08-08,517874.4310,434993.5452
2025-08-22,518908.9814,436028.0957
2025-09-05,519935.0665,437054.1807
2025-09-19,520471.7044,437590.8186
2025-10-03,521607.1867,438726.3009
2025-10-17,522447.3373,439566.4516
2025-10-31,459201.6803,458805.6309
2025-11-14,460023.4960,459627.4467
2025-11-28,460697.3959,460301.3466
2025-12-12,461359.8753,460963.8260
2025-12-29,462368.5453,461972.4959
2026-01-09,462923.5351,462527.4857
2026-01-23,463700.7467,463304.6973
2026-02-06,464535.7587,464139.7093
2026-02-20,465503.9185,465107.8692
2026-03-06,466567.7590,466171.7096
2026-03-20,467075.0271,466678.9777
2026-04-07,467999.2310,467603.1816
2026-04-17,468570.5252,468174.4758
2026-05-05,484924.6850,403826.5480
2026-05-15,485541.3060,404443.1690
2026-05-29,486319.9034,405221.7664
2026-06-12,486632.3967,405534.2597
2026-06-26,487288.1631,406190.0262
2026-07-10,488095.3427,406997.2058
2026-07-24,489011.7074,407913.5705
2026-08-07,489813.0532,408714.9163
2026-08-21,490522.6528,409424.5158
2026-09-04,491107.0520,410008.9150
2026-09-18,491981.6731,410883.5361
2026-10-02,492641.4328,411543.2958
2026-10-16,493319.0198,412220.8828
2026-10-30,429764.6315,429442.7957
2026-11-13,430305.4224,429983.5866
2026-11-27,430490.8367,430169.0009
2026-12-11,431313.1679,430991.3321
2026-12-29,432306.5442,431984.7084
2027-01-08,432800.4549,432478.6191
2027-01-22,433748.8477,433427.0118
