#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY_A,#N/A,#N/A,#N/A,#N/A,-5751.8684,#N/A,-262581.4362
CPTY_A,2016-02-19,0.0383,1196850.3390,-46.5482,-46.5482,-211.7584,-211.7584
CPTY_A,2016-03-04,0.0765,1200863.2844,-46.7135,-93.2617,-266.7902,-478.5485
CPTY_A,2016-03-18,0.1148,1449224.4408,-56.3872,-149.6489,-349.9461,-828.4946
CPTY_A,2016-04-01,0.1530,1450153.4648,-56.4418,-206.0908,-400.3183,-1228.8129
CPTY_A,2016-04-15,0.1913,1443797.3602,-56.2145,-262.3052,-442.7892,-1671.6022
CPTY_A,2016-04-29,0.2295,1280711.3462,-49.8957,-312.2010,-449.2661,-2120.8683
CPTY_A,2016-05-13,0.2678,1284253.1419,-50.0643,-362.2653,-499.4676,-2620.3359
CPTY_A,2016-05-27,0.3060,1292728.4037,-50.4285,-412.6937,-553.3141,-3173.6499
CPTY_A,2016-06-10,0.3443,1297802.8165,-50.6603,-463.3540,-594.4529,-3768.1029
CPTY_A,2016-06-24,0.3825,1300168.0053,-50.7964,-514.1504,-628.4609,-4396.5638
CPTY_A,2016-07-08,0.4208,1299362.6779,-50.8091,-564.9595,-651.9194,-5048.4832
CPTY_A,2016-07-22,0.4590,1162282.3421,-45.5142,-610.4736,-667.8032,-5716.2864
CPTY_A,2016-08-05,0.4973,1159573.9029,-45.4537,-655.9274,-720.5404,-6436.8268
CPTY_A,2016-08-19,0.5355,1162830.9694,-45.6346,-701.5619,-754.4539,-7191.2807
CPTY_A,2016-09-02,0.5738,1179326.2359,-46.3359,-747.8978,-778.2767,-7969.5574
CPTY_A,2016-09-16,0.6120,1107396.4960,-43.5883,-791.4860,-785.8789,-8755.4363
CPTY_A,2016-09-30,0.6503,1105097.3238,-43.5655,-835.0516,-820.8368,-9576.2731
CPTY_A,2016-10-14,0.6885,1099439.3174,-43.4145,-878.4660,-877.2119,-10453.4849
CPTY_A,2016-10-28,0.7268,971192.8162,-38.4919,-916.9579,-865.2808,-11318.7657
CPTY_A,2016-11-14,0.7732,971985.3764,-46.9068,-963.8647,-1108.1466,-12426.9123
CPTY_A,2016-11-25,0.8033,984740.3274,-30.8521,-994.7168,-791.6610,-13218.5733
CPTY_A,2016-12-09,0.8415,955426.9820,-38.1032,-1032.8199,-927.3492,-14145.9225
CPTY_A,2016-12-23,0.8798,966807.6461,-38.6471,-1071.4670,-974.9824,-15120.9049
CPTY_A,2017-01-06,0.9181,963726.5384,-38.5799,-1110.0469,-978.5652,-16099.4701
CPTY_A,2017-01-20,0.9564,965768.9733,-38.7327,-1148.7796,-1012.5687,-17112.0388
CPTY_A,2017-02-03,0.9948,843159.7075,-34.0093,-1182.7889,-986.5571,-18098.5958
CPTY_A,2017-02-17,1.0331,835312.3628,-33.7948,-1216.5837,-1008.2602,-19106.8560
CPTY_A,2017-03-03,1.0715,839789.9600,-34.0498,-1250.6334,-1037.8538,-20144.7098
CPTY_A,2017-03-17,1.1099,1034111.6227,-41.7118,-1292.3452,-1106.6638,-21251.3736
CPTY_A,2017-03-31,1.1482,1035171.4826,-41.8531,-1334.1983,-1109.3361,-22360.7097
CPTY_A,2017-04-18,1.1975,1024173.0829,-53.3824,-1387.5807,-1418.0537,-23778.7634
CPTY_A,2017-04-28,1.2249,904125.7868,-26.3729,-1413.9536,-783.6309,-24562.3943
CPTY_A,2017-05-12,1.2633,910074.7865,-37.2161,-1451.1697,-1105.4523,-25667.8466
CPTY_A,2017-05-26,1.3016,926835.4334,-37.9977,-1489.1675,-1148.7889,-26816.6354
CPTY_A,2017-06-09,1.3400,905161.6989,-37.1737,-1526.3412,-1116.0306,-27932.6660
CPTY_A,2017-06-23,1.3783,911218.5593,-37.5719,-1563.9131,-1169.2591,-29101.9251
CPTY_A,2017-07-07,1.4167,898803.9347,-37.1177,-1601.0308,-1164.2708,-30266.1960
CPTY_A,2017-07-21,1.4551,909657.4825,-37.7455,-1638.7763,-1254.0106,-31520.2065
CPTY_A,2017-08-04,1.4934,795966.8905,-33.3965,-1672.1728,-1227.3673,-32747.5738
CPTY_A,2017-08-18,1.5318,789874.3420,-33.2871,-1705.4599,-1262.1818,-34009.7556
CPTY_A,2017-09-01,1.5701,778524.4493,-32.9713,-1738.4312,-1283.6169,-35293.3724
CPTY_A,2017-09-15,1.6085,700820.4085,-30.0091,-1768.4403,-1258.3504,-36551.7228
CPTY_A,2017-09-29,1.6468,703175.6543,-30.2419,-1798.6822,-1310.3087,-37862.0315
CPTY_A,2017-10-13,1.6852,712038.7380,-30.7150,-1829.3972,-1364.0622,-39226.0937
CPTY_A,2017-10-27,1.7235,606920.4452,-26.6930,-1856.0902,-1341.4865,-40567.5802
CPTY_A,2017-11-13,1.7701,649136.6259,-34.6348,-1890.7250,-1688.8968,-42256.4771
CPTY_A,2017-11-24,1.8003,630784.5240,-21.9224,-1912.6474,-1087.5426,-43344.0197
CPTY_A,2017-12-08,1.8386,608877.4194,-27.0520,-1939.6994,-1304.7288,-44648.7485
CPTY_A,2017-12-22,1.8770,601524.7103,-26.8976,-1966.5970,-1306.9216,-45955.6701
CPTY_A,2018-01-05,1.9153,595129.9387,-26.8032,-1993.4001,-1322.2602,-47277.9303
CPTY_A,2018-01-19,1.9537,593966.8753,-26.9026,-2020.3028,-1343.9724,-48621.9027
CPTY_A,2018-02-02,1.9920,490623.7676,-22.9544,-2043.2572,-1290.4522,-49912.3550
CPTY_A,2018-02-16,2.0304,492633.9020,-23.1681,-2066.4253,-1276.1163,-51188.4712
CPTY_A,2018-03-02,2.0688,494559.3980,-23.3959,-2089.8213,-1352.0256,-52540.4968
CPTY_A,2018-03-16,2.1071,725644.5304,-32.6560,-2122.4772,-1476.7246,-54017.2214
CPTY_A,2018-04-03,2.1564,732481.5416,-42.6685,-2165.1457,-1932.3665,-55949.5879
CPTY_A,2018-04-13,2.1838,726621.1791,-23.6199,-2188.7656,-1081.2385,-57030.8264
CPTY_A,2018-04-27,2.2222,632766.4968,-29.4314,-2218.1971,-1457.9258,-58488.7522
CPTY_A,2018-05-11,2.2605,632328.9306,-29.5249,-2247.7220,-1480.0132,-59968.7654
CPTY_A,2018-05-25,2.2989,633615.1794,-29.7266,-2277.4486,-1505.3297,-61474.0951
CPTY_A,2018-06-08,2.3372,629180.7944,-29.5081,-2306.9566,-1467.4600,-62941.5551
CPTY_A,2018-06-22,2.3756,632400.1280,-29.8027,-2336.7594,-1489.7852,-64431.3403
