#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
278,-4415865.750000,1916516.283779,0.000000,1787785.367552,1811162.637582,528264.270280,1814981.645253
279,-4396869.250000,1916031.129514,0.000000,1787785.367552,1811162.637582,1664549.485957,1814981.645253
280,-4390713.250000,1915873.884214,0.000000,1787785.367552,1811162.637582,-1083078.658925,1814981.645253
281,-4370555.250000,1915358.889585,0.000000,1787785.367552,1811162.637582,353239.462201,1814981.645253
282,-4330499.500000,1914335.137999,0.000000,1787785.367552,1811162.637582,-86059.733748,1814981.645253
283,-4321190.750000,1914097.144993,0.000000,1787785.367552,1811162.637582,-874913.736679,1814981.645253
284,-4305577.437500,1913697.899360,0.000000,1787785.367552,1811162.637582,837964.442968,1814981.645253
285,-4303326.125000,1913640.324520,0.000000,1787785.367552,1811162.637582,-54022.264292,1814981.645253
286,-4303085.044922,1913634.159060,0.000000,1787785.367552,1811162.637582,-653490.506174,1814981.645253
287,-4297437.875000,1913489.730816,0.000000,1787785.367552,1811162.637582,-446803.372109,1814981.645253
288,-4295322.750000,1913435.632986,0.000000,1787785.367552,1811162.637582,565379.523176,1814981.645253
289,-4278140.500000,1912996.111753,0.000000,1787785.367552,1811162.637582,-339.746152,1814981.645253
290,-4276805.750000,1912961.964677,0.000000,1787785.367552,1811162.637582,-467373.207345,1814981.645253
291,-4216642.250000,1911422.160887,0.000000,1787785.367552,1811162.637582,147305.988430,1814981.645253
292,-4199795.000000,1910990.755844,0.000000,1787785.367552,1811162.637582,1250902.330551,1814981.645253
293,-4195279.125000,1910875.101947,0.000000,1787785.367552,1811162.637582,786082.183711,1814981.645253
294,-4195071.406250,1910869.781994,0.000000,1787785.367552,1811162.637582,19417.836851,1814981.645253
295,-4168773.750000,1910196.144408,0.004544,1787785.367552,1811162.637582,148202.619205,1814981.645253
296,-4121853.125000,1908993.640917,0.000000,1787785.367552,1811162.637582,-1053456.924229,1814981.645253
297,-4107889.500000,1908635.628390,0.000000,1787785.367552,1811162.637582,319176.016697,1814981.645253
298,-4080560.125000,1907934.737809,0.000000,1787785.367552,1811162.637582,-190247.336383,1814981.645253
299,-4074597.125000,1907781.776178,0.000000,1787785.367552,1811162.637582,74053.398812,1814981.645253
300,-4000740.804688,1905886.211609,#N/A,1787785.367552,1811162.637582,471101.285529,1814981.645253
301,-3931805.191406,1904115.237140,0.000000,1787785.367552,1811162.637582,379301.616246,1814981.645253
302,-3924101.617188,1903917.227913,0.000000,1787785.367552,1811162.637582,-225345.712305,1814981.645253
303,-3912477.375000,1903618.404604,0.000000,1787785.367552,1811162.637582,-1340794.353930,1814981.645253
304,-3910360.000000,1903563.968392,0.000000,1787785.367552,1811162.637582,-532264.004590,1814981.645253
305,-3835858.937500,1901647.606814,0.000000,1787785.367552,1811162.637582,-748139.931043,1814981.645253
306,-3818525.000000,1901201.455747,0.000000,1787785.367552,1811162.637582,-338418.228873,1814981.645253
307,-3800802.687500,1900745.200189,0.000000,1787785.367552,1811162.637582,-99919.725483,1814981.645253
308,-3777338.250000,1900140.946814,0.000000,1787785.367552,1811162.637582,-5523.888994,1814981.645253
309,-3775211.375000,1900086.166286,0.000000,1787785.367552,1811162.637582,-545329.941201,1814981.645253
310,-3773889.125000,1900052.109162,0.000000,1787785.367552,1811162.637582,-632387.469028,1814981.645253
311,-3773571.625000,1900043.931240,0.000000,1787785.367552,1811162.637582,-190319.406071,1814981.645253
312,-3729425.687500,1898906.511102,0.000000,1787785.367552,1811162.637582,-637416.900629,1814981.645253
313,-3726068.515625,1898819.985687,0.000000,1787785.367552,1811162.637582,-216156.917299,1814981.645253
314,-3698396.750000,1898106.642589,0.000000,1787785.367552,1811162.637582,-596732.305496,1814981.645253
315,-3690180.250000,1897894.779993,0.000000,1787785.367552,1811162.637582,471915.529309,1814981.645253
316,-3680410.750000,1897642.842482,0.000000,1787785.367552,1811162.637582,663750.282101,1814981.645253
317,-3678438.125000,1897591.968038,0.000000,1787785.367552,1811162.637582,598776.280151,1814981.645253
318,-3651677.500000,1896901.670664,0.000000,1787785.367552,1811162.637582,-162569.183759,1814981.645253
319,-3593361.500000,1895396.523220,0.000000,1787785.367552,1811162.637582,1178801.006012,1814981.645253
320,-3589858.562500,1895306.073657,0.000000,1787785.367552,1811162.637582,1308178.192666,1814981.645253
321,-3567393.250000,1894725.892808,0.000000,1787785.367552,1811162.637582,1519045.885839,1814981.645253
322,-3518510.593750,1893462.853156,0.000000,1787785.367552,1811162.637582,2449112.017993,1814981.645253
323,-3484097.046875,1892573.163600,0.000000,1787785.367552,1811162.637582,-337227.234373,1814981.645253
324,-3474953.750000,1892336.712643,0.000000,1787785.367552,1811162.637582,-320707.204306,1814981.645253
325,-3415154.625000,1890789.543513,0.000000,1787785.367552,1811162.637582,-458650.263456,1814981.645253
326,-3408970.000000,1890629.457877,0.000000,1787785.367552,1811162.637582,-161985.295006,1814981.645253
327,-3401954.000000,1890447.836141,0.000000,1787785.367552,1811162.637582,775407.062038,1814981.645253
328,-3397212.250000,1890325.077560,0.000000,1787785.367552,1811162.637582,262927.218901,1814981.645253
329,-3383570.500000,1889971.863511,0.000000,1787785.367552,1811162.637582,100838.654960,1814981.645253
330,-3377798.750000,1889822.400700,0.000000,1787785.367552,1811162.637582,500435.257124,1814981.645253
331,-3372127.625000,1889675.532117,0.000000,1787785.367552,1811162.637582,186025.804794,1814981.645253
332,-3317972.500000,1888272.468431,0.000000,1787785.367552,1811162.637582,-917585.786229,1814981.645253
333,-3286313.968750,1887451.768698,0.000000,1787785.367552,1811162.637582,-1040244.895223,1814981.645253
334,-3194546.156250,1885070.807436,0.000000,1787785.367552,1811162.637582,1441336.827847,1814981.645253
335,-3169601.781250,1884423.093294,0.000000,1787785.367552,1811162.637582,-46345.860341,1814981.645253
336,-3122430.250000,1883197.612253,0.000000,1787785.367552,1811162.637582,514255.453459,1814981.645253
337,-3121643.125000,1883177.156570,0.000000,1787785.367552,1811162.637582,-618545.756086,1814981.645253
338,-3111631.000000,1882916.943628,0.000000,1787785.367552,1811162.637582,-202283.386967,1814981.645253
339,-3105940.542969,1882769.033864,0.000000,1787785.367552,1811162.637582,-32115.965321,1814981.645253
340,-3098871.750000,1882585.281383,0.000000,1787785.367552,1811162.637582,484077.623429,1814981.645253
341,-3077364.500000,1882026.092497,0.000000,1787785.367552,1811162.637582,117214.056783,1814981.645253
342,-3013512.625000,1880364.962890,0.000000,1787785.367552,1811162.637582,392215.049415,1814981.645253
343,-3004869.750000,1880140.002600,0.000000,1787785.367552,1811162.637582,473307.657020,1814981.645253
344,-3000724.750000,1880032.105292,0.000000,1787785.367552,1811162.637582,-307585.311285,1814981.645253
345,-2909294.062500,1877650.522487,0.000000,1787785.367552,1811162.637582,-93416.049289,1814981.645253
346,-2864014.500000,1876469.963171,0.000000,1787785.367552,1811162.637582,578692.569516,1814981.645253
347,-2847233.375000,1876032.245668,0.000000,1787785.367552,1811162.637582,-1986962.685523,1814981.645253
348,-2843569.687500,1875936.668757,0.000000,1787785.367552,1811162.637582,89175.673989,1814981.645253
349,-2836057.343750,1875740.674309,0.000000,1787785.367552,1811162.637582,-215983.108248,1814981.645253
350,-2835204.375000,1875718.419355,0.000000,1787785.367552,1811162.637582,1797559.478022,1814981.645253
351,-2831320.500000,1875617.081167,0.000000,1787785.367552,1811162.637582,-617590.118463,1814981.645253
352,-2814608.062500,1875180.957240,0.000000,1787785.367552,1811162.637582,685089.486151,1814981.645253
353,-2806918.007813,1874980.245263,0.000000,1787785.367552,1811162.637582,-1465996.633571,1814981.645253
354,-2782471.375000,1874342.040452,0.000000,1787785.367552,1811162.637582,-793960.058731,1814981.645253
355,-2755879.062500,1873647.573594,0.000000,1787785.367552,1811162.637582,-96887.855828,1814981.645253
356,-2693035.750000,1872005.376306,0.000000,1787785.367552,1811162.637582,-214706.174867,1814981.645253
357,-2602698.000000,1869642.177870,0.000000,1787785.367552,1811162.637582,-496196.337468,1814981.645253
358,-2564663.500000,1868646.316938,0.000000,1787785.367552,1811162.637582,-557166.265284,1814981.645253
359,-2559146.812500,1868501.828909,0.000000,1787785.367552,1811162.637582,-745555.013742,1814981.645253
360,-2557791.781250,1868466.337462,0.000000,1787785.367552,1811162.637582,-434422.870591,1814981.645253
361,-2451156.703125,1865671.197371,0.000000,1787785.367552,1811162.637582,-560856.193791,1814981.645253
362,-2430107.375000,1865118.953107,0.000000,1787785.367552,1811162.637582,412137.248722,1814981.645253
363,-2376574.250000,1863713.735779,0.000000,1787785.367552,1811162.637582,451966.876875,1814981.645253
364,-2371880.500000,1863590.476702,0.018175,1787785.367552,1811162.637582,651034.116120,1814981.645253
365,-2360390.500000,1863288.711949,0.000000,1787785.367552,1811162.637582,-41318.971799,1814981.645253
366,-2353786.945313,1863115.259018,0.000000,1787785.367552,1811162.637582,-902574.016060,1814981.645253
367,-2353266.687500,1863101.592928,0.000000,1787785.367552,1811162.637582,-249638.802007,1814981.645253
368,-2347500.906250,1862950.131140,0.000000,1787785.367552,1811162.637582,-318817.078411,1814981.645253
369,-2331889.750000,1862539.978555,0.000000,1787785.367552,1811162.637582,577788.314248,1814981.645253
370,-2291404.125000,1861475.876886,0.000000,1787785.367552,1811162.637582,-440709.399616,1814981.645253
371,-2289009.562500,1861412.920482,0.000000,1787785.367552,1811162.637582,-208758.314316,1814981.645253
372,-2288910.750000,1861410.322517,0.000000,1787785.367552,1811162.637582,663521.568005,1814981.645253
373,-2259993.250000,1860649.871668,0.000000,1787785.367552,1811162.637582,521985.429302,1814981.645253
374,-2254201.375000,1860497.523896,0.000000,1787785.367552,1811162.637582,-72242.983093,1814981.645253
375,-2166922.125000,1858200.243957,0.000000,1787785.367552,1811162.637582,-386537.921444,1814981.645253
376,-2159116.968750,1857994.665826,0.000000,1787785.367552,1811162.637582,1474434.400000,1814981.645253
377,-2140363.500000,1857500.629718,0.000000,1787785.367552,1811162.637582,917079.721903,1814981.645253
378,-2131411.000000,1857264.741235,0.000000,1787785.367552,1811162.637582,-60059.782976,1814981.645253
379,-2086958.750000,1856093.029575,0.000000,1787785.367552,1811162.637582,321838.264640,1814981.645253
380,-2062347.625000,1855443.989569,0.000000,1787785.367552,1811162.637582,284148.233101,1814981.645253
381,-2041572.687500,1854895.940021,0.000000,1787785.367552,1811162.637582,566438.389668,1814981.645253
382,-2034614.000000,1854712.331396,0.000000,1787785.367552,1811162.637582,322232.251457,1814981.645253
383,-2001031.125000,1853825.973942,0.000000,1787785.367552,1811162.637582,1274947.635008,1814981.645253
384,-2000288.250000,1853806.362348,0.000000,1787785.367552,1811162.637582,-297500.046778,1814981.645253
385,-1941699.625000,1852258.992858,0.000000,1787785.367552,1811162.637582,-1026691.945899,1814981.645253
386,-1921381.375000,1851722.070684,0.000000,1787785.367552,1811162.637582,-96194.439425,1814981.645253
387,-1874367.171875,1850479.094339,0.000000,1787785.367552,1811162.637582,1089464.372912,1814981.645253
388,-1861479.500000,1850138.220171,0.000000,1787785.367552,1811162.637582,310885.779566,1814981.645253
389,-1850550.750000,1849849.109546,0.000000,1787785.367552,1811162.637582,-622107.441453,1814981.645253
390,-1832232.875000,1849364.424649,0.000000,1787785.367552,1811162.637582,-1262651.554655,1814981.645253
391,-1787596.687500,1848182.833695,0.000000,1787785.367552,1811162.637582,680698.802875,1814981.645253
392,-1778935.250000,1847953.464127,0.000000,1787785.367552,1811162.637582,-9787.604839,1814981.645253
393,-1744650.625000,1847045.269544,0.000000,1787785.367552,1811162.637582,1157177.125361,1814981.645253
394,-1738440.250000,1846880.709864,0.018175,1787785.367552,1811162.637582,-650362.698488,1814981.645253
395,-1729923.187500,1846655.004787,0.000000,1787785.367552,1811162.637582,-601411.964098,1814981.645253
396,-1726657.500000,1846568.455631,0.000000,1787785.367552,1811162.637582,-1146308.969040,1814981.645253
397,-1722906.125000,1846469.029495,0.000000,1787785.367552,1811162.637582,234228.008463,1814981.645253
398,-1718348.000000,1846348.214118,0.000000,1787785.367552,1811162.637582,-116059.169802,1814981.645253
399,-1689387.679688,1845580.421626,0.000000,1787785.367552,1811162.637582,557235.302681,1814981.645253
400,-1596642.750000,1843119.427053,0.000000,1787785.367552,1811162.637582,261345.047051,1814981.645253
401,-1579412.437500,1842661.857213,0.000000,1787785.367552,1811162.637582,-57054.416438,1814981.645253
402,-1576576.031250,1842586.522443,0.000000,1787785.367552,1811162.637582,-1377065.046412,1814981.645253
403,-1536540.843750,1841522.861657,0.000000,1787785.367552,1811162.637582,-513553.745013,1814981.645253
404,-1517442.750000,1841015.244177,0.000000,1787785.367552,1811162.637582,306628.389363,1814981.645253
405,-1484829.062500,1840148.065444,0.000000,1787785.367552,1811162.637582,1593588.686013,1814981.645253
406,-1468422.937500,1839711.681717,0.000000,1787785.367552,1811162.637582,-715569.393536,1814981.645253
407,-1464929.437500,1839618.745337,0.000000,1787785.367552,1811162.637582,-329616.327760,1814981.645253
408,-1419633.750000,1838413.334364,0.000000,1787785.367552,1811162.637582,-279927.593096,1814981.645253
409,-1391218.250000,1837656.736138,0.000000,1787785.367552,1811162.637582,76856.016295,1814981.645253
410,-1389470.437500,1837610.188274,0.000000,1787785.367552,1811162.637582,590082.398658,1814981.645253
411,-1366866.000000,1837008.079062,0.000000,1787785.367552,1811162.637582,755008.648906,1814981.645253
412,-1362432.500000,1836889.961789,0.000000,1787785.367552,1811162.637582,481832.933966,1814981.645253
413,-1319523.000000,1835746.374486,0.000000,1787785.367552,1811162.637582,1858663.294586,1814981.645253
414,-1262375.593750,1834222.223564,0.000000,1787785.367552,1811162.637582,218748.845737,1814981.645253
415,-1231007.500000,1833385.081632,0.000000,1787785.367552,1811162.637582,1399342.085243,1814981.645253
416,-1195328.468750,1832432.425844,0.000000,1787785.367552,1811162.637582,-304585.492474,1814981.645253
417,-1193878.562500,1832393.701832,0.000000,1787785.367552,1811162.637582,463322.391815,1814981.645253
418,-1142171.500000,1831012.177223,0.000000,1787785.367552,1811162.637582,217787.510245,1814981.645253
419,-1136805.500000,1830868.747140,0.000000,1787785.367552,1811162.637582,-127660.897794,1814981.645253
420,-1113088.375000,1830234.667449,0.000000,1787785.367552,1811162.637582,1066423.622536,1814981.645253
421,-1090606.234375,1829633.402306,0.000000,1787785.367552,1811162.637582,34486.675573,1814981.645253
422,-1016969.968750,1827662.679999,0.000000,1787785.367552,1811162.637582,-90944.657622,1814981.645253
423,-1015611.734375,1827626.309706,0.000000,1787785.367552,1811162.637582,-94010.895957,1814981.645253
424,-1014358.375000,1827592.747075,0.000000,1787785.367552,1811162.637582,9766.143101,1814981.645253
425,-1005532.750000,1827356.395811,0.000000,1787785.367552,1811162.637582,735250.941192,1814981.645253
426,-937873.125000,1825543.446676,0.000000,1787785.367552,1811162.637582,253004.938999,1814981.645253
427,-877871.500000,1823934.187095,0.000000,1787785.367552,1811162.637582,761286.817007,1814981.645253
428,-869435.000000,1823707.804047,0.000000,1787785.367552,1811162.637582,-313913.783252,1814981.645253
429,-862708.687500,1823527.291631,0.000000,1787785.367552,1811162.637582,146499.717946,1814981.645253
430,-849776.601563,1823180.186165,0.000000,1787785.367552,1811162.637582,-137132.639230,1814981.645253
431,-830088.187500,1822651.609601,0.000000,1787785.367552,1811162.637582,-408267.380738,1814981.645253
432,-811871.000000,1822162.394612,0.000000,1787785.367552,1811162.637582,297309.191051,1814981.645253
433,-805875.625000,1822001.362583,0.000000,1787785.367552,1811162.637582,560127.012766,1814981.645253
434,-770817.500000,1821059.438148,0.000000,1787785.367552,1811162.637582,251563.410788,1814981.645253
435,-768077.250000,1820985.793931,0.000000,1787785.367552,1811162.637582,-215814.968218,1814981.645253
436,-720011.000000,1819693.528844,0.000000,1787785.367552,1811162.637582,874559.055489,1814981.645253
437,-711667.750000,1819469.126397,#N/A,1787785.367552,1811162.637582,790052.115076,1814981.645253
438,-686273.750000,1818785.951707,0.000000,1787785.367552,1811162.637582,254114.835877,1814981.645253
439,-675750.000000,1818502.756078,0.000000,1787785.367552,1811162.637582,-1561485.164681,1814981.645253
440,-669526.750000,1818335.266770,0.000000,1787785.367552,1811162.637582,285556.624531,1814981.645253
441,-654181.000000,1817922.193312,0.000000,1787785.367552,1811162.637582,675124.283830,1814981.645253
442,-642118.750000,1817597.438474,0.000000,1787785.367552,1811162.637582,-345359.857596,1814981.645253
443,-621090.250000,1817031.144351,0.000000,1787785.367552,1811162.637582,-330622.196114,1814981.645253
444,-599425.843750,1816447.540738,0.000000,1787785.367552,1811162.637582,-125283.763458,1814981.645253
445,-592623.750000,1816264.264794,0.000000,1787785.367552,1811162.637582,-1197387.930971,1814981.645253
446,-585847.390625,1816081.663847,0.000000,1787785.367552,1811162.637582,-635742.624399,1814981.645253
447,-585707.773438,1816077.901423,0.000000,1787785.367552,1811162.637582,-500778.621354,1814981.645253
448,-579209.453125,1815902.775119,0.000000,1787785.367552,1811162.637582,-335142.974609,1814981.645253
449,-578657.875000,1815887.909601,0.000000,1787785.367552,1811162.637582,-264086.925577,1814981.645253
450,-537665.000000,1814782.774642,0.000000,1787785.367552,1811162.637582,74792.394897,1814981.645253
451,-529051.750000,1814550.482777,0.000000,1787785.367552,1811162.637582,-240752.746441,1814981.645253
452,-521058.625000,1814334.888537,0.000000,1787785.367552,1811162.637582,-315866.676542,1814981.645253
453,-516917.875000,1814223.192252,0.000000,1787785.367552,1811162.637582,1197293.457914,1814981.645253
454,-508262.000000,1813989.678741,0.000000,1787785.367552,1811162.637582,-668499.434148,1814981.645253
455,-476341.500000,1813128.284820,0.000000,1787785.367552,1811162.637582,409903.593295,1814981.645253
456,-468847.378906,1812925.992123,0.000000,1787785.367552,1811162.637582,-39035.922438,1814981.645253
457,-442547.125000,1812215.877049,0.000000,1787785.367552,1811162.637582,-1185710.614607,1814981.645253
458,-419951.000000,1811605.552306,0.000000,1787785.367552,1811162.637582,-86436.124274,1814981.645253
459,-414154.500000,1811448.954826,0.000000,1787785.367552,1811162.637582,503257.539813,1814981.645253
460,-392041.250000,1810851.421802,0.000000,1787785.367552,1811162.637582,-68220.715943,1814981.645253
461,-371808.232422,1810304.522677,0.000000,1787785.367552,1811162.637582,-1140407.350108,1814981.645253
462,-359165.250000,1809962.698558,0.000000,1787785.367552,1811162.637582,177862.501680,1814981.645253
463,-328434.750000,1809131.578952,0.000000,1787785.367552,1811162.637582,-500987.657267,1814981.645253
464,-301302.500000,1808397.458063,0.000000,1787785.367552,1811162.637582,-436644.854753,1814981.645253
465,-289439.375000,1808076.382260,0.000000,1787785.367552,1811162.637582,957329.936195,1814981.645253
466,-286718.445313,1808002.732185,0.000000,1787785.367552,1811162.637582,-192663.390780,1814981.645253
467,-281939.093750,1807873.357521,0.000000,1787785.367552,1811162.637582,-804648.435878,1814981.645253
468,-272523.500000,1807618.455002,0.000000,1787785.367552,1811162.637582,175031.274341,1814981.645253
469,-256601.000000,1807187.313244,0.000000,1787785.367552,1811162.637582,-443103.783346,1814981.645253
470,-255570.437500,1807159.404627,0.000000,1787785.367552,1811162.637582,-1530247.747661,1814981.645253
471,-217363.937500,1806124.431736,0.000000,1787785.367552,1811162.637582,-968351.145480,1814981.645253
472,-201545.578125,1805695.755791,0.000000,1787785.367552,1811162.637582,-290074.531109,1814981.645253
473,-197982.062500,1805599.170830,0.018175,1787785.367552,1811162.637582,588478.114213,1814981.645253
474,-185047.250000,1805248.544309,0.018175,1787785.367552,1811162.637582,693875.001777,1814981.645253
475,-183503.937500,1805206.704884,0.000000,1787785.367552,1811162.637582,-340495.601728,1814981.645253
476,-176137.000000,1805006.972781,0.000000,1787785.367552,1811162.637582,44720.580402,1814981.645253
477,-168272.500000,1804793.726390,0.000000,1787785.367552,1811162.637582,-358353.958151,1814981.645253
478,-71844.000000,1802177.010391,0.000000,1787785.367552,1811162.637582,333717.082778,1814981.645253
479,-56841.906250,1801769.566953,0.000000,1787785.367552,1811162.637582,-486892.320461,1814981.645253
480,-4692.500000,1800352.518378,0.000000,1787785.367552,1811162.637582,-425817.333072,1814981.645253
481,-2934.250000,1800304.722258,0.000000,1787785.367552,1811162.637582,493475.448661,1814981.645253
482,32090.843750,1799352.338509,0.000000,1787785.367552,1811162.637582,-1355757.009325,1814981.645253
483,34315.937500,1799291.817911,0.000000,1787785.367552,1811162.637582,-171152.972261,1814981.645253
484,34891.875000,1799276.152585,0.000000,1787785.367552,1811162.637582,-473048.361427,1814981.645253
485,39538.312500,1799149.765897,0.000000,1787785.367552,1811162.637582,-1406272.782161,1814981.645253
486,45496.500000,1798987.685604,0.000000,1787785.367552,1811162.637582,-1107063.568047,1814981.645253
487,50310.828125,1798856.710996,0.000000,1787785.367552,1811162.637582,-1187186.805828,1814981.645253
488,89047.625000,1797802.522648,0.036349,1787785.367552,1811162.637582,-1463244.438627,1814981.645253
489,106626.750000,1797323.918033,0.000000,1787785.367552,1811162.637582,-575711.602671,1814981.645253
490,130538.250000,1796672.705195,#N/A,1787785.367552,1811162.637582,52272.665496,1814981.645253
491,138365.062500,1796459.496196,0.012851,1787785.367552,1811162.637582,373295.240285,1814981.645253
492,139014.843750,1796441.794467,0.000000,1787785.367552,1811162.637582,-12062.715081,1814981.645253
493,141071.562500,1796385.762956,0.000000,1787785.367552,1811162.637582,1713667.384091,1814981.645253
494,151384.625000,1796104.776223,0.000000,1787785.367552,1811162.637582,293124.318146,1814981.645253
495,217178.187500,1794311.147960,0.000000,1787785.367552,1811162.637582,-753373.878428,1814981.645253
496,241379.500000,1793650.933743,0.000000,1787785.367552,1811162.637582,17972.797095,1814981.645253
497,274008.937500,1792760.414549,0.000000,1787785.367552,1811162.637582,713107.669640,1814981.645253
498,316241.625000,1791607.147249,0.000000,1787785.367552,1811162.637582,-188324.922935,1814981.645253
499,342240.562500,1790896.813059,0.000000,1787785.367552,1811162.637582,1629228.968715,1814981.645253
500,365671.125000,1790256.409688,0.000000,1787785.367552,1811162.637582,-563218.887909,1814981.645253
501,373270.000000,1790048.668284,0.000000,1787785.367552,1811162.637582,-1075397.089026,1814981.645253
502,392184.250000,1789531.477435,0.000000,1787785.367552,1811162.637582,338105.997527,1814981.645253
503,394888.250000,1789457.527104,0.000000,1787785.367552,1811162.637582,773775.110585,1814981.645253
504,405274.125000,1789173.460636,0.000000,1787785.367552,1811162.637582,134880.091252,1814981.645253
505,407269.000000,1789118.893186,0.000000,1787785.367552,1811162.637582,-1569399.974455,1814981.645253
506,409528.343750,1789057.089494,0.000000,1787785.367552,1811162.637582,-579160.510158,1814981.645253
507,410578.421875,1789028.364186,0.000000,1787785.367552,1811162.637582,-755741.757078,1814981.645253
508,442691.000000,1788149.688895,0.000000,1787785.367552,1811162.637582,195633.893339,1814981.645253
509,444676.359375,1788095.350644,0.000000,1787785.367552,1811162.637582,675672.223832,1814981.645253
510,501401.718750,1786542.108908,0.000000,1787785.367552,1811162.637582,444003.106530,1814981.645253
511,538859.375000,1785515.710624,0.000000,1787785.367552,1811162.637582,1536867.762071,1814981.645253
512,569602.500000,1784672.859922,0.000000,1787785.367552,1811162.637582,-232002.150904,1814981.645253
513,575326.000000,1784515.901014,0.000000,1787785.367552,1811162.637582,34026.000727,1814981.645253
514,600337.390625,1783829.836889,0.000000,1787785.367552,1811162.637582,-659441.420469,1814981.645253
515,621866.562500,1783239.078874,0.000000,1787785.367552,1811162.637582,1488036.183253,1814981.645253
516,622674.484375,1783216.905780,0.000000,1787785.367552,1811162.637582,687293.649646,1814981.645253
517,627254.750000,1783091.197003,0.009087,1787785.367552,1811162.637582,-360406.017283,1814981.645253
518,659228.500000,1782213.406794,0.000000,1787785.367552,1811162.637582,-562946.405172,1814981.645253
519,664071.015625,1782080.425263,0.000000,1787785.367552,1811162.637582,-114624.937644,1814981.645253
520,667197.257813,1781994.569474,0.000000,1787785.367552,1811162.637582,-113565.746759,1814981.645253
521,677184.062500,1781720.274779,0.000000,1787785.367552,1811162.637582,-81883.408577,1814981.645253
522,681368.125000,1781605.343973,0.000000,1787785.367552,1811162.637582,86135.046155,1814981.645253
523,690792.500000,1781346.441374,0.000000,1787785.367552,1811162.637582,-1657188.982442,1814981.645253
524,693381.875000,1781275.300527,0.000000,1787785.367552,1811162.637582,347794.711681,1814981.645253
525,744334.375000,1779874.846004,0.000000,1787785.367552,1811162.637582,99108.348141,1814981.645253
526,750127.125000,1779715.559656,0.000000,1787785.367552,1811162.637582,-731762.317127,1814981.645253
527,800929.750000,1778318.001431,0.000000,1787785.367552,1811162.637582,-256772.207530,1814981.645253
528,807636.625000,1778133.416124,0.000000,1787785.367552,1811162.637582,446348.100724,1814981.645253
529,855192.656250,1776824.038262,0.000000,1787785.367552,1811162.637582,915083.744263,1814981.645253
530,864280.375000,1776573.712900,0.000000,1787785.367552,1811162.637582,624052.741701,1814981.645253
531,864290.750000,1776573.427096,0.000000,1787785.367552,1811162.637582,-182463.666556,1814981.645253
532,874467.640625,1776293.058080,0.000000,1787785.367552,1811162.637582,-609270.232066,1814981.645253
533,875286.000000,1776270.510704,0.000000,1787785.367552,1811162.637582,1211990.542696,1814981.645253
534,896413.750000,1775688.301421,0.000000,1787785.367552,1811162.637582,-148840.720476,1814981.645253
535,899035.625000,1775616.038105,0.000000,1787785.367552,1811162.637582,-657883.824997,1814981.645253
536,937147.179688,1774565.286825,0.000000,1787785.367552,1811162.637582,-739063.566632,1814981.645253
537,942889.880859,1774406.904243,0.000000,1787785.367552,1811162.637582,-47671.151891,1814981.645253
538,976455.250000,1773480.894943,0.000000,1787785.367552,1811162.637582,-1677949.482509,1814981.645253
539,1003983.906250,1772721.066853,0.000000,1787785.367552,1811162.637582,-156753.359903,1814981.645253
540,1043059.343750,1771641.972431,0.000000,1787785.367552,1811162.637582,-477169.755847,1814981.645253
541,1044779.250000,1771594.460964,0.000000,1787785.367552,1811162.637582,-274505.142419,1814981.645253
542,1058477.422852,1771216.010955,0.000000,1787785.367552,1811162.637582,-1898816.174923,1814981.645253
543,1086156.625000,1770451.049358,0.000000,1787785.367552,1811162.637582,449735.739894,1814981.645253
544,1094240.750000,1770227.568511,0.000000,1787785.367552,1811162.637582,1142803.588757,1814981.645253
545,1122749.031250,1769439.248687,0.000000,1787785.367552,1811162.637582,-832305.971609,1814981.645253
546,1127201.750000,1769316.089015,0.000000,1787785.367552,1811162.637582,-515658.565163,1814981.645253
547,1136014.500000,1769072.308076,0.000000,1787785.367552,1811162.637582,-817878.328339,1814981.645253
548,1137914.562500,1769019.743574,0.000000,1787785.367552,1811162.637582,534454.256938,1814981.645253
549,1151613.250000,1768640.728391,0.000000,1787785.367552,1811162.637582,-90235.517980,1814981.645253
550,1164158.875000,1768293.544865,0.000000,1787785.367552,1811162.637582,969406.789703,1814981.645253
551,1183598.250000,1767755.451272,0.000000,1787785.367552,1811162.637582,169412.130174,1814981.645253
552,1192701.937500,1767503.399404,0.000000,1787785.367552,1811162.637582,-711998.089638,1814981.645253
553,1194397.375000,1767456.454214,0.000000,1787785.367552,1811162.637582,605536.631434,1814981.645253
554,1217003.140625,1766830.401039,0.000000,1787785.367552,1811162.637582,419509.296921,1814981.645253
555,1277165.750000,1765163.151678,0.000000,1787785.367552,1811162.637582,102330.323596,1814981.645253
556,1278700.511719,1765120.599172,0.000000,1787785.367552,1811162.637582,-376236.690568,1814981.645253
557,1286903.945313,1764893.134963,0.000000,1787785.367552,1811162.637582,767949.040726,1814981.645253
558,1312582.687500,1764180.927088,0.000000,1787785.367552,1811162.637582,844519.072794,1814981.645253
559,1327745.500000,1763760.246737,0.000000,1787785.367552,1811162.637582,-132579.403378,1814981.645253
560,1329717.375000,1763705.531237,0.000000,1787785.367552,1811162.637582,-334684.392687,1814981.645253
561,1330774.500000,1763676.197481,0.000000,1787785.367552,1811162.637582,-640234.423726,1814981.645253
