#Date,EPE,ENE
2016-02-05,81935.9141,0.0000
2016-02-19,121016.7238,39080.8089
2016-03-04,155641.0656,73705.1507
2016-03-18,165362.8096,83426.8948
2016-04-01,187338.5723,105402.6573
2016-04-15,196770.4440,114834.5290
2016-04-29,212957.0402,130616.2289
2016-05-13,223142.1161,140801.3051
2016-05-27,231658.9895,149318.1783
2016-06-10,239878.2802,157537.4689
2016-06-24,249107.9402,166767.1290
2016-07-08,253278.5334,170937.7224
2016-07-22,261903.8036,179562.9921
2016-08-05,277780.5385,195439.7274
2016-08-19,286269.0620,203928.2509
2016-09-02,293764.2785,211423.4677
2016-09-16,302678.8758,220338.0647
2016-09-30,314846.8833,232506.0721
2016-10-14,324488.5959,242147.7845
2016-10-28,275316.7215,291016.6560
2016-11-14,283808.5824,299508.5168
2016-11-25,287294.5972,302994.5316
2016-12-09,293946.3924,309646.3268
2016-12-23,298249.6892,313949.6236
2017-01-06,302678.0956,318378.0302
2017-01-20,306949.6043,322649.5387
2017-02-03,312739.8035,328439.7380
2017-02-17,317531.0127,333230.9471
2017-03-03,322880.7596,338580.6940
2017-03-17,331570.0230,347269.9574
2017-03-31,336702.6522,352402.5862
2017-04-18,342782.0701,358482.0042
2017-04-28,389537.7507,309104.6344
2017-05-12,393646.9928,313213.8763
2017-05-26,400441.1804,320008.0643
2017-06-09,405767.4570,325334.3406
2017-06-23,408853.4906,328420.3744
2017-07-07,414166.4595,333733.3427
2017-07-21,418164.6706,337731.5538
2017-08-04,419584.1869,339151.0704
2017-08-18,423564.9191,343131.8027
2017-09-01,427666.4469,347233.3300
2017-09-15,431126.9858,350693.8697
2017-09-29,432809.8133,352376.6969
2017-10-13,438483.0780,358049.9615
2017-10-27,440799.3073,360366.1900
2017-11-13,388080.5871,405454.4707
2017-11-24,392977.1987,410351.0827
2017-12-08,396623.9965,413997.8804
2017-12-22,398885.2673,416259.1514
2018-01-05,402061.6342,419435.5181
2018-01-19,406076.6498,423450.5335
