#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020858,148650.843168,149437.980418,116628.959914,116395.855989,-16038.320036,164760.210568
1,-0.019621,148650.843168,149402.906109,116628.959914,116395.855989,209997.107404,164760.210568
2,-0.006952,148650.843168,149043.791180,116628.959914,116395.855989,-31075.741384,164760.210568
3,-0.002291,148650.843168,148911.701222,116628.959914,116395.855989,-161296.271841,164760.210568
4,-0.002070,148650.843168,148905.445191,116628.959914,116395.855989,19224.431093,164760.210568
5,-0.000553,148650.843168,148862.448464,116628.959914,116395.855989,100807.269077,164760.210568
6,0.000991,148650.843168,148818.696214,116628.959914,116395.855989,-30681.323630,164760.210568
7,0.002642,148650.843168,148771.914489,116628.959914,116395.855989,125117.049604,164760.210568
8,0.003527,148650.843168,148746.831561,116628.959914,116395.855989,10055.231665,164760.210568
9,0.003938,148650.843168,148735.176573,116628.959914,116395.855989,-179093.214446,164760.210568
10,0.004687,148650.843168,148713.954930,116628.959914,116395.855989,-158538.476021,164760.210568
11,0.007157,148650.843168,148643.975762,116628.959914,116395.855989,-130242.780898,164760.210568
12,0.007167,148650.843168,148643.689825,116628.959914,116395.855989,-40899.317799,164760.210568
13,0.009990,148650.843168,148563.703216,116628.959914,116395.855989,0.000000,164760.210568
14,0.012881,148650.843168,148481.817317,116628.959914,116395.855989,0.000000,164760.210568
15,0.014361,148650.843168,148439.892000,116628.959914,116395.855989,0.000000,164760.210568
16,0.014461,148650.843168,148437.037641,116628.959914,116395.855989,-18671.842095,164760.210568
17,0.014983,148650.843168,148422.246085,116628.959914,116395.855989,0.000000,164760.210568
18,0.015638,148650.843168,148403.706935,116628.959914,116395.855989,-60845.093979,164760.210568
19,0.017255,148650.843168,148357.910512,116628.959914,116395.855989,0.000000,164760.210568
20,0.017378,148650.843168,148354.415896,116628.959914,116395.855989,0.000000,164760.210568
21,0.019480,148650.843168,148294.879762,116628.959914,116395.855989,0.000000,164760.210568
22,0.019880,148650.843168,148283.549115,116628.959914,116395.855989,160283.208199,164760.210568
23,0.021576,148650.843168,148235.499393,116628.959914,116395.855989,0.000000,164760.210568
24,0.022507,148650.843168,148209.130950,116628.959914,116395.855989,0.000000,164760.210568
25,0.023409,148650.843168,148183.581060,116628.959914,116395.855989,0.000000,164760.210568
26,0.025756,148650.843168,148117.114479,116628.959914,116395.855989,0.000000,164760.210568
27,0.026558,148650.843168,148094.400806,116628.959914,116395.855989,0.000000,164760.210568
28,0.027345,148650.843168,148072.122898,116628.959914,116395.855989,0.000000,164760.210568
29,0.029252,148650.843168,148018.108271,116628.959914,116395.855989,0.000000,164760.210568
30,0.030904,148650.843168,147971.339712,116628.959914,116395.855989,0.000000,164760.210568
31,0.034818,148650.843168,147860.503982,116628.959914,116395.855989,0.000000,164760.210568
32,0.035091,148650.843168,147852.761770,116628.959914,116395.855989,0.000000,164760.210568
33,0.036049,148650.843168,147825.634461,116628.959914,116395.855989,0.000000,164760.210568
34,0.037038,148650.843168,147797.639258,116628.959914,116395.855989,0.000000,164760.210568
35,0.037635,148650.843168,147780.749496,116628.959914,116395.855989,0.000000,164760.210568
36,0.039719,148650.843168,147721.746808,116628.959914,116395.855989,0.000000,164760.210568
37,0.040817,148650.843168,147690.661404,116628.959914,116395.855989,0.000000,164760.210568
38,0.043368,148650.843168,147618.432896,116628.959914,116395.855989,0.000000,164760.210568
39,0.043518,148650.843168,147614.187654,116628.959914,116395.855989,0.000000,164760.210568
40,0.043555,148650.843168,147613.133695,116628.959914,116395.855989,0.000000,164760.210568
41,0.047435,148650.843168,147503.303546,116628.959914,116395.855989,0.000000,164760.210568
42,0.048675,148650.843168,147468.220650,116628.959914,116395.855989,0.000000,164760.210568
43,0.050176,148650.843168,147425.737662,116628.959914,116395.855989,0.000000,164760.210568
44,0.051030,148650.843168,147401.553296,116628.959914,116395.855989,0.000000,164760.210568
45,0.053606,148650.843168,147328.651406,116628.959914,116395.855989,0.000000,164760.210568
46,0.053840,148650.843168,147322.038707,116628.959914,116395.855989,0.000000,164760.210568
47,0.054874,148650.843168,147292.750666,116628.959914,116395.855989,0.000000,164760.210568
48,0.055203,148650.843168,147283.450083,116628.959914,116395.855989,0.000000,164760.210568
49,0.059620,148650.843168,147158.461552,116628.959914,116395.855989,0.000000,164760.210568
