#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
EQ_CALL_SP5,EquityOption,1,0,2018-02-05,ExpectedFlow,135724.9064,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9738764651,132179.2921200495,0.8831293157,116731.4078053172,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
EQ_PUT_SP5,EquityOption,1,0,2018-02-05,ExpectedFlow,-180187.3389,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9738764651,-175480.2086840310,0.8831293157,-154971.7166214926,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_CALL_OPTION,FxOption,1,0,2026-03-01,ExpectedFlow,357016.4869,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.8034382012,286840.6840250695,0.8831293157,253317.4170101918,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,1,0,2018-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2017-03-01,2018-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0072319484,100723.1948447794,1.0000000000,100723.1948447794,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,2,0,2019-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2018-03-01,2019-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0095515318,100955.1531829398,1.0000000000,100955.1531829398,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,3,0,2020-03-02,Interest,100277.7778,EUR,0.0100000000,1.0027777778,2019-03-01,2020-03-02,0.0000,#N/A,#N/A,10000000.0000,1.0101017831,101290.7621348974,1.0000000000,101290.7621348974,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,4,0,2021-03-01,Interest,99722.2222,EUR,0.0100000000,0.9972222222,2020-03-02,2021-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0086798641,100587.7975591300,1.0000000000,100587.7975591300,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,5,0,2022-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2021-03-01,2022-03-01,0.0000,#N/A,#N/A,10000000.0000,1.0036632677,100366.3267650781,1.0000000000,100366.3267650781,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,6,0,2023-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2022-03-01,2023-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9958552418,99585.5241844285,1.0000000000,99585.5241844285,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,7,0,2024-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2023-03-01,2024-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9857584748,98575.8474758564,1.0000000000,98575.8474758564,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,8,0,2025-03-03,Interest,100555.5556,EUR,0.0100000000,1.0055555556,2024-03-01,2025-03-03,0.0000,#N/A,#N/A,10000000.0000,0.9737088366,97911.8330098865,1.0000000000,97911.8330098865,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,9,0,2026-03-02,Interest,99722.2222,EUR,0.0100000000,0.9972222222,2025-03-03,2026-03-02,0.0000,#N/A,#N/A,10000000.0000,0.9599486341,95728.2110142058,1.0000000000,95728.2110142058,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,10,0,2027-03-01,Interest,99722.2222,EUR,0.0100000000,0.9972222222,2026-03-02,2027-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9462894669,94366.0885002179,1.0000000000,94366.0885002179,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,11,0,2028-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2027-03-01,2028-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9326970848,93269.7084792038,1.0000000000,93269.7084792038,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,12,0,2029-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2028-03-01,2029-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9184164072,91841.6407238007,1.0000000000,91841.6407238007,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,13,0,2030-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2029-03-01,2030-03-01,0.0000,#N/A,#N/A,10000000.0000,0.9043543835,90435.4383472786,1.0000000000,90435.4383472786,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,14,0,2031-03-03,Interest,100555.5556,EUR,0.0100000000,1.0055555556,2030-03-01,2031-03-03,0.0000,#N/A,#N/A,10000000.0000,0.8904911902,89543.8363495689,1.0000000000,89543.8363495689,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,15,0,2032-03-01,Interest,99444.4444,EUR,0.0100000000,0.9944444444,2031-03-03,2032-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8779484685,87307.0976967648,1.0000000000,87307.0976967648,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,16,0,2033-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2032-03-01,2033-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8655486815,86554.8681461800,1.0000000000,86554.8681461800,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,17,0,2034-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2033-03-01,2034-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8533240240,85332.4024011528,1.0000000000,85332.4024011528,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,18,0,2035-03-01,Interest,100000.0000,EUR,0.0100000000,1.0000000000,2034-03-01,2035-03-01,0.0000,#N/A,#N/A,10000000.0000,0.8412720226,84127.2022649789,1.0000000000,84127.2022649789,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,19,0,2036-03-03,Interest,100555.5556,EUR,0.0100000000,1.0055555556,2035-03-01,2036-03-03,0.0000,#N/A,#N/A,10000000.0000,0.8293966451,83400.4404267637,1.0000000000,83400.4404267637,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,1,1,2017-09-01,InterestProjected,3540.1701,EUR,-0.0006926420,0.5111111111,2017-03-01,2017-09-01,0.0000,2017-02-27,-0.0006926420,10000000.0000,1.0053139452,3558.9823211558,1.0000000000,3558.9823211558,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,2,1,2018-03-01,InterestProjected,2845.4242,EUR,-0.0005659407,0.5027777778,2017-09-01,2018-03-01,0.0000,2017-08-30,-0.0005659407,10000000.0000,1.0072319484,2866.0021718872,1.0000000000,2866.0021718872,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,3,1,2018-09-03,InterestProjected,-2347.2990,EUR,0.0004543159,0.5166666667,2018-03-01,2018-09-03,0.0000,2018-02-27,0.0004543159,10000000.0000,1.0084549021,-2367.1451946775,1.0000000000,-2367.1451946775,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,4,1,2019-03-01,InterestProjected,-3512.4282,EUR,0.0007064101,0.4972222222,2018-09-03,2019-03-01,0.0000,2018-08-30,0.0007064101,10000000.0000,1.0095515318,-3545.9773018276,1.0000000000,-3545.9773018276,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,5,1,2019-09-02,InterestProjected,-15225.2398,EUR,0.0029627494,0.5138888889,2019-03-01,2019-09-02,0.0000,2019-02-27,0.0029627494,10000000.0000,1.0098809639,-15375.6798337207,1.0000000000,-15375.6798337207,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swaption_CALL,Swaption,6,1,2020-03-02,InterestProjected,-16188.3428,EUR,0.0032020898,0.5055555556,2019-09-02,2020-03-02,0.0000,2019-08-29,0.0032020898,10000000.0000,1.0101017831,-16351.8738767719,1.0000000000,-16351.8738767719,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
