#Portfolio,RiskClass,RiskType,PLDate1,PLDate2,PLAmount
All,All,DeltaGamma,2018-05-30,2018-06-13,-301523.110691
All,All,DeltaGamma,2018-05-31,2018-06-14,372877.848906
All,All,DeltaGamma,2018-06-01,2018-06-15,162819.258228
All,All,DeltaGamma,2018-06-04,2018-06-18,215644.463163
All,All,DeltaGamma,2018-06-05,2018-06-19,350252.940008
All,All,DeltaGamma,2018-06-06,2018-06-20,601879.489657
All,All,DeltaGamma,2018-06-07,2018-06-21,576004.699766
All,All,DeltaGamma,2018-06-08,2018-06-22,365796.915936
All,All,DeltaGamma,2018-06-11,2018-06-25,285734.104739
All,All,DeltaGamma,2018-06-12,2018-06-26,342134.594018
All,All,DeltaGamma,2018-06-13,2018-06-27,690289.290817
All,All,DeltaGamma,2018-06-14,2018-06-28,53368.866204
All,All,DeltaGamma,2018-06-15,2018-06-29,-125855.456689
All,All,DeltaGamma,2018-06-18,2018-07-02,61899.232535
All,All,DeltaGamma,2018-06-19,2018-07-03,-48677.938600
All,All,DeltaGamma,2018-06-20,2018-07-05,-211352.379756
All,All,DeltaGamma,2018-06-21,2018-07-06,-290272.998047
All,All,DeltaGamma,2018-06-22,2018-07-09,-199558.439910
All,All,DeltaGamma,2018-06-25,2018-07-10,-47609.745339
All,All,DeltaGamma,2018-06-26,2018-07-11,-24971.454990
All,All,DeltaGamma,2018-06-27,2018-07-12,-251052.337041
All,All,DeltaGamma,2018-06-28,2018-07-13,-246031.556758
All,All,DeltaGamma,2018-06-29,2018-07-16,-42750.082833
All,All,DeltaGamma,2018-07-02,2018-07-17,-70842.324436
All,All,DeltaGamma,2018-07-03,2018-07-18,14055.124395
All,All,DeltaGamma,2018-07-05,2018-07-19,86280.489326
All,All,DeltaGamma,2018-07-06,2018-07-20,66468.405764
All,All,DeltaGamma,2018-07-09,2018-07-23,180718.628374
All,All,DeltaGamma,2018-07-10,2018-07-24,152705.119299
All,All,DeltaGamma,2018-07-11,2018-07-25,-137514.815516
All,All,DeltaGamma,2018-07-12,2018-07-26,60916.489993
All,All,DeltaGamma,2018-07-13,2018-07-27,45455.850637
All,All,DeltaGamma,2018-07-16,2018-07-30,-14882.372794
All,All,DeltaGamma,2018-07-17,2018-07-31,-84764.043434
All,All,DeltaGamma,2018-07-18,2018-08-01,-65048.705693
All,All,DeltaGamma,2018-07-19,2018-08-02,147921.002904
All,All,DeltaGamma,2018-07-20,2018-08-03,364498.673787
All,All,DeltaGamma,2018-07-23,2018-08-06,345889.212601
All,All,DeltaGamma,2018-07-24,2018-08-07,209012.248913
All,All,DeltaGamma,2018-07-25,2018-08-08,265815.890796
All,All,DeltaGamma,2018-07-26,2018-08-09,281158.208417
All,All,DeltaGamma,2018-07-27,2018-08-10,612994.682217
All,All,DeltaGamma,2018-07-30,2018-08-13,741262.783195
All,All,DeltaGamma,2018-07-31,2018-08-14,884047.735934
All,All,DeltaGamma,2018-08-01,2018-08-15,810772.930905
All,All,DeltaGamma,2018-08-02,2018-08-16,511087.214541
All,All,DeltaGamma,2018-08-03,2018-08-17,315019.525744
All,All,DeltaGamma,2018-08-06,2018-08-20,134423.738632
All,All,DeltaGamma,2018-08-07,2018-08-21,48089.025621
All,All,DeltaGamma,2018-08-08,2018-08-22,34498.971926
All,All,DeltaGamma,2018-08-09,2018-08-23,-57502.646736
All,All,DeltaGamma,2018-08-10,2018-08-24,-551328.503859
All,All,DeltaGamma,2018-08-14,2018-08-28,-916424.386422
All,All,DeltaGamma,2018-08-15,2018-08-29,-965400.870434
All,All,DeltaGamma,2018-08-16,2018-08-30,-803483.559298
All,All,DeltaGamma,2018-08-17,2018-08-31,-459156.658543
All,All,DeltaGamma,2018-08-20,2018-09-04,-251680.743290
All,All,DeltaGamma,2018-08-21,2018-09-05,-155242.146664
All,All,DeltaGamma,2018-08-22,2018-09-06,-84836.684392
All,All,DeltaGamma,2018-08-23,2018-09-07,-32481.644942
All,All,DeltaGamma,2018-08-24,2018-09-10,99731.075910
All,All,DeltaGamma,2018-08-28,2018-09-12,220257.683245
All,All,DeltaGamma,2018-08-29,2018-09-13,121094.227770
All,All,DeltaGamma,2018-08-30,2018-09-14,180143.099965
All,All,DeltaGamma,2018-08-31,2018-09-17,-142600.690982
All,All,DeltaGamma,2018-09-04,2018-09-18,-182246.892395
All,All,DeltaGamma,2018-09-05,2018-09-19,-86455.104553
All,All,DeltaGamma,2018-09-06,2018-09-20,-353195.840706
All,All,DeltaGamma,2018-09-07,2018-09-21,-496306.498501
All,All,DeltaGamma,2018-09-10,2018-09-24,-409100.756030
All,All,DeltaGamma,2018-09-11,2018-09-25,-444626.206969
All,All,DeltaGamma,2018-09-12,2018-09-26,-305920.148348
All,All,DeltaGamma,2018-09-13,2018-09-27,74051.791388
All,All,DeltaGamma,2018-09-14,2018-09-28,23951.002744
All,All,DeltaGamma,2018-09-17,2018-10-01,239053.566454
All,All,DeltaGamma,2018-09-18,2018-10-02,276922.234887
All,All,DeltaGamma,2018-09-19,2018-10-03,498411.579017
All,All,DeltaGamma,2018-09-20,2018-10-04,687908.384558
All,All,DeltaGamma,2018-09-21,2018-10-05,615853.794029
All,All,DeltaGamma,2018-09-24,2018-10-09,697161.235455
All,All,DeltaGamma,2018-09-25,2018-10-10,683137.186981
All,All,DeltaGamma,2018-09-26,2018-10-11,388913.192627
All,All,DeltaGamma,2018-09-27,2018-10-12,213255.466664
All,All,DeltaGamma,2018-09-28,2018-10-15,115761.651320
All,All,DeltaGamma,2018-10-01,2018-10-16,42580.687207
All,All,DeltaGamma,2018-10-02,2018-10-17,126503.560257
All,All,DeltaGamma,2018-10-03,2018-10-18,58218.932207
All,All,DeltaGamma,2018-10-04,2018-10-19,-2377.450064
All,All,DeltaGamma,2018-10-05,2018-10-22,161694.349762
All,All,DeltaGamma,2018-10-09,2018-10-23,51764.894918
All,All,DeltaGamma,2018-10-10,2018-10-24,340961.364254
All,All,DeltaGamma,2018-10-11,2018-10-25,596936.242401
All,All,DeltaGamma,2018-10-12,2018-10-26,434330.842939
All,All,DeltaGamma,2018-10-15,2018-10-29,510608.780583
All,All,DeltaGamma,2018-10-16,2018-10-30,552878.307798
All,All,DeltaGamma,2018-10-17,2018-10-31,497297.458156
All,All,DeltaGamma,2018-10-18,2018-11-01,103922.733008
All,All,DeltaGamma,2018-10-19,2018-11-02,308273.343758
All,All,DeltaGamma,2018-10-22,2018-11-05,141714.515128
All,All,DeltaGamma,2018-10-23,2018-11-06,101352.935376
All,All,DeltaGamma,2018-10-24,2018-11-07,-98771.780148
All,All,DeltaGamma,2018-10-25,2018-11-08,11833.401601
All,All,DeltaGamma,2018-10-26,2018-11-09,176100.875429
All,All,DeltaGamma,2018-10-29,2018-11-13,225983.732231
All,All,DeltaGamma,2018-10-30,2018-11-14,113376.823486
All,All,DeltaGamma,2018-10-31,2018-11-15,-13374.880905
All,All,DeltaGamma,2018-11-01,2018-11-16,-3538.674037
All,All,DeltaGamma,2018-11-02,2018-11-19,-122811.888216
All,All,DeltaGamma,2018-11-05,2018-11-20,138547.218237
All,All,DeltaGamma,2018-11-06,2018-11-21,156179.495843
All,All,DeltaGamma,2018-11-07,2018-11-23,263338.251944
All,All,DeltaGamma,2018-11-08,2018-11-26,140709.125694
All,All,DeltaGamma,2018-11-09,2018-11-27,175968.759843
All,All,DeltaGamma,2018-11-13,2018-11-28,-152112.465870
All,All,DeltaGamma,2018-11-14,2018-11-29,-158550.767745
All,All,DeltaGamma,2018-11-15,2018-11-30,46488.432083
All,All,DeltaGamma,2018-11-16,2018-12-03,189869.325341
All,All,DeltaGamma,2018-11-19,2018-12-04,277569.429373
All,All,DeltaGamma,2018-11-20,2018-12-05,61348.643606
All,All,DeltaGamma,2018-11-21,2018-12-06,52341.422583
All,All,DeltaGamma,2018-11-23,2018-12-07,-70679.955920
All,All,DeltaGamma,2018-11-26,2018-12-10,-60244.694658
All,All,DeltaGamma,2018-11-27,2018-12-11,-48939.774646
All,All,DeltaGamma,2018-11-28,2018-12-12,35617.164708
All,All,DeltaGamma,2018-11-29,2018-12-13,107607.510149
All,All,DeltaGamma,2018-11-30,2018-12-14,65566.154600
All,All,DeltaGamma,2018-12-03,2018-12-17,39787.848116
All,All,DeltaGamma,2018-12-04,2018-12-18,-6802.255798
All,All,DeltaGamma,2018-12-05,2018-12-19,-101797.501096
All,All,DeltaGamma,2018-12-06,2018-12-20,-225813.949091
All,All,DeltaGamma,2018-12-07,2018-12-21,-20907.733548
All,All,DeltaGamma,2018-12-10,2018-12-24,-143026.387245
All,All,DeltaGamma,2018-12-12,2018-12-27,-183035.142357
All,All,DeltaGamma,2018-12-13,2018-12-28,-244732.861716
All,All,DeltaGamma,2018-12-14,2018-12-31,-452686.932889
All,All,DeltaGamma,2018-12-17,2019-01-02,-1400.135213
All,All,DeltaGamma,2018-12-18,2019-01-03,-147941.005208
All,All,DeltaGamma,2018-12-19,2019-01-04,-56363.560031
All,All,DeltaGamma,2018-12-20,2019-01-07,-78434.877409
All,All,DeltaGamma,2018-12-21,2019-01-08,-205585.236641
All,All,DeltaGamma,2018-12-24,2019-01-09,-365425.435360
All,All,DeltaGamma,2018-12-27,2019-01-11,-132122.940029
All,All,DeltaGamma,2018-12-28,2019-01-14,-90618.101377
All,All,DeltaGamma,2018-12-31,2019-01-15,139659.236734
All,All,DeltaGamma,2019-01-02,2019-01-16,-153356.398293
All,All,DeltaGamma,2019-01-03,2019-01-17,29077.950802
All,All,DeltaGamma,2019-01-04,2019-01-18,115948.400473
All,All,DeltaGamma,2019-01-07,2019-01-22,298670.496173
All,All,DeltaGamma,2019-01-08,2019-01-23,162179.244630
All,All,DeltaGamma,2019-01-09,2019-01-24,583402.983111
All,All,DeltaGamma,2019-01-10,2019-01-25,212261.226917
All,All,DeltaGamma,2019-01-11,2019-01-28,65228.658248
All,All,DeltaGamma,2019-01-14,2019-01-29,46626.133623
All,All,DeltaGamma,2019-01-15,2019-01-30,-231101.010896
All,All,DeltaGamma,2019-01-16,2019-01-31,-170185.848841
All,All,DeltaGamma,2019-01-17,2019-02-01,-219307.324538
All,All,DeltaGamma,2019-01-18,2019-02-04,-270866.365399
All,All,DeltaGamma,2019-01-22,2019-02-05,-179793.851426
All,All,DeltaGamma,2019-01-23,2019-02-06,26291.912200
All,All,DeltaGamma,2019-01-24,2019-02-07,-122873.937801
All,All,DeltaGamma,2019-01-25,2019-02-08,181519.580747
All,All,DeltaGamma,2019-01-28,2019-02-11,387874.253821
All,All,DeltaGamma,2019-01-29,2019-02-12,285517.529482
All,All,DeltaGamma,2019-01-30,2019-02-13,585652.318840
All,All,DeltaGamma,2019-01-31,2019-02-14,397921.919830
All,All,DeltaGamma,2019-02-01,2019-02-15,427698.711628
All,All,DeltaGamma,2019-02-04,2019-02-19,272302.221427
All,All,DeltaGamma,2019-02-05,2019-02-20,218929.900124
All,All,DeltaGamma,2019-02-06,2019-02-21,101539.352936
All,All,DeltaGamma,2019-02-07,2019-02-22,31032.892501
All,All,DeltaGamma,2019-02-08,2019-02-25,-50779.563835
All,All,DeltaGamma,2019-02-11,2019-02-26,-291197.820103
All,All,DeltaGamma,2019-02-12,2019-02-27,-83998.581703
All,All,DeltaGamma,2019-02-13,2019-02-28,-273485.043721
All,All,DeltaGamma,2019-02-14,2019-03-01,-211660.820781
All,All,DeltaGamma,2019-02-15,2019-03-04,-118721.006848
All,All,DeltaGamma,2019-02-19,2019-03-05,83802.331243
All,All,DeltaGamma,2019-02-20,2019-03-06,74947.345295
All,All,DeltaGamma,2019-02-21,2019-03-07,350000.274166
All,All,DeltaGamma,2019-02-22,2019-03-08,259086.407747
All,All,DeltaGamma,2019-02-25,2019-03-11,274930.098436
All,All,DeltaGamma,2019-02-26,2019-03-12,278797.310550
All,All,DeltaGamma,2019-02-27,2019-03-13,106620.982249
All,All,DeltaGamma,2019-02-28,2019-03-14,173522.955860
All,All,DeltaGamma,2019-03-01,2019-03-15,148435.787518
All,All,DeltaGamma,2019-03-04,2019-03-18,26593.311356
All,All,DeltaGamma,2019-03-05,2019-03-19,-99441.208380
All,All,DeltaGamma,2019-03-06,2019-03-20,-262523.991184
All,All,DeltaGamma,2019-03-07,2019-03-21,-456040.675529
All,All,DeltaGamma,2019-03-08,2019-03-22,-179560.010410
All,All,DeltaGamma,2019-03-11,2019-03-25,-149573.389340
All,All,DeltaGamma,2019-03-12,2019-03-26,85392.314700
All,All,DeltaGamma,2019-03-13,2019-03-27,247337.868630
All,All,DeltaGamma,2019-03-14,2019-03-28,232638.778385
All,All,DeltaGamma,2019-03-15,2019-03-29,314807.572333
All,All,DeltaGamma,2019-03-18,2019-04-01,344033.565044
All,All,DeltaGamma,2019-03-19,2019-04-02,387894.425858
All,All,DeltaGamma,2019-03-20,2019-04-03,458201.616203
All,All,DeltaGamma,2019-03-21,2019-04-04,387312.171344
All,All,DeltaGamma,2019-03-22,2019-04-05,235879.977715
All,All,DeltaGamma,2019-03-25,2019-04-08,103232.736220
All,All,DeltaGamma,2019-03-26,2019-04-09,-37516.901757
All,All,DeltaGamma,2019-03-27,2019-04-10,-122810.603520
All,All,DeltaGamma,2019-03-28,2019-04-11,-104606.069796
All,All,DeltaGamma,2019-03-29,2019-04-12,-267129.744415
All,All,DeltaGamma,2019-04-01,2019-04-15,-285904.309216
All,All,DeltaGamma,2019-04-02,2019-04-16,-213432.708489
All,All,DeltaGamma,2019-04-03,2019-04-17,-178882.565867
All,All,DeltaGamma,2019-04-04,2019-04-18,-1604.524523
All,All,DeltaGamma,2019-04-09,2019-04-23,96257.373470
All,All,DeltaGamma,2019-04-10,2019-04-24,312306.391349
All,All,DeltaGamma,2019-04-11,2019-04-25,314435.334946
All,All,DeltaGamma,2019-04-12,2019-04-26,405092.185612
All,All,DeltaGamma,2019-04-15,2019-04-29,310428.051598
All,All,DeltaGamma,2019-04-16,2019-04-30,144726.213153
All,All,DeltaGamma,2019-04-17,2019-05-01,237159.701899
All,All,DeltaGamma,2019-04-18,2019-05-02,75158.637755
All,All,DeltaGamma,2019-04-23,2019-05-07,69627.393685
All,All,DeltaGamma,2019-04-24,2019-05-08,-128945.707740
All,All,DeltaGamma,2019-04-25,2019-05-09,-269204.423991
All,All,DeltaGamma,2019-04-26,2019-05-10,-285719.688613
All,All,DeltaGamma,2019-04-29,2019-05-13,-154547.759350
All,All,DeltaGamma,2019-04-30,2019-05-14,-51677.088927
All,All,DeltaGamma,2019-05-01,2019-05-15,-64899.009064
All,All,DeltaGamma,2019-05-02,2019-05-16,-32382.467264
All,All,DeltaGamma,2019-05-03,2019-05-17,83241.813833
All,All,DeltaGamma,2019-05-07,2019-05-21,38326.608467
All,All,DeltaGamma,2019-05-08,2019-05-22,73096.388125
All,All,DeltaGamma,2019-05-09,2019-05-23,73134.328113
All,All,DeltaGamma,2019-05-10,2019-05-24,66018.890526
All,All,DeltaGamma,2019-05-13,2019-05-28,174911.055870
All,All,DeltaGamma,2019-05-14,2019-05-29,234559.516999
All,All,DeltaGamma,2019-05-15,2019-05-30,211236.933959
All,All,DeltaGamma,2019-05-16,2019-05-31,-10430.771830
All,All,DeltaGamma,2019-05-17,2019-06-03,-221235.716488
All,All,DeltaGamma,2019-05-20,2019-06-04,-196761.817455
All,All,DeltaGamma,2019-05-21,2019-06-05,-153130.906943
All,All,DeltaGamma,2019-05-22,2019-06-06,-330066.264528
All,All,DeltaGamma,2019-05-23,2019-06-07,-393414.421412
All,All,DeltaGamma,2019-05-24,2019-06-10,-276120.668960
All,All,DeltaGamma,2019-05-28,2019-06-11,-446490.783400
All,All,DeltaGamma,2019-05-29,2019-06-12,-416852.243885
All,All,DeltaGamma,2019-05-30,2019-06-13,-397446.451210
All,All,DeltaGamma,2019-05-31,2019-06-14,-79448.464763
All,All,DeltaGamma,2019-06-03,2019-06-17,68995.267243
All,All,DeltaGamma,2019-06-04,2019-06-18,153923.559677
All,All,DeltaGamma,2019-06-05,2019-06-19,-12661.110015
All,All,DeltaGamma,2019-06-06,2019-06-20,-31420.155106
All,All,DeltaGamma,2019-06-07,2019-06-21,-83311.301506
All,All,DeltaGamma,2019-06-10,2019-06-24,-217842.759214
All,All,DeltaGamma,2019-06-11,2019-06-25,-94731.184455
All,All,DeltaGamma,2019-06-12,2019-06-26,-218675.680335
All,All,DeltaGamma,2019-06-13,2019-06-27,-239795.364018
All,All,DeltaGamma,2019-06-14,2019-06-28,-420968.429064
All,All,DeltaGamma,2019-06-17,2019-07-01,-191634.335070
All,All,DeltaGamma,2019-06-18,2019-07-02,-266949.294721
All,All,DeltaGamma,2019-06-19,2019-07-03,-150340.887815
All,All,DeltaGamma,2019-06-20,2019-07-05,147139.518038
All,All,DeltaGamma,2019-06-21,2019-07-08,375353.831058
All,All,DeltaGamma,2019-06-24,2019-07-09,476421.382867
All,All,DeltaGamma,2019-06-25,2019-07-10,276296.094592
All,All,DeltaGamma,2019-06-26,2019-07-11,286777.730728
All,All,DeltaGamma,2019-06-27,2019-07-12,239572.940265
All,All,DeltaGamma,2019-06-28,2019-07-15,289380.310321
All,All,DeltaGamma,2019-07-01,2019-07-16,198593.289527
All,All,DeltaGamma,2019-07-02,2019-07-17,194930.264698
All,All,DeltaGamma,2019-07-03,2019-07-18,-3072.589581
All,All,DeltaGamma,2019-07-05,2019-07-19,2007.338868
All,All,DeltaGamma,2019-07-08,2019-07-22,11068.282171
All,All,DeltaGamma,2019-07-09,2019-07-23,152085.358365
All,All,DeltaGamma,2019-07-10,2019-07-24,292311.477527
All,All,DeltaGamma,2019-07-11,2019-07-25,279352.451766
All,All,DeltaGamma,2019-07-12,2019-07-26,367485.979434
All,All,DeltaGamma,2019-07-15,2019-07-29,266105.642520
All,All,DeltaGamma,2019-07-16,2019-07-30,105121.353073
All,All,DeltaGamma,2019-07-17,2019-07-31,350351.287699
All,All,DeltaGamma,2019-07-18,2019-08-01,498853.066322
All,All,DeltaGamma,2019-07-19,2019-08-02,287664.188615
All,All,DeltaGamma,2019-07-22,2019-08-05,811.173874
All,All,DeltaGamma,2019-07-23,2019-08-06,-141992.830393
All,All,DeltaGamma,2019-07-24,2019-08-07,-142906.499485
All,All,DeltaGamma,2019-07-25,2019-08-08,-71049.161006
All,All,DeltaGamma,2019-07-26,2019-08-09,-177448.346727
All,All,DeltaGamma,2019-07-29,2019-08-12,-162512.244137
All,All,DeltaGamma,2019-07-30,2019-08-13,-19182.066982
All,All,DeltaGamma,2019-07-31,2019-08-14,-165620.299368
All,All,DeltaGamma,2019-08-01,2019-08-15,-51489.875011
All,All,DeltaGamma,2019-08-02,2019-08-16,68272.963155
All,All,DeltaGamma,2019-08-05,2019-08-19,342063.793780
All,All,DeltaGamma,2019-08-06,2019-08-20,267566.897599
All,All,DeltaGamma,2019-08-07,2019-08-21,283173.842203
All,All,DeltaGamma,2019-08-08,2019-08-22,233298.759401
All,All,DeltaGamma,2019-08-09,2019-08-23,112533.063509
All,All,DeltaGamma,2019-08-13,2019-08-27,184547.797780
All,All,DeltaGamma,2019-08-14,2019-08-28,130846.432172
All,All,DeltaGamma,2019-08-15,2019-08-29,98741.510955
All,All,DeltaGamma,2019-08-16,2019-08-30,228110.461620
All,All,DeltaGamma,2019-08-19,2019-09-03,238131.122227
All,All,DeltaGamma,2019-08-20,2019-09-04,128326.970153
All,All,DeltaGamma,2019-08-21,2019-09-05,92273.456504
All,All,DeltaGamma,2019-08-22,2019-09-06,117577.524764
All,All,DeltaGamma,2019-08-23,2019-09-09,255799.817911
All,All,DeltaGamma,2019-08-27,2019-09-11,258380.147527
All,All,DeltaGamma,2019-08-28,2019-09-12,86558.838068
All,All,DeltaGamma,2019-08-29,2019-09-13,23553.317002
All,All,DeltaGamma,2019-08-30,2019-09-16,28418.974680
All,All,DeltaGamma,2019-09-03,2019-09-17,-184156.822127
All,All,DeltaGamma,2019-09-04,2019-09-18,102166.142083
All,All,DeltaGamma,2019-09-05,2019-09-19,72326.937408
All,All,DeltaGamma,2019-09-06,2019-09-20,115435.741002
All,All,DeltaGamma,2019-09-09,2019-09-23,232449.967281
All,All,DeltaGamma,2019-09-10,2019-09-24,112424.639280
All,All,DeltaGamma,2019-09-11,2019-09-25,204751.939316
All,All,DeltaGamma,2019-09-12,2019-09-26,410304.772089
All,All,DeltaGamma,2019-09-13,2019-09-27,365485.154106
All,All,DeltaGamma,2019-09-16,2019-09-30,285500.336816
All,All,DeltaGamma,2019-09-17,2019-10-01,372249.609505
All,All,DeltaGamma,2019-09-18,2019-10-02,202056.308217
All,All,DeltaGamma,2019-09-19,2019-10-03,222787.343643
All,All,DeltaGamma,2019-09-20,2019-10-04,132218.524004
All,All,DeltaGamma,2019-09-23,2019-10-07,105856.086602
All,All,DeltaGamma,2019-09-24,2019-10-08,231983.182631
All,All,DeltaGamma,2019-09-25,2019-10-09,-14013.909762
All,All,DeltaGamma,2019-09-26,2019-10-10,-185448.032364
All,All,DeltaGamma,2019-09-27,2019-10-11,-218391.676592
All,All,DeltaGamma,2019-09-30,2019-10-15,-277910.819660
