#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020823,303899.028921,304024.044983,281112.629387,281101.300661,-13135.392431,355985.911170
1,-0.011103,303899.028921,303966.474335,281112.629387,281101.300661,-38424.488717,355985.911170
2,-0.008760,303899.028921,303952.597645,281112.629387,281101.300661,-247553.894562,355985.911170
3,-0.007296,303899.028921,303943.925702,281112.629387,281101.300661,-156168.804516,355985.911170
4,-0.006944,303899.028921,303941.836707,281112.629387,281101.300661,302695.217560,355985.911170
5,-0.006227,303899.028921,303937.589037,281112.629387,281101.300661,270561.520290,355985.911170
6,-0.005844,303899.028921,303935.324442,281112.629387,281101.300661,222031.955319,355985.911170
7,-0.005186,303899.028921,303931.422886,281112.629387,281101.300661,-37527.821931,355985.911170
8,-0.004742,303899.028921,303928.796366,281112.629387,281101.300661,-104182.541310,355985.911170
9,-0.004144,303899.028921,303925.252912,281112.629387,281101.300661,-34152.380990,355985.911170
10,-0.004009,303899.028921,303924.455399,281112.629387,281101.300661,-147164.363184,355985.911170
11,-0.003249,303899.028921,303919.950922,281112.629387,281101.300661,-36129.651045,355985.911170
12,-0.003072,303899.028921,303918.900547,281112.629387,281101.300661,46350.395549,355985.911170
13,-0.002723,303899.028921,303916.833772,281112.629387,281101.300661,-48340.226422,355985.911170
14,-0.002633,303899.028921,303916.303614,281112.629387,281101.300661,-114084.490584,355985.911170
15,-0.002018,303899.028921,303912.657039,281112.629387,281101.300661,10193.547657,355985.911170
16,-0.001981,303899.028921,303912.437460,281112.629387,281101.300661,-200192.169511,355985.911170
17,-0.001874,303899.028921,303911.804519,281112.629387,281101.300661,-52017.318759,355985.911170
18,-0.000319,303899.028921,303902.592753,281112.629387,281101.300661,384841.381727,355985.911170
19,0.000050,303899.028921,303900.409772,281112.629387,281101.300661,37.279654,355985.911170
20,0.000471,303899.028921,303897.912996,281112.629387,281101.300661,170500.538339,355985.911170
21,0.000592,303899.028921,303897.197883,281112.629387,281101.300661,83342.898891,355985.911170
22,0.001023,303899.028921,303894.643311,281112.629387,281101.300661,154970.446610,355985.911170
23,0.001672,303899.028921,303890.801128,281112.629387,281101.300661,-103139.873665,355985.911170
24,0.001676,303899.028921,303890.777357,281112.629387,281101.300661,-5682.670424,355985.911170
25,0.001917,303899.028921,303889.349342,281112.629387,281101.300661,-82061.441082,355985.911170
26,0.001938,303899.028921,303889.226295,281112.629387,281101.300661,-45417.726374,355985.911170
27,0.002074,303899.028921,303888.418853,281112.629387,281101.300661,-61125.778044,355985.911170
28,0.002474,303899.028921,303886.047507,281112.629387,281101.300661,-18142.149443,355985.911170
29,0.002848,303899.028921,303883.831668,281112.629387,281101.300661,-1299.783685,355985.911170
30,0.002856,303899.028921,303883.788187,281112.629387,281101.300661,173414.989323,355985.911170
31,0.002865,303899.028921,303883.736044,281112.629387,281101.300661,125159.046896,355985.911170
32,0.006828,303899.028921,303860.254102,281112.629387,281101.300661,-1344.047236,355985.911170
33,0.007100,303899.028921,303858.645144,281112.629387,281101.300661,29718.243871,355985.911170
34,0.008738,303899.028921,303848.939810,281112.629387,281101.300661,22030.172188,355985.911170
35,0.010393,303899.028921,303839.138427,281112.629387,281101.300661,12951.001215,355985.911170
36,0.010454,303899.028921,303838.777591,281112.629387,281101.300661,92471.764638,355985.911170
37,0.011287,303899.028921,303833.840371,281112.629387,281101.300661,-69504.620877,355985.911170
38,0.011588,303899.028921,303832.056068,281112.629387,281101.300661,-83770.312579,355985.911170
39,0.011612,303899.028921,303831.914916,281112.629387,281101.300661,-64429.603498,355985.911170
40,0.011767,303899.028921,303830.996665,281112.629387,281101.300661,91918.730371,355985.911170
41,0.012304,303899.028921,303827.816796,281112.629387,281101.300661,-222060.225353,355985.911170
42,0.012356,303899.028921,303827.507062,281112.629387,281101.300661,-6699.297529,355985.911170
43,0.013728,303899.028921,303819.381947,281112.629387,281101.300661,-116579.299247,355985.911170
44,0.014273,303899.028921,303816.152215,281112.629387,281101.300661,78742.439749,355985.911170
45,0.016961,303899.028921,303800.225960,281112.629387,281101.300661,52191.437529,355985.911170
46,0.017069,303899.028921,303799.586692,281112.629387,281101.300661,-13374.197835,355985.911170
47,0.017129,303899.028921,303799.229612,281112.629387,281101.300661,93438.994866,355985.911170
48,0.021493,303899.028921,303773.373840,281112.629387,281101.300661,-185707.950294,355985.911170
49,0.024306,303899.028921,303756.707472,281112.629387,281101.300661,-166788.358582,355985.911170
