#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
FX_Forward_2D,FxForward,1,0,2023-02-06,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9996730927,999673.0926885570,1.0844549000,1084100.3837642600,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_Forward_2D,FxForward,1,1,2023-02-06,Notional,-1090000.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9992463821,-1089178.5565340347,1.0000000000,-1089178.5565340347,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_Forward_3D,FxForward,1,0,2023-02-07,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9996214848,999621.4847903342,1.0844549000,1084044.4173261535,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_Forward_3D,FxForward,1,1,2023-02-07,Notional,-1090000.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9991195929,-1089040.3562420630,1.0000000000,-1089040.3562420630,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_Forward_7D,FxForward,1,0,2023-02-09,Notional,1000000.0000,EUR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9995182770,999518.2769864890,1.0844549000,1083932.4931175555,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
FX_Forward_7D,FxForward,1,1,2023-02-09,Notional,-1090000.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9988660626,-1088764.0082624778,1.0000000000,-1088764.0082624778,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,1,0,2023-02-20,Cashflow,22977.2350,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-02-20,#N/A,#N/A,0.9974725276,22919.1606403057,1.0000000000,22919.1606403057,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,2,0,2023-03-20,Cashflow,18653.4812,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-03-20,#N/A,#N/A,0.9938972077,18539.6428451340,1.0000000000,18539.6428451340,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,3,0,2023-04-20,Cashflow,9987.4774,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-04-20,#N/A,#N/A,0.9898650145,9886.2544768661,1.0000000000,9886.2544768661,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,4,0,2023-05-20,Cashflow,4126.3168,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-05-20,#N/A,#N/A,0.9858802577,4068.0542938406,1.0000000000,4068.0542938406,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,5,0,2023-06-20,Cashflow,768.3576,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-06-20,#N/A,#N/A,0.9817263675,754.3169626430,1.0000000000,754.3169626430,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,6,0,2023-07-20,Cashflow,-2456.7150,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-07-20,#N/A,#N/A,0.9777257626,-2401.9935451004,1.0000000000,-2401.9935451004,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,7,0,2023-08-20,Cashflow,-4883.3564,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-08-20,#N/A,#N/A,0.9736341481,-4754.6025795391,1.0000000000,-4754.6025795391,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,8,0,2023-09-20,Cashflow,-6717.7173,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-09-20,#N/A,#N/A,0.9695545568,-6513.1934498393,1.0000000000,-6513.1934498393,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,9,0,2023-10-20,Cashflow,-8422.9849,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-10-20,#N/A,#N/A,0.9656654184,-8133.7852742042,1.0000000000,-8133.7852742042,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,10,0,2023-11-20,Cashflow,-9893.3292,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-11-20,#N/A,#N/A,0.9617410240,-9514.8205588968,1.0000000000,-9514.8205588968,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,11,0,2023-12-20,Cashflow,-10690.6060,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2023-12-20,#N/A,#N/A,0.9580315414,-10241.9377322443,1.0000000000,-10241.9377322443,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SCRIPTED_FX_TARF,FxTaRF,12,0,2024-01-20,Cashflow,-11658.2873,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2024-01-20,#N/A,#N/A,0.9542667568,-11125.1160364287,1.0000000000,-11125.1160364287,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
