#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
Swaption_01_19,Swaption,2036-03-03,20.073770,409213.522933,EUR,409213.522933,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_02_18,Swaption,2036-03-03,20.073770,524344.944312,EUR,524344.944312,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_03_17,Swaption,2036-03-03,20.073770,590351.499090,EUR,590351.499090,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_04_16,Swaption,2036-03-03,20.073770,615477.474118,EUR,615477.474118,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_05_15,Swaption,2036-03-03,20.073770,626569.675882,EUR,626569.675882,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_06_14,Swaption,2036-03-03,20.073770,637411.758750,EUR,637411.758750,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_07_13,Swaption,2036-03-03,20.073770,631893.882086,EUR,631893.882086,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_08_12,Swaption,2036-03-03,20.073770,632969.167411,EUR,632969.167411,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_09_11,Swaption,2036-03-03,20.073770,623756.005194,EUR,623756.005194,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_10_10,Swaption,2036-03-03,20.073770,606396.429657,EUR,606396.429657,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_11_9,Swaption,2036-03-03,20.073770,577039.831014,EUR,577039.831014,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_12_8,Swaption,2036-03-03,20.073770,540324.712582,EUR,540324.712582,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_13_7,Swaption,2036-03-03,20.073770,501325.399706,EUR,501325.399706,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_14_6,Swaption,2036-03-03,20.073770,440561.247702,EUR,440561.247702,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_15_5,Swaption,2036-03-03,20.073770,375618.758316,EUR,375618.758316,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_16_4,Swaption,2036-03-03,20.073770,321026.829072,EUR,321026.829072,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_17_3,Swaption,2036-03-03,20.073770,246998.265500,EUR,246998.265500,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_18_2,Swaption,2036-03-03,20.073770,167799.133371,EUR,167799.133371,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swaption_19_1,Swaption,2036-03-03,20.073770,83445.322711,EUR,83445.322711,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
