#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY,2020-10-05,0.000000,23758.66,0.00,23758.66,-23758.66,23758.66,23758.66
CPTY,2021-01-05,0.251396,1242259.65,718015.50,3877909.45,0.00,1240733.15,1240733.15
CPTY,2021-04-06,0.500711,1654115.93,1082232.11,7172745.31,0.00,1649815.27,1649815.27
CPTY,2021-07-05,0.747286,1810631.35,1251899.60,7782220.13,0.00,1803484.58,1803484.58
CPTY,2021-10-05,0.999341,2331276.09,1859545.15,9200583.20,0.00,2319084.71,2319084.71
CPTY,2022-01-05,1.251396,2674910.99,1922184.05,10898317.13,0.00,2656520.21,2656520.21
CPTY,2022-04-05,1.497971,2627925.56,1844116.46,12296209.38,0.00,2605943.93,2656520.21
CPTY,2022-07-05,1.747286,3208722.83,2423497.73,11429629.38,0.00,3177093.10,3177093.10
CPTY,2022-10-05,1.999341,3374573.57,2491170.27,14096315.63,0.00,3335990.99,3335990.99
CPTY,2023-01-05,2.251396,3634193.20,2734862.10,11091690.63,0.00,3587906.79,3587906.79
CPTY,2023-04-05,2.497971,3678428.12,2860530.15,11307322.13,0.00,3626951.78,3626951.78
CPTY,2023-07-05,2.747286,3662979.28,3027866.08,10957284.19,0.00,3607066.81,3626951.78
CPTY,2023-10-05,2.999341,3641506.57,3176771.05,15369379.75,0.00,3581252.04,3626951.78
CPTY,2024-01-05,3.251366,3789564.50,3065240.34,11598306.50,0.00,3721911.31,3721911.31
CPTY,2024-04-05,3.500000,3653305.46,2982032.34,11080347.44,0.00,3583366.82,3721911.31
CPTY,2024-07-05,3.748634,3829612.67,3447972.20,11872110.63,0.00,3751359.61,3751359.61
CPTY,2024-10-07,4.005464,3976419.83,3686146.14,13216682.13,0.00,3889876.43,3889876.43
CPTY,2025-01-06,4.254136,3839816.36,3511743.96,13587028.94,0.00,3752046.06,3889876.43
CPTY,2025-04-07,4.503451,4109028.12,3770997.61,12838376.63,0.00,4010623.57,4010623.57
CPTY,2025-07-07,4.752766,4312300.35,3894875.76,14182543.69,0.00,4204330.73,4204330.73
CPTY,2025-10-06,5.002081,4423401.60,4000005.59,19206926.94,0.00,4307837.60,4307837.60
CPTY,2026-01-05,5.251396,4322042.37,3585778.83,14127994.59,0.00,4205525.47,4307837.60
CPTY,2026-04-07,5.503451,4580506.79,3813633.03,14538130.13,0.00,4453193.46,4453193.46
CPTY,2026-07-06,5.750026,4613327.36,3918275.79,16808980.13,0.00,4481332.83,4481332.83
CPTY,2026-10-05,5.999341,4785193.08,4008656.46,17667452.38,0.00,4644331.74,4644331.74
CPTY,2027-01-05,6.251396,4710686.85,4275637.42,16608459.00,0.00,4569101.66,4644331.74
CPTY,2027-04-05,6.497971,4955966.83,4653072.02,16404326.73,0.00,4804044.11,4804044.11
CPTY,2027-07-05,6.747286,4995096.12,4568076.94,16223766.38,0.00,4838953.82,4838953.82
CPTY,2027-10-05,6.999341,5473557.41,4729324.28,16091087.39,0.00,5299115.20,5299115.20
CPTY,2028-01-05,7.251366,5169694.50,4658464.26,16090837.05,0.00,5003106.28,5299115.20
CPTY,2028-04-05,7.500000,5119016.21,4331307.01,15619473.50,0.00,4952312.98,5299115.20
CPTY,2028-07-05,7.748634,5184647.48,4312639.23,15694874.06,0.00,5014037.08,5299115.20
CPTY,2028-10-05,8.000000,5119115.88,4448551.80,14681706.25,0.00,4948895.86,5299115.20
CPTY,2029-01-05,8.251396,5024209.16,4429183.12,15668913.44,0.00,4856706.48,5299115.20
CPTY,2029-04-05,8.497971,5041596.07,4415563.13,15931573.94,0.00,4873156.34,5299115.20
CPTY,2029-07-05,8.747286,5122616.82,4765481.43,17645363.03,0.00,4951103.06,5299115.20
CPTY,2029-10-05,8.999341,5211161.73,5306960.66,16741017.38,0.00,5036305.79,5299115.20
CPTY,2030-01-07,9.256876,5187622.21,4972836.82,15934062.09,0.00,5014628.16,5299115.20
CPTY,2030-04-05,9.497971,5190820.07,4890730.66,17956454.38,0.00,5018784.47,5299115.20
CPTY,2030-07-05,9.747286,5205161.56,4756361.47,17143079.87,0.00,5033755.34,5299115.20
CPTY,2030-10-07,10.004821,4942009.83,4680457.17,15728420.13,0.00,4780352.85,5299115.20
CPTY,2031-01-06,10.254136,5040763.73,4896111.15,16363778.63,0.00,4878195.11,5299115.20
CPTY,2031-04-07,10.503451,4926405.00,4720211.41,15574055.56,0.00,4769805.25,5299115.20
