#fixingDate,fixingId,fixingValue
2024-03-12,USD-FedFunds,0.0533000000
2024-03-13,USD-FedFunds,0.0533000000
2024-03-14,USD-FedFunds,0.0533000000
2024-03-15,USD-FedFunds,0.0533000000
2024-03-18,USD-FedFunds,0.0533000000
2024-03-19,USD-FedFunds,0.0533000000
2024-03-20,USD-FedFunds,0.0533000000
2024-03-21,USD-FedFunds,0.0533000000
2024-03-22,USD-FedFunds,0.0533000000
2024-03-25,USD-FedFunds,0.0533000000
2024-03-26,USD-FedFunds,0.0533000000
2024-03-27,USD-FedFunds,0.0533000000
2024-03-28,USD-FedFunds,0.0533000000
2024-03-29,USD-FedFunds,0.0533000000
2024-04-01,USD-FedFunds,0.0533000000
2024-04-02,USD-FedFunds,0.0533000000
2024-04-03,USD-FedFunds,0.0533000000
2024-04-04,USD-FedFunds,0.0533000000
2024-04-05,USD-FedFunds,0.0533000000
2024-04-08,USD-FedFunds,0.0533000000
2024-04-09,USD-FedFunds,0.0533000000
2024-04-10,USD-FedFunds,0.0533000000
2024-04-11,USD-FedFunds,0.0533000000
2024-04-12,USD-FedFunds,0.0533000000
2024-04-15,USD-FedFunds,0.0533000000
2024-04-16,USD-FedFunds,0.0533000000
2024-04-17,USD-FedFunds,0.0533000000
2024-04-18,USD-FedFunds,0.0533000000
2024-04-19,USD-FedFunds,0.0533000000
2024-04-22,USD-FedFunds,0.0533000000
2024-04-23,USD-FedFunds,0.0533000000
2024-04-24,USD-FedFunds,0.0533000000
2024-04-25,USD-FedFunds,0.0533000000
2024-04-26,USD-FedFunds,0.0533000000
2024-04-29,USD-FedFunds,0.0533000000
2024-04-30,USD-FedFunds,0.0533000000
2024-05-01,USD-FedFunds,0.0533000000
2024-05-02,USD-FedFunds,0.0533000000
2024-05-03,USD-FedFunds,0.0533000000
2024-05-06,USD-FedFunds,0.0533000000
2024-05-07,USD-FedFunds,0.0533000000
2024-05-08,USD-FedFunds,0.0533000000
2024-05-09,USD-FedFunds,0.0533000000
2024-05-10,USD-FedFunds,0.0533000000
2024-05-13,USD-FedFunds,0.0533000000
2024-05-14,USD-FedFunds,0.0533000000
2024-05-15,USD-FedFunds,0.0533000000
2024-05-16,USD-FedFunds,0.0533000000
2024-05-17,USD-FedFunds,0.0533000000
2024-05-20,USD-FedFunds,0.0533000000
2024-05-21,USD-FedFunds,0.0533000000
2024-05-22,USD-FedFunds,0.0533000000
2024-05-23,USD-FedFunds,0.0533000000
2024-05-24,USD-FedFunds,0.0533000000
2024-05-27,USD-FedFunds,0.0533000000
2024-05-28,USD-FedFunds,0.0533000000
2024-05-29,USD-FedFunds,0.0533000000
2024-05-30,USD-FedFunds,0.0533000000
2024-05-31,USD-FedFunds,0.0533000000
2024-06-03,USD-FedFunds,0.0533000000
2024-02-05,USD-SOFR,0.0531000000
2024-02-06,USD-SOFR,0.0531000000
2024-02-07,USD-SOFR,0.0531000000
2024-02-08,USD-SOFR,0.0531000000
2024-02-09,USD-SOFR,0.0531000000
2024-02-12,USD-SOFR,0.0531000000
2024-02-13,USD-SOFR,0.0531000000
2024-02-14,USD-SOFR,0.0530000000
2024-02-15,USD-SOFR,0.0531000000
2024-02-16,USD-SOFR,0.0530000000
2024-02-19,USD-SOFR,0.0530000000
2024-02-20,USD-SOFR,0.0530000000
2024-02-21,USD-SOFR,0.0530000000
2024-02-22,USD-SOFR,0.0530000000
2024-02-23,USD-SOFR,0.0531000000
2024-02-26,USD-SOFR,0.0531000000
2024-02-27,USD-SOFR,0.0531000000
2024-02-28,USD-SOFR,0.0531000000
2024-02-29,USD-SOFR,0.0532000000
2024-03-01,USD-SOFR,0.0531000000
2024-03-04,USD-SOFR,0.0531000000
2024-03-05,USD-SOFR,0.0531000000
2024-03-06,USD-SOFR,0.0531000000
2024-03-07,USD-SOFR,0.0531000000
2024-03-08,USD-SOFR,0.0531000000
2024-03-11,USD-SOFR,0.0531000000
2024-03-12,USD-SOFR,0.0531000000
2024-03-13,USD-SOFR,0.0531000000
2024-03-14,USD-SOFR,0.0531000000
2024-03-15,USD-SOFR,0.0531000000
2024-03-18,USD-SOFR,0.0531000000
2024-03-19,USD-SOFR,0.0531000000
2024-03-20,USD-SOFR,0.0531000000
2024-03-21,USD-SOFR,0.0531000000
2024-03-22,USD-SOFR,0.0531000000
2024-03-25,USD-SOFR,0.0531000000
2024-03-26,USD-SOFR,0.0532000000
2024-03-27,USD-SOFR,0.0533000000
2024-03-28,USD-SOFR,0.0534000000
2024-03-29,USD-SOFR,0.0534000000
2024-04-01,USD-SOFR,0.0535000000
2024-04-02,USD-SOFR,0.0534000000
2024-04-03,USD-SOFR,0.0532000000
2024-04-04,USD-SOFR,0.0532000000
2024-04-05,USD-SOFR,0.0532000000
2024-04-08,USD-SOFR,0.0531000000
2024-04-09,USD-SOFR,0.0531000000
2024-04-10,USD-SOFR,0.0531000000
2024-04-11,USD-SOFR,0.0531000000
2024-04-12,USD-SOFR,0.0531000000
2024-04-15,USD-SOFR,0.0532000000
2024-04-16,USD-SOFR,0.0531000000
2024-04-17,USD-SOFR,0.0531000000
2024-04-18,USD-SOFR,0.0530000000
2024-04-19,USD-SOFR,0.0531000000
2024-04-22,USD-SOFR,0.0531000000
2024-04-23,USD-SOFR,0.0531000000
2024-04-24,USD-SOFR,0.0531000000
2024-04-25,USD-SOFR,0.0531000000
2024-04-26,USD-SOFR,0.0532000000
2024-04-29,USD-SOFR,0.0532000000
2024-04-30,USD-SOFR,0.0534000000
2024-05-01,USD-SOFR,0.0532000000
2024-05-02,USD-SOFR,0.0531000000
2024-05-03,USD-SOFR,0.0531000000
2024-05-06,USD-SOFR,0.0531000000
2024-05-07,USD-SOFR,0.0531000000
2024-05-08,USD-SOFR,0.0531000000
2024-05-09,USD-SOFR,0.0531000000
2024-05-10,USD-SOFR,0.0531000000
2024-05-13,USD-SOFR,0.0531000000
2024-05-14,USD-SOFR,0.0531000000
2024-05-15,USD-SOFR,0.0531000000
2024-05-16,USD-SOFR,0.0531000000
2024-05-17,USD-SOFR,0.0531000000
2024-05-20,USD-SOFR,0.0531000000
2024-05-21,USD-SOFR,0.0531000000
2024-05-22,USD-SOFR,0.0531000000
2024-05-23,USD-SOFR,0.0531000000
2024-05-24,USD-SOFR,0.0532000000
2024-05-27,USD-SOFR,0.0532000000
2024-05-28,USD-SOFR,0.0532000000
2024-05-29,USD-SOFR,0.0533000000
2024-05-30,USD-SOFR,0.0533000000
2024-05-31,USD-SOFR,0.0534000000
2024-06-03,USD-SOFR,0.0535000000
2024-06-04,USD-SOFR,0.0535000000
2024-06-05,USD-SOFR,0.0535000000
2024-06-06,USD-SOFR,0.0535000000
2024-06-07,USD-SOFR,0.0535000000
2024-06-10,USD-SOFR,0.0535000000
