#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,134244.75,208819.47,98851.47,-20879.27,106401.07,-22379.72,111230.55,-23340.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134244.75,208819.47,Marginal,2279230.99,2289374.78
Swap_1,CPTY_A,99404.40,178854.60,85051.02,-15286.07,90801.58,-16572.43,94475.75,-17401.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65824.71,123661.72,Marginal,861475.60,866778.88
Swap_3,CPTY_A,70268.55,87535.13,41579.72,-11096.27,44487.29,-11713.47,46328.66,-12102.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42624.32,42061.25,Marginal,1817772.26,1848574.48
Swap_2,CPTY_A,60596.84,100104.42,47200.15,-9491.08,51160.89,-10101.71,53704.78,-10490.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25795.72,43096.50,Marginal,1457674.53,1490108.54
