#NettingSet,TimeStep,Date,Bound,Count
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,1,2025-04-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,2,2025-05-10,2050575.125000,0
CPTY_A,3,2025-06-10,1231158.776243,0
CPTY_A,3,2025-06-10,1263270.361921,0
CPTY_A,3,2025-06-10,1295381.947598,0
CPTY_A,3,2025-06-10,1327493.533276,0
CPTY_A,3,2025-06-10,1359605.118953,0
CPTY_A,3,2025-06-10,1391716.704630,0
CPTY_A,3,2025-06-10,1423828.290308,0
CPTY_A,3,2025-06-10,1455939.875985,0
CPTY_A,3,2025-06-10,1488051.461662,0
CPTY_A,3,2025-06-10,1520163.047340,0
CPTY_A,3,2025-06-10,1552274.633017,0
CPTY_A,3,2025-06-10,1584386.218694,0
CPTY_A,3,2025-06-10,1616497.804372,0
CPTY_A,3,2025-06-10,1648609.390049,0
CPTY_A,3,2025-06-10,1680720.975726,0
CPTY_A,3,2025-06-10,1712832.561404,0
CPTY_A,3,2025-06-10,1744944.147081,0
CPTY_A,3,2025-06-10,1777055.732759,0
CPTY_A,3,2025-06-10,1809167.318436,0
CPTY_A,3,2025-06-10,1841278.904113,1
CPTY_A,3,2025-06-10,1873390.489791,5
CPTY_A,3,2025-06-10,1905502.075468,8
CPTY_A,3,2025-06-10,1937613.661145,5
CPTY_A,3,2025-06-10,1969725.246823,5
CPTY_A,3,2025-06-10,2001836.832500,8
CPTY_A,3,2025-06-10,2033948.418177,4
CPTY_A,3,2025-06-10,2066060.003855,4
CPTY_A,3,2025-06-10,2098171.589532,3
CPTY_A,3,2025-06-10,2130283.175209,2
CPTY_A,3,2025-06-10,2162394.760887,1
CPTY_A,3,2025-06-10,2194506.346564,1
CPTY_A,3,2025-06-10,2226617.932241,0
CPTY_A,3,2025-06-10,2258729.517919,0
CPTY_A,3,2025-06-10,2290841.103596,0
CPTY_A,3,2025-06-10,2322952.689274,1
CPTY_A,3,2025-06-10,2355064.274951,0
CPTY_A,3,2025-06-10,2387175.860628,0
CPTY_A,3,2025-06-10,2419287.446306,0
CPTY_A,3,2025-06-10,2451399.031983,0
CPTY_A,3,2025-06-10,2483510.617660,0
CPTY_A,3,2025-06-10,2515622.203338,1
CPTY_A,3,2025-06-10,2547733.789015,0
CPTY_A,3,2025-06-10,2579845.374692,0
CPTY_A,3,2025-06-10,2611956.960370,0
CPTY_A,3,2025-06-10,2644068.546047,0
CPTY_A,3,2025-06-10,2676180.131724,0
CPTY_A,3,2025-06-10,2708291.717402,0
CPTY_A,3,2025-06-10,2740403.303079,0
CPTY_A,3,2025-06-10,2772514.888757,1
CPTY_A,3,2025-06-10,2804626.474434,0
CPTY_A,4,2025-07-10,1231158.776243,0
CPTY_A,4,2025-07-10,1263270.361921,0
CPTY_A,4,2025-07-10,1295381.947598,0
CPTY_A,4,2025-07-10,1327493.533276,0
CPTY_A,4,2025-07-10,1359605.118953,0
CPTY_A,4,2025-07-10,1391716.704630,0
CPTY_A,4,2025-07-10,1423828.290308,0
CPTY_A,4,2025-07-10,1455939.875985,0
CPTY_A,4,2025-07-10,1488051.461662,0
CPTY_A,4,2025-07-10,1520163.047340,0
CPTY_A,4,2025-07-10,1552274.633017,0
CPTY_A,4,2025-07-10,1584386.218694,0
CPTY_A,4,2025-07-10,1616497.804372,0
CPTY_A,4,2025-07-10,1648609.390049,0
CPTY_A,4,2025-07-10,1680720.975726,0
CPTY_A,4,2025-07-10,1712832.561404,0
CPTY_A,4,2025-07-10,1744944.147081,0
CPTY_A,4,2025-07-10,1777055.732759,0
CPTY_A,4,2025-07-10,1809167.318436,0
CPTY_A,4,2025-07-10,1841278.904113,1
CPTY_A,4,2025-07-10,1873390.489791,5
CPTY_A,4,2025-07-10,1905502.075468,8
CPTY_A,4,2025-07-10,1937613.661145,5
CPTY_A,4,2025-07-10,1969725.246823,5
CPTY_A,4,2025-07-10,2001836.832500,8
CPTY_A,4,2025-07-10,2033948.418177,4
CPTY_A,4,2025-07-10,2066060.003855,4
CPTY_A,4,2025-07-10,2098171.589532,3
CPTY_A,4,2025-07-10,2130283.175209,2
CPTY_A,4,2025-07-10,2162394.760887,1
CPTY_A,4,2025-07-10,2194506.346564,1
CPTY_A,4,2025-07-10,2226617.932241,0
CPTY_A,4,2025-07-10,2258729.517919,0
CPTY_A,4,2025-07-10,2290841.103596,0
CPTY_A,4,2025-07-10,2322952.689274,1
CPTY_A,4,2025-07-10,2355064.274951,0
CPTY_A,4,2025-07-10,2387175.860628,0
CPTY_A,4,2025-07-10,2419287.446306,0
CPTY_A,4,2025-07-10,2451399.031983,0
CPTY_A,4,2025-07-10,2483510.617660,0
CPTY_A,4,2025-07-10,2515622.203338,1
CPTY_A,4,2025-07-10,2547733.789015,0
CPTY_A,4,2025-07-10,2579845.374692,0
CPTY_A,4,2025-07-10,2611956.960370,0
CPTY_A,4,2025-07-10,2644068.546047,0
CPTY_A,4,2025-07-10,2676180.131724,0
CPTY_A,4,2025-07-10,2708291.717402,0
CPTY_A,4,2025-07-10,2740403.303079,0
CPTY_A,4,2025-07-10,2772514.888757,1
CPTY_A,4,2025-07-10,2804626.474434,0
CPTY_A,5,2025-08-10,1231158.776243,0
CPTY_A,5,2025-08-10,1263270.361921,0
CPTY_A,5,2025-08-10,1295381.947598,0
CPTY_A,5,2025-08-10,1327493.533276,0
CPTY_A,5,2025-08-10,1359605.118953,0
CPTY_A,5,2025-08-10,1391716.704630,0
CPTY_A,5,2025-08-10,1423828.290308,0
CPTY_A,5,2025-08-10,1455939.875985,0
CPTY_A,5,2025-08-10,1488051.461662,0
CPTY_A,5,2025-08-10,1520163.047340,0
CPTY_A,5,2025-08-10,1552274.633017,0
CPTY_A,5,2025-08-10,1584386.218694,0
CPTY_A,5,2025-08-10,1616497.804372,0
CPTY_A,5,2025-08-10,1648609.390049,0
CPTY_A,5,2025-08-10,1680720.975726,0
CPTY_A,5,2025-08-10,1712832.561404,0
CPTY_A,5,2025-08-10,1744944.147081,0
CPTY_A,5,2025-08-10,1777055.732759,0
CPTY_A,5,2025-08-10,1809167.318436,0
CPTY_A,5,2025-08-10,1841278.904113,1
CPTY_A,5,2025-08-10,1873390.489791,5
CPTY_A,5,2025-08-10,1905502.075468,8
CPTY_A,5,2025-08-10,1937613.661145,5
CPTY_A,5,2025-08-10,1969725.246823,5
CPTY_A,5,2025-08-10,2001836.832500,8
CPTY_A,5,2025-08-10,2033948.418177,4
CPTY_A,5,2025-08-10,2066060.003855,4
CPTY_A,5,2025-08-10,2098171.589532,3
CPTY_A,5,2025-08-10,2130283.175209,2
CPTY_A,5,2025-08-10,2162394.760887,1
CPTY_A,5,2025-08-10,2194506.346564,1
CPTY_A,5,2025-08-10,2226617.932241,0
CPTY_A,5,2025-08-10,2258729.517919,0
CPTY_A,5,2025-08-10,2290841.103596,0
CPTY_A,5,2025-08-10,2322952.689274,1
CPTY_A,5,2025-08-10,2355064.274951,0
CPTY_A,5,2025-08-10,2387175.860628,0
CPTY_A,5,2025-08-10,2419287.446306,0
CPTY_A,5,2025-08-10,2451399.031983,0
CPTY_A,5,2025-08-10,2483510.617660,0
CPTY_A,5,2025-08-10,2515622.203338,1
CPTY_A,5,2025-08-10,2547733.789015,0
CPTY_A,5,2025-08-10,2579845.374692,0
CPTY_A,5,2025-08-10,2611956.960370,0
CPTY_A,5,2025-08-10,2644068.546047,0
CPTY_A,5,2025-08-10,2676180.131724,0
CPTY_A,5,2025-08-10,2708291.717402,0
CPTY_A,5,2025-08-10,2740403.303079,0
CPTY_A,5,2025-08-10,2772514.888757,1
CPTY_A,5,2025-08-10,2804626.474434,0
CPTY_A,6,2025-09-10,1231158.776243,0
CPTY_A,6,2025-09-10,1263270.361921,0
CPTY_A,6,2025-09-10,1295381.947598,0
CPTY_A,6,2025-09-10,1327493.533276,0
CPTY_A,6,2025-09-10,1359605.118953,0
CPTY_A,6,2025-09-10,1391716.704630,0
CPTY_A,6,2025-09-10,1423828.290308,0
CPTY_A,6,2025-09-10,1455939.875985,0
CPTY_A,6,2025-09-10,1488051.461662,0
CPTY_A,6,2025-09-10,1520163.047340,0
CPTY_A,6,2025-09-10,1552274.633017,0
CPTY_A,6,2025-09-10,1584386.218694,0
CPTY_A,6,2025-09-10,1616497.804372,0
CPTY_A,6,2025-09-10,1648609.390049,0
CPTY_A,6,2025-09-10,1680720.975726,0
CPTY_A,6,2025-09-10,1712832.561404,0
CPTY_A,6,2025-09-10,1744944.147081,0
CPTY_A,6,2025-09-10,1777055.732759,0
CPTY_A,6,2025-09-10,1809167.318436,0
CPTY_A,6,2025-09-10,1841278.904113,1
CPTY_A,6,2025-09-10,1873390.489791,5
CPTY_A,6,2025-09-10,1905502.075468,8
CPTY_A,6,2025-09-10,1937613.661145,5
CPTY_A,6,2025-09-10,1969725.246823,5
CPTY_A,6,2025-09-10,2001836.832500,8
CPTY_A,6,2025-09-10,2033948.418177,4
CPTY_A,6,2025-09-10,2066060.003855,4
CPTY_A,6,2025-09-10,2098171.589532,3
CPTY_A,6,2025-09-10,2130283.175209,2
CPTY_A,6,2025-09-10,2162394.760887,1
CPTY_A,6,2025-09-10,2194506.346564,1
CPTY_A,6,2025-09-10,2226617.932241,0
CPTY_A,6,2025-09-10,2258729.517919,0
CPTY_A,6,2025-09-10,2290841.103596,0
CPTY_A,6,2025-09-10,2322952.689274,1
CPTY_A,6,2025-09-10,2355064.274951,0
CPTY_A,6,2025-09-10,2387175.860628,0
CPTY_A,6,2025-09-10,2419287.446306,0
CPTY_A,6,2025-09-10,2451399.031983,0
CPTY_A,6,2025-09-10,2483510.617660,0
CPTY_A,6,2025-09-10,2515622.203338,1
CPTY_A,6,2025-09-10,2547733.789015,0
CPTY_A,6,2025-09-10,2579845.374692,0
CPTY_A,6,2025-09-10,2611956.960370,0
CPTY_A,6,2025-09-10,2644068.546047,0
CPTY_A,6,2025-09-10,2676180.131724,0
CPTY_A,6,2025-09-10,2708291.717402,0
CPTY_A,6,2025-09-10,2740403.303079,0
CPTY_A,6,2025-09-10,2772514.888757,1
CPTY_A,6,2025-09-10,2804626.474434,0
CPTY_A,7,2025-10-10,1380278.866313,0
CPTY_A,7,2025-10-10,1404698.941050,0
CPTY_A,7,2025-10-10,1429119.015787,0
CPTY_A,7,2025-10-10,1453539.090524,0
CPTY_A,7,2025-10-10,1477959.165261,0
CPTY_A,7,2025-10-10,1502379.239998,0
CPTY_A,7,2025-10-10,1526799.314735,0
CPTY_A,7,2025-10-10,1551219.389472,0
CPTY_A,7,2025-10-10,1575639.464209,0
CPTY_A,7,2025-10-10,1600059.538946,0
CPTY_A,7,2025-10-10,1624479.613683,0
CPTY_A,7,2025-10-10,1648899.688420,0
CPTY_A,7,2025-10-10,1673319.763157,0
CPTY_A,7,2025-10-10,1697739.837894,0
CPTY_A,7,2025-10-10,1722159.912631,1
CPTY_A,7,2025-10-10,1746579.987368,0
CPTY_A,7,2025-10-10,1771000.062104,1
CPTY_A,7,2025-10-10,1795420.136841,0
CPTY_A,7,2025-10-10,1819840.211578,0
CPTY_A,7,2025-10-10,1844260.286315,2
CPTY_A,7,2025-10-10,1868680.361052,4
CPTY_A,7,2025-10-10,1893100.435789,6
CPTY_A,7,2025-10-10,1917520.510526,4
CPTY_A,7,2025-10-10,1941940.585263,7
CPTY_A,7,2025-10-10,1966360.660000,4
CPTY_A,7,2025-10-10,1990780.734737,6
CPTY_A,7,2025-10-10,2015200.809474,4
CPTY_A,7,2025-10-10,2039620.884211,2
CPTY_A,7,2025-10-10,2064040.958948,0
CPTY_A,7,2025-10-10,2088461.033685,0
CPTY_A,7,2025-10-10,2112881.108422,3
CPTY_A,7,2025-10-10,2137301.183159,0
CPTY_A,7,2025-10-10,2161721.257896,2
CPTY_A,7,2025-10-10,2186141.332632,1
CPTY_A,7,2025-10-10,2210561.407369,0
CPTY_A,7,2025-10-10,2234981.482106,1
CPTY_A,7,2025-10-10,2259401.556843,0
CPTY_A,7,2025-10-10,2283821.631580,0
CPTY_A,7,2025-10-10,2308241.706317,1
CPTY_A,7,2025-10-10,2332661.781054,1
CPTY_A,7,2025-10-10,2357081.855791,0
CPTY_A,7,2025-10-10,2381501.930528,0
CPTY_A,7,2025-10-10,2405922.005265,0
CPTY_A,7,2025-10-10,2430342.080002,0
CPTY_A,7,2025-10-10,2454762.154739,0
CPTY_A,7,2025-10-10,2479182.229476,0
CPTY_A,7,2025-10-10,2503602.304213,0
CPTY_A,7,2025-10-10,2528022.378950,0
CPTY_A,7,2025-10-10,2552442.453687,0
CPTY_A,7,2025-10-10,2576862.528424,0
CPTY_A,8,2025-11-10,1380278.866313,0
CPTY_A,8,2025-11-10,1404698.941050,0
CPTY_A,8,2025-11-10,1429119.015787,0
CPTY_A,8,2025-11-10,1453539.090524,0
CPTY_A,8,2025-11-10,1477959.165261,0
CPTY_A,8,2025-11-10,1502379.239998,0
CPTY_A,8,2025-11-10,1526799.314735,0
CPTY_A,8,2025-11-10,1551219.389472,0
CPTY_A,8,2025-11-10,1575639.464209,0
CPTY_A,8,2025-11-10,1600059.538946,0
CPTY_A,8,2025-11-10,1624479.613683,0
CPTY_A,8,2025-11-10,1648899.688420,0
CPTY_A,8,2025-11-10,1673319.763157,0
CPTY_A,8,2025-11-10,1697739.837894,0
CPTY_A,8,2025-11-10,1722159.912631,1
CPTY_A,8,2025-11-10,1746579.987368,0
CPTY_A,8,2025-11-10,1771000.062104,1
CPTY_A,8,2025-11-10,1795420.136841,0
CPTY_A,8,2025-11-10,1819840.211578,0
CPTY_A,8,2025-11-10,1844260.286315,2
CPTY_A,8,2025-11-10,1868680.361052,4
CPTY_A,8,2025-11-10,1893100.435789,6
CPTY_A,8,2025-11-10,1917520.510526,4
CPTY_A,8,2025-11-10,1941940.585263,7
CPTY_A,8,2025-11-10,1966360.660000,4
CPTY_A,8,2025-11-10,1990780.734737,6
CPTY_A,8,2025-11-10,2015200.809474,4
CPTY_A,8,2025-11-10,2039620.884211,2
CPTY_A,8,2025-11-10,2064040.958948,0
CPTY_A,8,2025-11-10,2088461.033685,0
CPTY_A,8,2025-11-10,2112881.108422,3
CPTY_A,8,2025-11-10,2137301.183159,0
CPTY_A,8,2025-11-10,2161721.257896,2
CPTY_A,8,2025-11-10,2186141.332632,1
CPTY_A,8,2025-11-10,2210561.407369,0
CPTY_A,8,2025-11-10,2234981.482106,1
CPTY_A,8,2025-11-10,2259401.556843,0
CPTY_A,8,2025-11-10,2283821.631580,0
CPTY_A,8,2025-11-10,2308241.706317,1
CPTY_A,8,2025-11-10,2332661.781054,1
CPTY_A,8,2025-11-10,2357081.855791,0
CPTY_A,8,2025-11-10,2381501.930528,0
CPTY_A,8,2025-11-10,2405922.005265,0
CPTY_A,8,2025-11-10,2430342.080002,0
CPTY_A,8,2025-11-10,2454762.154739,0
CPTY_A,8,2025-11-10,2479182.229476,0
CPTY_A,8,2025-11-10,2503602.304213,0
CPTY_A,8,2025-11-10,2528022.378950,0
CPTY_A,8,2025-11-10,2552442.453687,0
CPTY_A,8,2025-11-10,2576862.528424,0
CPTY_A,9,2025-12-10,1380278.866313,0
CPTY_A,9,2025-12-10,1404698.941050,0
CPTY_A,9,2025-12-10,1429119.015787,0
CPTY_A,9,2025-12-10,1453539.090524,0
CPTY_A,9,2025-12-10,1477959.165261,0
CPTY_A,9,2025-12-10,1502379.239998,0
CPTY_A,9,2025-12-10,1526799.314735,0
CPTY_A,9,2025-12-10,1551219.389472,0
CPTY_A,9,2025-12-10,1575639.464209,0
CPTY_A,9,2025-12-10,1600059.538946,0
CPTY_A,9,2025-12-10,1624479.613683,0
CPTY_A,9,2025-12-10,1648899.688420,0
CPTY_A,9,2025-12-10,1673319.763157,0
CPTY_A,9,2025-12-10,1697739.837894,0
CPTY_A,9,2025-12-10,1722159.912631,1
CPTY_A,9,2025-12-10,1746579.987368,0
CPTY_A,9,2025-12-10,1771000.062104,1
CPTY_A,9,2025-12-10,1795420.136841,0
CPTY_A,9,2025-12-10,1819840.211578,0
CPTY_A,9,2025-12-10,1844260.286315,2
CPTY_A,9,2025-12-10,1868680.361052,4
CPTY_A,9,2025-12-10,1893100.435789,6
CPTY_A,9,2025-12-10,1917520.510526,4
CPTY_A,9,2025-12-10,1941940.585263,7
CPTY_A,9,2025-12-10,1966360.660000,4
CPTY_A,9,2025-12-10,1990780.734737,6
CPTY_A,9,2025-12-10,2015200.809474,4
CPTY_A,9,2025-12-10,2039620.884211,2
CPTY_A,9,2025-12-10,2064040.958948,0
CPTY_A,9,2025-12-10,2088461.033685,0
CPTY_A,9,2025-12-10,2112881.108422,3
CPTY_A,9,2025-12-10,2137301.183159,0
CPTY_A,9,2025-12-10,2161721.257896,2
CPTY_A,9,2025-12-10,2186141.332632,1
CPTY_A,9,2025-12-10,2210561.407369,0
CPTY_A,9,2025-12-10,2234981.482106,1
CPTY_A,9,2025-12-10,2259401.556843,0
CPTY_A,9,2025-12-10,2283821.631580,0
CPTY_A,9,2025-12-10,2308241.706317,1
CPTY_A,9,2025-12-10,2332661.781054,1
CPTY_A,9,2025-12-10,2357081.855791,0
CPTY_A,9,2025-12-10,2381501.930528,0
CPTY_A,9,2025-12-10,2405922.005265,0
CPTY_A,9,2025-12-10,2430342.080002,0
CPTY_A,9,2025-12-10,2454762.154739,0
CPTY_A,9,2025-12-10,2479182.229476,0
CPTY_A,9,2025-12-10,2503602.304213,0
CPTY_A,9,2025-12-10,2528022.378950,0
CPTY_A,9,2025-12-10,2552442.453687,0
CPTY_A,9,2025-12-10,2576862.528424,0
CPTY_A,10,2026-01-10,1380278.866313,0
CPTY_A,10,2026-01-10,1404698.941050,0
CPTY_A,10,2026-01-10,1429119.015787,0
CPTY_A,10,2026-01-10,1453539.090524,0
CPTY_A,10,2026-01-10,1477959.165261,0
CPTY_A,10,2026-01-10,1502379.239998,0
CPTY_A,10,2026-01-10,1526799.314735,0
CPTY_A,10,2026-01-10,1551219.389472,0
CPTY_A,10,2026-01-10,1575639.464209,0
CPTY_A,10,2026-01-10,1600059.538946,0
CPTY_A,10,2026-01-10,1624479.613683,0
CPTY_A,10,2026-01-10,1648899.688420,0
CPTY_A,10,2026-01-10,1673319.763157,0
CPTY_A,10,2026-01-10,1697739.837894,0
CPTY_A,10,2026-01-10,1722159.912631,1
CPTY_A,10,2026-01-10,1746579.987368,0
CPTY_A,10,2026-01-10,1771000.062104,1
CPTY_A,10,2026-01-10,1795420.136841,0
CPTY_A,10,2026-01-10,1819840.211578,0
CPTY_A,10,2026-01-10,1844260.286315,2
CPTY_A,10,2026-01-10,1868680.361052,4
CPTY_A,10,2026-01-10,1893100.435789,6
CPTY_A,10,2026-01-10,1917520.510526,4
CPTY_A,10,2026-01-10,1941940.585263,7
CPTY_A,10,2026-01-10,1966360.660000,4
CPTY_A,10,2026-01-10,1990780.734737,6
CPTY_A,10,2026-01-10,2015200.809474,4
CPTY_A,10,2026-01-10,2039620.884211,2
CPTY_A,10,2026-01-10,2064040.958948,0
CPTY_A,10,2026-01-10,2088461.033685,0
CPTY_A,10,2026-01-10,2112881.108422,3
CPTY_A,10,2026-01-10,2137301.183159,0
CPTY_A,10,2026-01-10,2161721.257896,2
CPTY_A,10,2026-01-10,2186141.332632,1
CPTY_A,10,2026-01-10,2210561.407369,0
CPTY_A,10,2026-01-10,2234981.482106,1
CPTY_A,10,2026-01-10,2259401.556843,0
CPTY_A,10,2026-01-10,2283821.631580,0
CPTY_A,10,2026-01-10,2308241.706317,1
CPTY_A,10,2026-01-10,2332661.781054,1
CPTY_A,10,2026-01-10,2357081.855791,0
CPTY_A,10,2026-01-10,2381501.930528,0
CPTY_A,10,2026-01-10,2405922.005265,0
CPTY_A,10,2026-01-10,2430342.080002,0
CPTY_A,10,2026-01-10,2454762.154739,0
CPTY_A,10,2026-01-10,2479182.229476,0
CPTY_A,10,2026-01-10,2503602.304213,0
CPTY_A,10,2026-01-10,2528022.378950,0
CPTY_A,10,2026-01-10,2552442.453687,0
CPTY_A,10,2026-01-10,2576862.528424,0
CPTY_A,11,2026-02-10,1050256.178972,0
CPTY_A,11,2026-02-10,1083827.521411,0
CPTY_A,11,2026-02-10,1117398.863850,0
CPTY_A,11,2026-02-10,1150970.206288,0
CPTY_A,11,2026-02-10,1184541.548727,0
CPTY_A,11,2026-02-10,1218112.891166,0
CPTY_A,11,2026-02-10,1251684.233604,0
CPTY_A,11,2026-02-10,1285255.576043,0
