#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2025-03-10,31,2050575.125000,2050575.125000,0.000000,2050575.125000,CPTY_A,0.076712
1,2025-04-10,30,2050575.125000,2050575.125000,0.000000,2050575.125000,CPTY_A,0.161644
2,2025-05-10,31,2050575.125000,2050575.125000,0.000000,2050575.125000,CPTY_A,0.243836
3,2025-06-10,30,2001836.832500,2001836.832500,0.000000,2001836.832500,CPTY_A,0.328767
4,2025-07-10,31,2001836.832500,2001836.832500,0.000000,2001836.832500,CPTY_A,0.410959
5,2025-08-10,31,2001836.832500,2001836.832500,0.000000,2001836.832500,CPTY_A,0.495890
6,2025-09-10,30,2001836.832500,2001836.832500,0.000000,2001836.832500,CPTY_A,0.580822
7,2025-10-10,31,1966360.660000,1966360.660000,0.000000,1966360.660000,CPTY_A,0.663014
8,2025-11-10,30,1966360.660000,1966360.660000,0.000000,1966360.660000,CPTY_A,0.747945
9,2025-12-10,31,1966360.660000,1966360.660000,0.000000,1966360.660000,CPTY_A,0.830137
10,2026-01-10,31,1966360.660000,1966360.660000,0.000000,1966360.660000,CPTY_A,0.915068
11,2026-02-10,28,1855968.397500,1855968.397500,0.000000,1855968.397500,CPTY_A,1.000000
12,2026-03-10,31,1855968.397500,1855968.397500,0.000000,1855968.397500,CPTY_A,1.076712
13,2026-04-10,30,1855968.397500,1855968.397500,0.000000,1855968.397500,CPTY_A,1.161644
14,2026-05-10,31,1855968.397500,1855968.397500,0.000000,1855968.397500,CPTY_A,1.243836
15,2026-06-10,30,1790097.570000,1790097.570000,0.000000,1790097.570000,CPTY_A,1.328767
16,2026-07-10,31,1790097.570000,1790097.570000,0.000000,1790097.570000,CPTY_A,1.410959
17,2026-08-10,31,1790097.570000,1790097.570000,0.000000,1790097.570000,CPTY_A,1.495890
18,2026-09-10,30,1790097.570000,1790097.570000,0.000000,1790097.570000,CPTY_A,1.580822
19,2026-10-10,31,1750604.525000,1750604.525000,0.000000,1750604.525000,CPTY_A,1.663014
20,2026-11-10,30,1750604.525000,1750604.525000,0.000000,1750604.525000,CPTY_A,1.747945
21,2026-12-10,31,1750604.525000,1750604.525000,0.000000,1750604.525000,CPTY_A,1.830137
22,2027-01-10,31,1750604.525000,1750604.525000,0.000000,1750604.525000,CPTY_A,1.915068
