#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,Notional,NotionalCurrency,Notional(Base),NettingSet,CounterParty
BermudanSwaptionCash,Swaption,2034-02-10,9.000000,199700.747710,EUR,199700.747710,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
EuropeanSwaptionCash,Swaption,2030-02-11,5.002740,184681.219851,EUR,184681.219851,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
FXFWD_EURUSD,FxForward,2035-02-13,10.008219,144168.707116,USD,139197.573948,EUR,1000000.00,EUR,1000000.00,CPTY_A,CPTY_A
FX_CALL_OPTION_EURUSD,FxOption,2030-03-10,5.076712,132497.105152,USD,127928.424699,EUR,1035807.00,USD,1000090.97,CPTY_A,CPTY_A
ForwardSwap,Swap,2035-02-12,10.005479,-4038.045889,EUR,-4038.045889,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swap_EUR,Swap,2035-02-12,10.005479,7948.140761,EUR,7948.140761,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swap_Euribor,Swap,2030-02-12,5.005479,63171.656654,EUR,63171.656654,EUR,10000000.00,EUR,10000000.00,CPTY_A,CPTY_A
Swap_SOFR_3M,Swap,2030-02-12,5.005479,9644.901204,USD,9312.331888,EUR,10000000.00,USD,9655186.39,CPTY_A,CPTY_A
Swap_SONIA_3M,Swap,2035-02-12,10.005479,8440.828134,GBP,10103.842886,EUR,10000000.00,GBP,11970203.31,CPTY_A,CPTY_A
Swap_USD,Swap,2035-02-12,10.005479,647.601938,USD,625.271743,EUR,10000000.00,USD,9655186.39,CPTY_A,CPTY_A
