#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FXRate(Local-Base),PresentValue(Base),BaseCurrency,FloorStrike,CapStrike,FloorVolatility,CapVolatility,EffectiveFloorVolatility,EffectiveCapVolatility
CommodityAPO,CommodityAveragePriceOption,1,0,2022-01-07,ExpectedFlow,28268.1030,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9404587186,26584.9839163586,1.0000000000,26584.9839163586,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommodityForward,CommodityForward,1,0,#N/A,Notional (units),-25005000.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2021-12-31,50.0100000000,#N/A,0.9407430987,-23523281.1818371825,1.0000000000,-23523281.1818371825,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommodityForward,CommodityForward,1,1,#N/A,Notional,25005000.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,2021-12-31,50.0100000000,#N/A,0.9407430987,23523281.1818371825,1.0000000000,23523281.1818371825,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommodityOption,CommodityOption,1,0,2021-12-31,ExpectedFlow,2588239.3232,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9407430987,2434868.2809996861,1.0000000000,2434868.2809996861,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,1,0,2016-07-05,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9978544977,136656.1734605999,1.0000000000,136656.1734605999,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,2,0,2016-10-04,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9963934512,136456.0831443474,1.0000000000,136456.0831443474,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,3,0,2017-01-04,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9948736698,136247.9490749068,1.0000000000,136247.9490749068,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,4,0,2017-04-04,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9932583733,136026.7342210469,1.0000000000,136026.7342210469,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,5,0,2017-07-05,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9914922298,135784.8608746916,1.0000000000,135784.8608746916,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,6,0,2017-10-03,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9898566518,135560.8684705867,1.0000000000,135560.8684705867,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,7,0,2018-01-03,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9879069635,135293.8586473695,1.0000000000,135293.8586473695,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,8,0,2018-04-03,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9857842623,135003.1547224175,1.0000000000,135003.1547224175,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,9,0,2018-07-03,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9836915903,134716.5632970154,1.0000000000,134716.5632970154,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CommoditySwap,CommoditySwap,10,0,2018-10-02,Notional,136950.0000,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9816033608,134430.5802621748,1.0000000000,134430.5802621748,USD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
