#NettingSet,Date,Time,CollateralBalance,COLVA Increment,COLVA,CollateralFloor Increment,CollateralFloor
CPTY_A,#N/A,#N/A,#N/A,#N/A,0.0000,#N/A,-352050.0822
CPTY_A,2016-02-19,0.0383,1201370.2621,0.0000,0.0000,-117.2662,-117.2662
CPTY_A,2016-03-04,0.0765,1130773.6137,0.0000,0.0000,-154.2834,-271.5496
CPTY_A,2016-03-18,0.1148,1226788.4322,0.0000,0.0000,-198.1760,-469.7256
CPTY_A,2016-04-01,0.1530,1525850.4526,0.0000,0.0000,-223.6166,-693.3422
CPTY_A,2016-04-15,0.1913,1511366.1800,0.0000,0.0000,-289.6822,-983.0244
CPTY_A,2016-04-29,0.2295,1519091.1601,0.0000,0.0000,-378.5370,-1361.5614
CPTY_A,2016-05-13,0.2678,1278559.1918,0.0000,0.0000,-395.1433,-1756.7047
CPTY_A,2016-05-27,0.3060,1287681.3429,0.0000,0.0000,-432.1438,-2188.8485
CPTY_A,2016-06-10,0.3443,1233491.9575,0.0000,0.0000,-488.0752,-2676.9237
CPTY_A,2016-06-24,0.3825,1248371.0514,0.0000,0.0000,-486.3282,-3163.2519
CPTY_A,2016-07-08,0.4208,1292637.7816,0.0000,0.0000,-536.2222,-3699.4741
CPTY_A,2016-07-22,0.4590,1305876.8437,0.0000,0.0000,-535.5554,-4235.0296
CPTY_A,2016-08-05,0.4973,1156655.7213,0.0000,0.0000,-480.1744,-4715.2040
CPTY_A,2016-08-19,0.5355,1162780.0287,0.0000,0.0000,-467.6925,-5182.8965
CPTY_A,2016-09-02,0.5738,1161275.7831,0.0000,0.0000,-434.1444,-5617.0409
CPTY_A,2016-09-16,0.6120,1120471.9411,0.0000,0.0000,-502.3929,-6119.4339
CPTY_A,2016-09-30,0.6503,1037942.9373,0.0000,0.0000,-430.3121,-6549.7459
CPTY_A,2016-10-14,0.6885,995202.9623,0.0000,0.0000,-508.4441,-7058.1900
CPTY_A,2016-10-28,0.7268,971652.3119,0.0000,0.0000,-557.1453,-7615.3353
CPTY_A,2016-11-14,0.7732,867867.7982,0.0000,0.0000,-807.0561,-8422.3915
CPTY_A,2016-11-25,0.8033,867833.9731,0.0000,0.0000,-497.9415,-8920.3330
CPTY_A,2016-12-09,0.8415,894392.1503,0.0000,0.0000,-704.0354,-9624.3684
CPTY_A,2016-12-23,0.8798,855816.1472,0.0000,0.0000,-768.2865,-10392.6548
CPTY_A,2017-01-06,0.9181,864543.7202,0.0000,0.0000,-871.7243,-11264.3791
CPTY_A,2017-01-20,0.9564,851370.8532,0.0000,0.0000,-823.1394,-12087.5185
CPTY_A,2017-02-03,0.9948,792644.4891,0.0000,0.0000,-898.1641,-12985.6825
CPTY_A,2017-02-17,1.0331,666868.2762,0.0000,0.0000,-833.5720,-13819.2546
CPTY_A,2017-03-03,1.0715,636630.0613,0.0000,0.0000,-920.4610,-14739.7155
CPTY_A,2017-03-17,1.1099,465475.7223,0.0000,0.0000,-1024.6927,-15764.4082
CPTY_A,2017-03-31,1.1482,657180.8484,0.0000,0.0000,-1193.3792,-16957.7874
CPTY_A,2017-04-18,1.1975,621973.7110,0.0000,0.0000,-1582.9052,-18540.6925
CPTY_A,2017-04-28,1.2249,622031.8105,0.0000,0.0000,-861.1477,-19401.8403
CPTY_A,2017-05-12,1.2633,498227.4900,0.0000,0.0000,-1007.1393,-20408.9796
CPTY_A,2017-05-26,1.3016,508386.9101,0.0000,0.0000,-1065.1605,-21474.1401
CPTY_A,2017-06-09,1.3400,521379.9426,0.0000,0.0000,-979.0829,-22453.2230
CPTY_A,2017-06-23,1.3783,599678.6439,0.0000,0.0000,-823.9664,-23277.1895
CPTY_A,2017-07-07,1.4167,607184.2689,0.0000,0.0000,-981.9338,-24259.1232
CPTY_A,2017-07-21,1.4551,592933.2146,0.0000,0.0000,-1101.4001,-25360.5234
CPTY_A,2017-08-04,1.4934,680379.6353,0.0000,0.0000,-1099.5449,-26460.0683
CPTY_A,2017-08-18,1.5318,606429.5754,0.0000,0.0000,-1266.9584,-27727.0267
CPTY_A,2017-09-01,1.5701,535887.3792,0.0000,0.0000,-1412.2947,-29139.3214
CPTY_A,2017-09-15,1.6085,569887.9596,0.0000,0.0000,-1518.1985,-30657.5199
CPTY_A,2017-09-29,1.6468,547120.1600,0.0000,0.0000,-1598.1243,-32255.6442
CPTY_A,2017-10-13,1.6852,605690.5710,0.0000,0.0000,-1768.4572,-34024.1014
CPTY_A,2017-10-27,1.7235,592005.7493,0.0000,0.0000,-1890.0759,-35914.1773
CPTY_A,2017-11-13,1.7701,394342.6817,0.0000,0.0000,-2207.7612,-38121.9385
CPTY_A,2017-11-24,1.8003,394544.8958,0.0000,0.0000,-1371.0360,-39492.9745
CPTY_A,2017-12-08,1.8386,348525.4391,0.0000,0.0000,-1657.3280,-41150.3025
CPTY_A,2017-12-22,1.8770,356949.7281,0.0000,0.0000,-1416.0061,-42566.3086
CPTY_A,2018-01-05,1.9153,227325.4666,0.0000,0.0000,-1513.3336,-44079.6423
CPTY_A,2018-01-19,1.9537,238944.1430,0.0000,0.0000,-1652.7106,-45732.3528
CPTY_A,2018-02-02,1.9920,316659.0411,0.0000,0.0000,-1798.2863,-47530.6391
CPTY_A,2018-02-16,2.0304,211615.8731,0.0000,0.0000,-1941.5492,-49472.1883
CPTY_A,2018-03-02,2.0688,211037.2833,0.0000,0.0000,-1885.0332,-51357.2215
CPTY_A,2018-03-16,2.1071,106273.6167,0.0000,0.0000,-1751.5087,-53108.7302
CPTY_A,2018-04-03,2.1564,242868.7501,0.0000,0.0000,-2441.5380,-55550.2682
CPTY_A,2018-04-13,2.1838,242856.8205,0.0000,0.0000,-1360.2005,-56910.4686
CPTY_A,2018-04-27,2.2222,328955.9843,0.0000,0.0000,-1885.7181,-58796.1868
CPTY_A,2018-05-11,2.2605,221869.1628,0.0000,0.0000,-1607.4443,-60403.6311
CPTY_A,2018-05-25,2.2989,206175.7654,0.0000,0.0000,-1679.1031,-62082.7342
CPTY_A,2018-06-08,2.3372,294556.1919,0.0000,0.0000,-1994.0957,-64076.8299
CPTY_A,2018-06-22,2.3756,379275.3741,0.0000,0.0000,-1956.2996,-66033.1296
CPTY_A,2018-07-06,2.4140,391691.1684,0.0000,0.0000,-2038.1361,-68071.2657
CPTY_A,2018-07-20,2.4523,513221.6658,0.0000,0.0000,-2254.8673,-70326.1330
CPTY_A,2018-08-03,2.4907,462482.3327,0.0000,0.0000,-2248.7316,-72574.8647
CPTY_A,2018-08-17,2.5290,340409.0888,0.0000,0.0000,-2231.9398,-74806.8045
CPTY_A,2018-08-31,2.5674,279893.5902,0.0000,0.0000,-2204.7598,-77011.5643
CPTY_A,2018-09-14,2.6057,344878.2920,0.0000,0.0000,-2284.4337,-79295.9980
CPTY_A,2018-09-28,2.6441,291518.6315,0.0000,0.0000,-2143.9976,-81439.9955
CPTY_A,2018-10-12,2.6825,355912.6942,0.0000,0.0000,-2255.7302,-83695.7258
CPTY_A,2018-10-26,2.7208,379752.9166,0.0000,0.0000,-2184.7331,-85880.4588
CPTY_A,2018-11-09,2.7592,263187.2225,0.0000,0.0000,-2006.0289,-87886.4877
CPTY_A,2018-11-23,2.7975,213354.9268,0.0000,0.0000,-1802.6960,-89689.1837
CPTY_A,2018-12-07,2.8359,143955.6059,0.0000,0.0000,-1676.0350,-91365.2188
CPTY_A,2018-12-21,2.8742,59779.0545,0.0000,0.0000,-1672.6779,-93037.8966
CPTY_A,2019-01-04,2.9126,82773.7789,0.0000,0.0000,-1835.6501,-94873.5468
CPTY_A,2019-01-18,2.9509,74474.3763,0.0000,0.0000,-1552.8220,-96426.3687
CPTY_A,2019-02-01,2.9893,-9439.5525,0.0000,0.0000,-1552.3883,-97978.7571
CPTY_A,2019-02-15,3.0277,-73380.0777,0.0000,0.0000,-1390.7497,-99369.5068
CPTY_A,2019-03-01,3.0660,-119279.6450,0.0000,0.0000,-1263.3445,-100632.8513
CPTY_A,2019-03-15,3.1044,-169493.2534,0.0000,0.0000,-1331.2459,-101964.0971
CPTY_A,2019-03-29,3.1427,-15616.4440,0.0000,0.0000,-1502.4280,-103466.5251
CPTY_A,2019-04-12,3.1811,-2308.7922,0.0000,0.0000,-1451.3042,-104917.8293
CPTY_A,2019-04-26,3.2194,-41423.7364,0.0000,0.0000,-1317.3682,-106235.1975
CPTY_A,2019-05-10,3.2578,23562.0867,0.0000,0.0000,-1330.5013,-107565.6988
CPTY_A,2019-05-24,3.2962,-6604.2303,0.0000,0.0000,-1428.0720,-108993.7708
CPTY_A,2019-06-07,3.3345,-18674.2937,0.0000,0.0000,-1540.2471,-110534.0179
CPTY_A,2019-06-21,3.3729,-14645.1983,0.0000,0.0000,-1646.4819,-112180.4998
CPTY_A,2019-07-05,3.4112,-55725.0655,0.0000,0.0000,-1598.7148,-113779.2147
CPTY_A,2019-07-19,3.4496,-12968.6376,0.0000,0.0000,-1526.6350,-115305.8496
CPTY_A,2019-08-02,3.4879,-53215.5149,0.0000,0.0000,-1761.7637,-117067.6133
CPTY_A,2019-08-16,3.5263,-218565.6260,0.0000,0.0000,-1702.2079,-118769.8212
CPTY_A,2019-08-30,3.5646,-221006.7610,0.0000,0.0000,-1694.7461,-120464.5674
CPTY_A,2019-09-13,3.6030,-229984.4309,0.0000,0.0000,-1760.9577,-122225.5250
CPTY_A,2019-09-27,3.6414,-355617.8202,0.0000,0.0000,-1817.9686,-124043.4936
CPTY_A,2019-10-11,3.6797,-272736.1287,0.0000,0.0000,-1933.4242,-125976.9178
CPTY_A,2019-10-25,3.7181,-303499.5432,0.0000,0.0000,-1832.5092,-127809.4270
CPTY_A,2019-11-08,3.7564,-388829.6063,0.0000,0.0000,-1681.5319,-129490.9589
CPTY_A,2019-11-22,3.7948,-425947.8269,0.0000,0.0000,-1568.7329,-131059.6918
CPTY_A,2019-12-06,3.8331,-562578.4943,0.0000,0.0000,-1540.0080,-132599.6998
CPTY_A,2019-12-20,3.8715,-650690.7915,0.0000,0.0000,-1384.6509,-133984.3507
CPTY_A,2020-01-03,3.9098,-637149.7037,0.0000,0.0000,-1248.6680,-135233.0187
CPTY_A,2020-01-17,3.9481,-586849.2607,0.0000,0.0000,-1352.5166,-136585.5353
CPTY_A,2020-01-31,3.9863,-495073.4666,0.0000,0.0000,-1515.9109,-138101.4461
CPTY_A,2020-02-14,4.0246,-495057.0727,0.0000,0.0000,-1599.9569,-139701.4031
CPTY_A,2020-02-28,4.0628,-544974.6824,0.0000,0.0000,-1550.3950,-141251.7981
CPTY_A,2020-03-13,4.1011,-506331.7238,0.0000,0.0000,-1807.0570,-143058.8551
CPTY_A,2020-03-27,4.1393,-259272.2415,0.0000,0.0000,-1981.5648,-145040.4199
CPTY_A,2020-04-14,4.1885,-184856.1990,0.0000,0.0000,-2414.3644,-147454.7842
CPTY_A,2020-04-24,4.2158,-184895.6798,0.0000,0.0000,-1318.5895,-148773.3738
CPTY_A,2020-05-11,4.2623,-91810.0796,0.0000,0.0000,-2268.4027,-151041.7765
CPTY_A,2020-05-22,4.2923,-91883.3499,0.0000,0.0000,-1511.1411,-152552.9176
CPTY_A,2020-06-05,4.3306,-71749.6111,0.0000,0.0000,-1946.3191,-154499.2368
CPTY_A,2020-06-19,4.3689,-171639.5688,0.0000,0.0000,-1711.6013,-156210.8380
CPTY_A,2020-07-06,4.4153,-222726.7577,0.0000,0.0000,-2257.1894,-158468.0274
CPTY_A,2020-07-17,4.4454,-222698.5934,0.0000,0.0000,-1433.1449,-159901.1723
CPTY_A,2020-07-31,4.4836,-305249.6168,0.0000,0.0000,-1907.4758,-161808.6481
CPTY_A,2020-08-14,4.5219,-260549.1103,0.0000,0.0000,-1812.2286,-163620.8767
CPTY_A,2020-08-28,4.5601,-218634.6707,0.0000,0.0000,-1849.8777,-165470.7544
CPTY_A,2020-09-11,4.5984,-229993.2394,0.0000,0.0000,-1927.7387,-167398.4931
CPTY_A,2020-09-25,4.6366,-299844.3036,0.0000,0.0000,-2027.2124,-169425.7055
CPTY_A,2020-10-09,4.6749,-231523.4717,0.0000,0.0000,-2117.2184,-171542.9239
CPTY_A,2020-10-23,4.7131,-213028.8185,0.0000,0.0000,-2157.1452,-173700.0691
CPTY_A,2020-11-06,4.7514,-273230.5527,0.0000,0.0000,-2039.5871,-175739.6562
CPTY_A,2020-11-20,4.7896,-259365.1785,0.0000,0.0000,-1912.9047,-177652.5609
CPTY_A,2020-12-04,4.8279,-310832.3108,0.0000,0.0000,-1672.0143,-179324.5752
CPTY_A,2020-12-18,4.8661,-382067.9880,0.0000,0.0000,-1749.2391,-181073.8144
CPTY_A,2021-01-04,4.9126,-456435.0772,0.0000,0.0000,-2042.9739,-183116.7883
CPTY_A,2021-01-15,4.9427,-456490.0854,0.0000,0.0000,-1319.1339,-184435.9223
CPTY_A,2021-01-29,4.9811,-432432.6501,0.0000,0.0000,-1771.6163,-186207.5386
CPTY_A,2021-02-12,5.0194,-473586.4772,0.0000,0.0000,-1635.5602,-187843.0988
CPTY_A,2021-02-26,5.0578,-552965.5535,0.0000,0.0000,-1676.5295,-189519.6283
CPTY_A,2021-03-12,5.0962,-513264.2202,0.0000,0.0000,-1886.0764,-191405.7047
CPTY_A,2021-03-26,5.1345,-331693.2619,0.0000,0.0000,-1941.9353,-193347.6401
CPTY_A,2021-04-09,5.1729,-295944.7034,0.0000,0.0000,-1884.7308,-195232.3709
CPTY_A,2021-04-23,5.2112,-256511.7805,0.0000,0.0000,-1864.0927,-197096.4636
CPTY_A,2021-05-07,5.2496,-309282.3867,0.0000,0.0000,-1808.4943,-198904.9579
CPTY_A,2021-05-21,5.2879,-293929.2033,0.0000,0.0000,-1843.0931,-200748.0510
CPTY_A,2021-06-04,5.3263,-374338.2174,0.0000,0.0000,-1835.6488,-202583.6998
CPTY_A,2021-06-18,5.3646,-344816.8484,0.0000,0.0000,-1986.5771,-204570.2769
CPTY_A,2021-07-02,5.4030,-309233.7004,0.0000,0.0000,-1966.5214,-206536.7984
CPTY_A,2021-07-16,5.4414,-283246.1674,0.0000,0.0000,-2111.4707,-208648.2691
CPTY_A,2021-07-30,5.4797,-253555.0629,0.0000,0.0000,-2193.6762,-210841.9453
CPTY_A,2021-08-13,5.5181,-245843.1987,0.0000,0.0000,-2137.1014,-212979.0467
CPTY_A,2021-08-27,5.5564,-218180.3779,0.0000,0.0000,-2222.5541,-215201.6009
CPTY_A,2021-09-10,5.5948,-162905.3463,0.0000,0.0000,-2104.0001,-217305.6009
CPTY_A,2021-09-24,5.6331,-292524.5369,0.0000,0.0000,-1972.8054,-219278.4063
CPTY_A,2021-10-08,5.6715,-314409.7832,0.0000,0.0000,-1963.5399,-221241.9462
CPTY_A,2021-10-22,5.7099,-365598.7089,0.0000,0.0000,-2033.9610,-223275.9072
