#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
no_shift,CPTY_A,2031-02-05,15.000262,422897.70,412565.58,1795083.13,0.00,571619.49,4189166.99,1207749.76,2376646.01
no_shift,CPTY_A,2031-05-06,15.246837,470870.32,322874.00,1837169.53,0.00,639621.05,4189166.99,1198561.85,2405958.51
no_shift,CPTY_A,2031-08-05,15.496152,447537.08,327705.97,1790884.13,0.00,610975.88,4189166.99,1189108.28,2434648.26
no_shift,CPTY_A,2031-11-05,15.748207,358558.63,345415.43,1508796.81,0.00,491985.97,4189166.99,1177950.63,2462729.86
no_shift,CPTY_A,2032-02-05,16.000000,338611.44,352256.81,1458749.80,0.00,466972.88,4189166.99,1166761.93,2489898.89
no_shift,CPTY_A,2032-05-05,16.245902,380438.01,261856.29,1476467.72,0.00,527258.60,4189166.99,1157082.27,2515619.40
no_shift,CPTY_A,2032-08-05,16.497268,358248.69,268442.13,1418808.38,0.00,499024.51,4189166.99,1147055.55,2541118.96
no_shift,CPTY_A,2032-11-05,16.748634,270365.54,285553.75,1147827.58,0.00,378517.61,4189166.99,1135521.21,2565853.13
no_shift,CPTY_A,2033-02-07,17.005741,250486.26,292049.54,1088060.46,0.00,352503.91,4189166.99,1123682.88,2590395.80
no_shift,CPTY_A,2033-05-05,17.244098,289015.27,199915.14,1115123.01,0.00,408675.77,4189166.99,1113799.71,2612494.78
no_shift,CPTY_A,2033-08-05,17.496152,266845.85,205254.36,1052116.25,0.00,379241.67,4189166.99,1103217.44,2635208.79
no_shift,CPTY_A,2033-11-07,17.753687,180615.97,222468.55,797692.59,0.00,258022.17,4189166.99,1090957.08,2657750.44
no_shift,CPTY_A,2034-02-06,18.003002,161265.28,229563.93,738449.57,0.00,231534.32,4189166.99,1079055.34,2678958.30
no_shift,CPTY_A,2034-05-05,18.244098,194758.81,136622.86,746646.04,0.00,280978.79,4189166.99,1068508.75,2698915.72
no_shift,CPTY_A,2034-08-07,18.501632,173118.28,141019.12,685474.51,0.00,251052.55,4189166.99,1057130.13,2719659.34
no_shift,CPTY_A,2034-11-06,18.750947,90670.69,159008.15,434321.15,0.00,132148.50,4189166.99,1044831.45,2739198.11
no_shift,CPTY_A,2035-02-05,19.000262,73812.23,167335.83,383801.59,0.00,108117.81,4189166.99,1032540.21,2758224.11
no_shift,CPTY_A,2035-05-08,19.252317,98876.52,69815.78,378970.53,0.00,145565.89,4189166.99,1020927.79,2776958.27
no_shift,CPTY_A,2035-08-06,19.498892,77619.85,73682.25,321159.73,0.00,114838.88,4189166.99,1009469.74,2794816.51
no_shift,CPTY_A,2035-11-05,19.748207,9235.49,104518.09,67489.06,0.00,13732.50,4189166.99,996898.86,2812419.76
no_shift,CPTY_A,2036-02-05,20.000000,3002.07,122449.40,20517.14,0.00,4486.51,4189166.99,984404.75,2829752.51
no_shift,CPTY_A,2036-05-06,20.248634,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
no_shift,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,4189166.99,0.00,0.00
