#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,254862.174389,113468.926250,89211.924690,104782.328765,131271.222770,121563.922812
1,-0.020322,216267.942447,113386.682907,89211.924690,104782.328765,-19842.800820,121563.922812
2,-0.016131,193016.298135,113337.174765,89211.924690,104782.328765,21811.445542,121563.922812
3,-0.015567,189885.061791,113330.510706,89211.924690,104782.328765,-167564.278253,121563.922812
4,-0.015048,187005.384408,113324.382766,89211.924690,104782.328765,-7546.614136,121563.922812
5,-0.011695,168382.425487,113284.772651,89211.924690,104782.328765,19468.838440,121563.922812
6,-0.011242,165865.386244,113279.421975,89211.924690,104782.328765,69696.620716,121563.922812
7,-0.010983,164424.252857,113276.358796,89211.924690,104782.328765,7615.155365,121563.922812
8,-0.010212,160141.695575,113267.257684,89211.924690,104782.328765,-114505.584074,121563.922812
9,-0.010068,159343.721922,113265.562140,89211.924690,104782.328765,-11497.214717,121563.922812
10,-0.009650,157016.100970,113260.616903,89211.924690,104782.328765,52478.557414,121563.922812
11,-0.009296,155048.071009,113256.436271,89211.924690,104782.328765,-48174.907835,121563.922812
12,-0.007999,147832.667584,113241.114031,89211.924690,104782.328765,16813.507228,121563.922812
13,-0.006051,136990.615488,113218.108113,89211.924690,104782.328765,71631.681684,121563.922812
14,-0.005364,133162.123001,113209.990252,89211.924690,104782.328765,-89864.139887,121563.922812
15,-0.004514,128427.275282,113199.955435,89211.924690,104782.328765,-3860.294944,121563.922812
16,-0.004056,125872.384407,113194.543143,89211.924690,104782.328765,-82588.602037,121563.922812
17,-0.002436,116833.470361,113175.410556,89211.924690,104782.328765,-19010.807111,121563.922812
18,-0.001153,109665.297332,113160.257766,89211.924690,104782.328765,23696.299036,121563.922812
19,-0.001131,109540.178623,113159.993458,89211.924690,104782.328765,-16464.936291,121563.922812
20,0.001652,93952.821188,113127.125427,89211.924690,104782.328765,-6844.241821,121563.922812
21,0.001961,92217.416439,113123.474751,89211.924690,104782.328765,72810.159501,121563.922812
22,0.002478,89316.674847,113117.377338,89211.924690,104782.328765,7544.596939,121563.922812
23,0.002484,89279.120632,113117.298439,89211.924690,104782.328765,29251.101897,121563.922812
24,0.002703,88047.529578,113114.711547,89211.924690,104782.328765,42477.536858,121563.922812
25,0.003141,85584.594946,113109.541937,89211.924690,104782.328765,-76594.383940,121563.922812
26,0.003242,85017.656131,113108.352676,89211.924690,104782.328765,-1581.125501,121563.922812
27,0.003282,84791.591752,113107.878541,89211.924690,104782.328765,-21097.802262,121563.922812
28,0.003908,81265.305677,113100.488779,89211.924690,104782.328765,40445.986614,121563.922812
29,0.004155,79867.462228,113097.562778,89211.924690,104782.328765,72088.432939,121563.922812
30,0.004285,79138.183957,113096.037042,89211.924690,104782.328765,20614.391050,121563.922812
31,0.004435,78290.837371,113094.265013,89211.924690,104782.328765,-18468.577374,121563.922812
32,0.006211,68224.855015,113073.283139,89211.924690,104782.328765,-40130.395851,121563.922812
33,0.009343,50251.695259,113036.302532,89211.924690,104782.328765,37919.652559,121563.922812
34,0.009736,47960.185385,113031.657868,89211.924690,104782.328765,224.766455,121563.922812
35,0.010471,43647.699634,113022.981605,89211.924690,104782.328765,-30988.195391,121563.922812
36,0.014849,15346.718794,112971.279235,89211.924690,104782.328765,11087.263652,121563.922812
37,0.015288,11520.211651,112966.091220,89211.924690,104782.328765,3432.271594,121563.922812
38,0.015393,10479.693398,112964.847504,89211.924690,104782.328765,-14634.780074,121563.922812
39,0.015827,4768.543454,112959.727862,89211.924690,104782.328765,-12196.829433,121563.922812
40,0.017518,0.000000,112939.764132,89211.924690,104782.328765,-2217.444026,121563.922812
41,0.017922,0.000000,112934.988079,89211.924690,104782.328765,-10169.071350,121563.922812
42,0.020408,0.000000,112905.631496,89211.924690,104782.328765,1116.391466,121563.922812
43,0.021799,0.000000,112889.202579,89211.924690,104782.328765,-4300.897458,121563.922812
44,0.021978,5084.484860,112887.098787,89211.924690,104782.328765,15011.289736,121563.922812
45,0.022093,6935.097367,112885.731941,89211.924690,104782.328765,6591.868639,121563.922812
46,0.023902,22409.532865,112864.372075,89211.924690,104782.328765,2968.029612,121563.922812
47,0.024601,27042.002696,112856.118457,89211.924690,104782.328765,-8830.065359,121563.922812
48,0.027691,45846.063518,112819.637000,89211.924690,104782.328765,-72.332939,121563.922812
49,0.033900,81376.215410,112746.326300,89211.924690,104782.328765,-341.164636,121563.922812
