#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020875,148695.047975,149483.524399,116662.359312,116429.175158,-16047.961995,164814.147964
1,-0.019632,148695.047975,149448.234902,116662.359312,116429.175158,210068.164084,164814.147964
2,-0.006959,148695.047975,149088.735401,116662.359312,116429.175158,-31086.935579,164814.147964
3,-0.002292,148695.047975,148956.358961,116662.359312,116429.175158,-161340.699321,164814.147964
4,-0.002072,148695.047975,148950.114907,116662.359312,116429.175158,19228.815314,164814.147964
5,-0.000560,148695.047975,148907.247876,116662.359312,116429.175158,100838.257062,164814.147964
6,0.000986,148695.047975,148863.408368,116662.359312,116429.175158,-30691.678243,164814.147964
7,0.002636,148695.047975,148816.592459,116662.359312,116429.175158,125154.380388,164814.147964
8,0.003526,148695.047975,148791.369550,116662.359312,116429.175158,10057.046101,164814.147964
9,0.003935,148695.047975,148779.778493,116662.359312,116429.175158,-179145.992297,164814.147964
10,0.004682,148695.047975,148758.586224,116662.359312,116429.175158,-158587.276669,164814.147964
11,0.007155,148695.047975,148688.448310,116662.359312,116429.175158,-130279.520082,164814.147964
12,0.007163,148695.047975,148688.227203,116662.359312,116429.175158,-40912.175762,164814.147964
13,0.009998,148695.047975,148607.844950,116662.359312,116429.175158,0.000000,164814.147964
14,0.012883,148695.047975,148526.052711,116662.359312,116429.175158,0.000000,164814.147964
15,0.014368,148695.047975,148483.941460,116662.359312,116429.175158,0.000000,164814.147964
16,0.014460,148695.047975,148481.341158,116662.359312,116429.175158,-18677.747315,164814.147964
17,0.014991,148695.047975,148466.288217,116662.359312,116429.175158,0.000000,164814.147964
18,0.015636,148695.047975,148447.995531,116662.359312,116429.175158,-60862.674177,164814.147964
19,0.017260,148695.047975,148401.968301,116662.359312,116429.175158,0.000000,164814.147964
20,0.017377,148695.047975,148398.638596,116662.359312,116429.175158,0.000000,164814.147964
21,0.019486,148695.047975,148338.857220,116662.359312,116429.175158,0.000000,164814.147964
22,0.019882,148695.047975,148327.617336,116662.359312,116429.175158,160322.044564,164814.147964
23,0.021581,148695.047975,148279.482167,116662.359312,116429.175158,0.000000,164814.147964
24,0.022513,148695.047975,148253.060728,116662.359312,116429.175158,0.000000,164814.147964
25,0.023415,148695.047975,148227.479069,116662.359312,116429.175158,0.000000,164814.147964
26,0.025766,148695.047975,148160.836885,116662.359312,116429.175158,0.000000,164814.147964
27,0.026562,148695.047975,148138.298058,116662.359312,116429.175158,0.000000,164814.147964
28,0.027356,148695.047975,148115.775705,116662.359312,116429.175158,0.000000,164814.147964
29,0.029259,148695.047975,148061.859325,116662.359312,116429.175158,0.000000,164814.147964
30,0.030915,148695.047975,148014.916618,116662.359312,116429.175158,0.000000,164814.147964
31,0.034828,148695.047975,147904.028218,116662.359312,116429.175158,0.000000,164814.147964
32,0.035100,148695.047975,147896.329760,116662.359312,116429.175158,0.000000,164814.147964
33,0.036059,148695.047975,147869.146728,116662.359312,116429.175158,0.000000,164814.147964
34,0.037047,148695.047975,147841.145643,116662.359312,116429.175158,0.000000,164814.147964
35,0.037640,148695.047975,147824.338512,116662.359312,116429.175158,0.000000,164814.147964
36,0.039735,148695.047975,147765.001987,116662.359312,116429.175158,0.000000,164814.147964
37,0.040831,148695.047975,147733.928863,116662.359312,116429.175158,0.000000,164814.147964
38,0.043389,148695.047975,147661.470440,116662.359312,116429.175158,0.000000,164814.147964
39,0.043528,148695.047975,147657.518558,116662.359312,116429.175158,0.000000,164814.147964
40,0.043571,148695.047975,147656.306714,116662.359312,116429.175158,0.000000,164814.147964
41,0.047453,148695.047975,147546.330427,116662.359312,116429.175158,0.000000,164814.147964
42,0.048695,148695.047975,147511.159078,116662.359312,116429.175158,0.000000,164814.147964
43,0.050198,148695.047975,147468.578022,116662.359312,116429.175158,0.000000,164814.147964
44,0.051045,148695.047975,147444.576674,116662.359312,116429.175158,0.000000,164814.147964
45,0.053632,148695.047975,147371.321915,116662.359312,116429.175158,0.000000,164814.147964
46,0.053853,148695.047975,147365.046798,116662.359312,116429.175158,0.000000,164814.147964
47,0.054894,148695.047975,147335.563076,116662.359312,116429.175158,0.000000,164814.147964
48,0.055219,148695.047975,147326.371718,116662.359312,116429.175158,0.000000,164814.147964
49,0.059645,148695.047975,147201.025185,116662.359312,116429.175158,0.000000,164814.147964
