#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.027284,113174.752118,113468.926250,104805.657633,104782.328765,131271.222770,121563.922812
1,-0.020322,113174.752118,113386.682907,104805.657633,104782.328765,-19842.800820,121563.922812
2,-0.016131,113174.752118,113337.174765,104805.657633,104782.328765,21811.445542,121563.922812
3,-0.015567,113174.752118,113330.510706,104805.657633,104782.328765,-167564.278253,121563.922812
4,-0.015048,113174.752118,113324.382766,104805.657633,104782.328765,-7546.614136,121563.922812
5,-0.011695,113174.752118,113284.772651,104805.657633,104782.328765,19468.838440,121563.922812
6,-0.011242,113174.752118,113279.421975,104805.657633,104782.328765,69696.620716,121563.922812
7,-0.010983,113174.752118,113276.358796,104805.657633,104782.328765,7615.155365,121563.922812
8,-0.010212,113174.752118,113267.257684,104805.657633,104782.328765,-114505.584074,121563.922812
9,-0.010068,113174.752118,113265.562140,104805.657633,104782.328765,-11497.214717,121563.922812
10,-0.009650,113174.752118,113260.616903,104805.657633,104782.328765,52478.557414,121563.922812
11,-0.009296,113174.752118,113256.436271,104805.657633,104782.328765,-48174.907835,121563.922812
12,-0.007999,113174.752118,113241.114031,104805.657633,104782.328765,16813.507228,121563.922812
13,-0.006051,113174.752118,113218.108113,104805.657633,104782.328765,71631.681684,121563.922812
14,-0.005364,113174.752118,113209.990252,104805.657633,104782.328765,-89864.139887,121563.922812
15,-0.004514,113174.752118,113199.955435,104805.657633,104782.328765,-3860.294944,121563.922812
16,-0.004056,113174.752118,113194.543143,104805.657633,104782.328765,-82588.602037,121563.922812
17,-0.002436,113174.752118,113175.410556,104805.657633,104782.328765,-19010.807111,121563.922812
18,-0.001153,113174.752118,113160.257766,104805.657633,104782.328765,23696.299036,121563.922812
19,-0.001131,113174.752118,113159.993458,104805.657633,104782.328765,-16464.936291,121563.922812
20,0.001652,113174.752118,113127.125427,104805.657633,104782.328765,-6844.241821,121563.922812
21,0.001961,113174.752118,113123.474751,104805.657633,104782.328765,72810.159501,121563.922812
22,0.002478,113174.752118,113117.377338,104805.657633,104782.328765,7544.596939,121563.922812
23,0.002484,113174.752118,113117.298439,104805.657633,104782.328765,29251.101897,121563.922812
24,0.002703,113174.752118,113114.711547,104805.657633,104782.328765,42477.536858,121563.922812
25,0.003141,113174.752118,113109.541937,104805.657633,104782.328765,-76594.383940,121563.922812
26,0.003242,113174.752118,113108.352676,104805.657633,104782.328765,-1581.125501,121563.922812
27,0.003282,113174.752118,113107.878541,104805.657633,104782.328765,-21097.802262,121563.922812
28,0.003908,113174.752118,113100.488779,104805.657633,104782.328765,40445.986614,121563.922812
29,0.004155,113174.752118,113097.562778,104805.657633,104782.328765,72088.432939,121563.922812
30,0.004285,113174.752118,113096.037042,104805.657633,104782.328765,20614.391050,121563.922812
31,0.004435,113174.752118,113094.265013,104805.657633,104782.328765,-18468.577374,121563.922812
32,0.006211,113174.752118,113073.283139,104805.657633,104782.328765,-40130.395851,121563.922812
33,0.009343,113174.752118,113036.302532,104805.657633,104782.328765,37919.652559,121563.922812
34,0.009736,113174.752118,113031.657868,104805.657633,104782.328765,224.766455,121563.922812
35,0.010471,113174.752118,113022.981605,104805.657633,104782.328765,-30988.195391,121563.922812
36,0.014849,113174.752118,112971.279235,104805.657633,104782.328765,11087.263652,121563.922812
37,0.015288,113174.752118,112966.091220,104805.657633,104782.328765,3432.271594,121563.922812
38,0.015393,113174.752118,112964.847504,104805.657633,104782.328765,-14634.780074,121563.922812
39,0.015827,113174.752118,112959.727862,104805.657633,104782.328765,-12196.829433,121563.922812
40,0.017518,113174.752118,112939.764132,104805.657633,104782.328765,-2217.444026,121563.922812
41,0.017922,113174.752118,112934.988079,104805.657633,104782.328765,-10169.071350,121563.922812
42,0.020408,113174.752118,112905.631496,104805.657633,104782.328765,1116.391466,121563.922812
43,0.021799,113174.752118,112889.202579,104805.657633,104782.328765,-4300.897458,121563.922812
44,0.021978,113174.752118,112887.098787,104805.657633,104782.328765,15011.289736,121563.922812
45,0.022093,113174.752118,112885.731941,104805.657633,104782.328765,6591.868639,121563.922812
46,0.023902,113174.752118,112864.372075,104805.657633,104782.328765,2968.029612,121563.922812
47,0.024601,113174.752118,112856.118457,104805.657633,104782.328765,-8830.065359,121563.922812
48,0.027691,113174.752118,112819.637000,104805.657633,104782.328765,-72.332939,121563.922812
49,0.033900,113174.752118,112746.326300,104805.657633,104782.328765,-341.164636,121563.922812
