#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.020875,283445.624746,149483.524399,120460.700762,116429.175158,-16047.961995,164814.147964
1,-0.019632,280594.064885,149448.234902,120460.700762,116429.175158,210068.164084,164814.147964
2,-0.006959,249691.081593,149088.735401,120460.700762,116429.175158,-31086.935579,164814.147964
3,-0.002292,237297.820731,148956.358961,120460.700762,116429.175158,-161340.699321,164814.147964
4,-0.002072,236697.186032,148950.114907,120460.700762,116429.175158,19228.815314,164814.147964
5,-0.000560,232531.709714,148907.247876,120460.700762,116429.175158,100838.257062,164814.147964
6,0.000986,228192.954656,148863.408368,120460.700762,116429.175158,-30691.678243,164814.147964
7,0.002636,223466.461977,148816.592459,120460.700762,116429.175158,125154.380388,164814.147964
8,0.003526,220877.983755,148791.369550,120460.700762,116429.175158,10057.046101,164814.147964
9,0.003935,219678.215807,148779.778493,120460.700762,116429.175158,-179145.992297,164814.147964
10,0.004682,217467.502291,148758.586224,120460.700762,116429.175158,-158587.276669,164814.147964
11,0.007155,209984.731062,148688.448310,120460.700762,116429.175158,-130279.520082,164814.147964
12,0.007163,209960.719610,148688.227203,120460.700762,116429.175158,-40912.175762,164814.147964
13,0.009998,201041.228292,148607.844950,120460.700762,116429.175158,0.000000,164814.147964
14,0.012883,191538.758199,148526.052711,120460.700762,116429.175158,0.000000,164814.147964
15,0.014368,186457.332999,148483.941460,120460.700762,116429.175158,0.000000,164814.147964
16,0.014460,186139.010018,148481.341158,120460.700762,116429.175158,-18677.747315,164814.147964
17,0.014991,184285.445965,148466.288217,120460.700762,116429.175158,0.000000,164814.147964
18,0.015636,182007.513755,148447.995531,120460.700762,116429.175158,-60862.674177,164814.147964
19,0.017260,176145.460085,148401.968301,120460.700762,116429.175158,0.000000,164814.147964
20,0.017377,175713.792655,148398.638596,120460.700762,116429.175158,0.000000,164814.147964
21,0.019486,167774.573972,148338.857220,120460.700762,116429.175158,0.000000,164814.147964
22,0.019882,166239.483790,148327.617336,120460.700762,116429.175158,160322.044564,164814.147964
23,0.021581,159498.207137,148279.482167,120460.700762,116429.175158,0.000000,164814.147964
24,0.022513,155673.746299,148253.060728,120460.700762,116429.175158,0.000000,164814.147964
25,0.023415,151879.024626,148227.479069,120460.700762,116429.175158,0.000000,164814.147964
26,0.025766,141516.053593,148160.836885,120460.700762,116429.175158,0.000000,164814.147964
27,0.026562,137834.886104,148138.298058,120460.700762,116429.175158,0.000000,164814.147964
28,0.027356,134055.399035,148115.775705,120460.700762,116429.175158,0.000000,164814.147964
29,0.029259,124542.275467,148061.859325,120460.700762,116429.175158,0.000000,164814.147964
30,0.030915,115623.549494,148014.916618,120460.700762,116429.175158,0.000000,164814.147964
31,0.034828,91151.928901,147904.028218,120460.700762,116429.175158,0.000000,164814.147964
32,0.035100,89204.007467,147896.329760,120460.700762,116429.175158,0.000000,164814.147964
33,0.036059,81956.318736,147869.146728,120460.700762,116429.175158,0.000000,164814.147964
34,0.037047,73749.291577,147841.145643,120460.700762,116429.175158,0.000000,164814.147964
35,0.037640,68351.438041,147824.338512,120460.700762,116429.175158,0.000000,164814.147964
36,0.039735,44315.290717,147765.001987,120460.700762,116429.175158,0.000000,164814.147964
37,0.040831,23358.817458,147733.928863,120460.700762,116429.175158,0.000000,164814.147964
38,0.043389,0.000000,147661.470440,120460.700762,116429.175158,0.000000,164814.147964
39,0.043528,0.000000,147657.518558,120460.700762,116429.175158,0.000000,164814.147964
40,0.043571,0.000000,147656.306714,120460.700762,116429.175158,0.000000,164814.147964
41,0.047453,0.000000,147546.330427,120460.700762,116429.175158,0.000000,164814.147964
42,0.048695,0.000000,147511.159078,120460.700762,116429.175158,0.000000,164814.147964
43,0.050198,0.000000,147468.578022,120460.700762,116429.175158,0.000000,164814.147964
44,0.051045,0.000000,147444.576674,120460.700762,116429.175158,0.000000,164814.147964
45,0.053632,0.000000,147371.321915,120460.700762,116429.175158,0.000000,164814.147964
46,0.053853,0.000000,147365.046798,120460.700762,116429.175158,0.000000,164814.147964
47,0.054894,0.000000,147335.563076,120460.700762,116429.175158,0.000000,164814.147964
48,0.055219,0.000000,147326.371718,120460.700762,116429.175158,0.000000,164814.147964
49,0.059645,0.000000,147201.025185,120460.700762,116429.175158,0.000000,164814.147964
