#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,-0.033718,117450.774916,0.000000,108779.880668,108778.601016,-181537.231289,152978.099282
1,-0.032605,117450.774916,0.000000,108779.880668,108778.601016,-121119.389476,152978.099282
2,-0.029652,117450.774916,0.000000,108779.880668,108778.601016,62304.069261,152978.099282
3,-0.029477,117450.774916,0.000000,108779.880668,108778.601016,34812.877627,152978.099282
4,-0.028912,117450.774916,0.000000,108779.880668,108778.601016,22000.489588,152978.099282
5,-0.027665,117450.774916,0.000000,108779.880668,108778.601016,113309.935214,152978.099282
6,-0.027304,117450.774916,0.000000,108779.880668,108778.601016,127921.405033,152978.099282
7,-0.027150,117450.774916,0.000000,108779.880668,108778.601016,-59224.011073,152978.099282
8,-0.026610,117450.774916,117791.616749,108779.880668,108778.601016,66177.069677,152978.099282
9,-0.026348,117450.774916,0.000000,108779.880668,108778.601016,53031.624119,152978.099282
10,-0.026010,117450.774916,117783.731449,108779.880668,108778.601016,1523.178620,152978.099282
11,-0.025248,117450.774916,0.000000,108779.880668,108778.601016,-285500.769659,152978.099282
12,-0.024713,117450.774916,117766.664988,108779.880668,108778.601016,59435.356188,152978.099282
13,-0.024629,117450.774916,0.000000,108779.880668,108778.601016,-46488.317717,152978.099282
14,-0.024568,117450.774916,0.000000,108779.880668,108778.601016,-35139.953052,152978.099282
15,-0.024294,117450.774916,0.000000,108779.880668,108778.601016,-15494.434890,152978.099282
16,-0.024080,117450.774916,0.000000,108779.880668,108778.601016,-9375.957370,152978.099282
17,-0.023522,117450.774916,0.000000,108779.880668,108778.601016,-38924.120331,152978.099282
18,-0.023195,117450.774916,0.000000,108779.880668,108778.601016,-123732.326720,152978.099282
19,-0.023191,117450.774916,0.000000,108779.880668,108778.601016,37777.332377,152978.099282
20,-0.023073,117450.774916,0.000000,108779.880668,108778.601016,-58718.106373,152978.099282
21,-0.022881,117450.774916,0.000000,108779.880668,108778.601016,-151361.802066,152978.099282
22,-0.022803,117450.774916,0.000000,108779.880668,108778.601016,170204.105700,152978.099282
23,-0.022609,117450.774916,0.000000,108779.880668,108778.601016,33290.280254,152978.099282
24,-0.022591,117450.774916,0.000000,108779.880668,108778.601016,-61705.533964,152978.099282
25,-0.022454,117450.774916,0.000000,108779.880668,108778.601016,165172.053834,152978.099282
26,-0.022069,117450.774916,0.000000,108779.880668,108778.601016,-142045.442302,152978.099282
27,-0.021504,117450.774916,0.000000,108779.880668,108778.601016,-64676.365693,152978.099282
28,-0.021120,117450.774916,117719.399591,108779.880668,108778.601016,-162014.898668,152978.099282
29,-0.020613,117450.774916,0.000000,108779.880668,108778.601016,32553.025722,152978.099282
30,-0.020546,117450.774916,0.000000,108779.880668,108778.601016,41984.221296,152978.099282
31,-0.020361,117450.774916,0.000000,108779.880668,108778.601016,2738.230762,152978.099282
32,-0.020338,117450.774916,0.000000,108779.880668,108778.601016,-19173.040875,152978.099282
33,-0.020006,117450.774916,0.000000,108779.880668,108778.601016,-61215.561455,152978.099282
34,-0.019939,117450.774916,0.000000,108779.880668,108778.601016,-104139.775790,152978.099282
35,-0.019800,117450.774916,0.000000,108779.880668,108778.601016,-110661.017959,152978.099282
36,-0.019512,117450.774916,0.000000,108779.880668,108778.601016,21121.476444,152978.099282
37,-0.019499,117450.774916,117698.077189,108779.880668,108778.601016,-133572.100045,152978.099282
38,-0.019422,117450.774916,0.000000,108779.880668,108778.601016,95352.945775,152978.099282
39,-0.019400,117450.774916,0.000000,108779.880668,108778.601016,13051.123769,152978.099282
40,-0.019361,117450.774916,0.000000,108779.880668,108778.601016,-21164.435135,152978.099282
41,-0.019223,117450.774916,0.000000,108779.880668,108778.601016,53692.546583,152978.099282
42,-0.018925,117450.774916,0.000000,108779.880668,108778.601016,93141.448504,152978.099282
43,-0.018806,117450.774916,0.000000,108779.880668,108778.601016,69699.418200,152978.099282
44,-0.018714,117450.774916,0.000000,108779.880668,108778.601016,60839.585387,152978.099282
45,-0.018533,117450.774916,0.000000,108779.880668,108778.601016,61342.865623,152978.099282
46,-0.018509,117450.774916,0.000000,108779.880668,108778.601016,271411.838725,152978.099282
47,-0.018287,117450.774916,0.000000,108779.880668,108778.601016,12064.549316,152978.099282
