#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,0.411974251041131,-0.698493072787438,0.009713493891842,5.000000000000000
1,-3.888586906295045,4.528778892856114,0.064472436949806,0.111778556600620
