#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,-0.588532683438653,0.509142101873462,1.185750418084595,0.018952355318587
1,3.815901088528216,-3.212698453538084,0.088303115036659,0.044840216267467
