#PrincipalComponent,v_0,v_1,kappa_0,kappa_1
0,-1.420583940272481,0.497231217371134,4.999988991195780,0.030518781407186
1,-3.471382658534066,4.002516827054748,0.035026773209583,0.072320886738619
