#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
CVA,DiscountCurve/EUR/1/1M,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,DiscountCurve/EUR/2/3M,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,DiscountCurve/EUR/3/6M,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,DiscountCurve/EUR/4/1Y,Up,337619.43,0.000001,#N/A,337619.42,0.00
CVA,DiscountCurve/EUR/5/2Y,Up,337619.43,0.000001,#N/A,337619.41,-0.01
CVA,DiscountCurve/EUR/6/3Y,Up,337619.43,0.000001,#N/A,337619.38,-0.04
CVA,DiscountCurve/EUR/7/5Y,Up,337619.43,0.000001,#N/A,337619.21,-0.22
CVA,DiscountCurve/EUR/8/10Y,Up,337619.43,0.000001,#N/A,337618.63,-0.80
CVA,DiscountCurve/EUR/9/15Y,Up,337619.43,0.000001,#N/A,337617.75,-1.68
CVA,DiscountCurve/EUR/10/20Y,Up,337619.43,0.000001,#N/A,337617.88,-1.55
CVA,IndexCurve/EUR-EONIA/4/1Y,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,IndexCurve/EUR-EONIA/5/2Y,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,IndexCurve/EUR-EONIA/6/3Y,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,IndexCurve/EUR-EONIA/7/5Y,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,IndexCurve/EUR-EONIA/8/10Y,Up,337619.43,0.000001,#N/A,337619.52,0.09
CVA,IndexCurve/EUR-EONIA/9/15Y,Up,337619.43,0.000001,#N/A,337619.47,0.05
CVA,IndexCurve/EUR-EONIA/10/20Y,Up,337619.43,0.000001,#N/A,337619.15,-0.28
CVA,IndexCurve/EUR-EONIA/11/30Y,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,IndexCurve/EUR-EURIBOR-3M/9/15Y,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,IndexCurve/EUR-EURIBOR-3M/10/20Y,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/1/1M,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,IndexCurve/EUR-EURIBOR-6M/2/3M,Up,337619.43,0.000001,#N/A,337619.45,0.02
CVA,IndexCurve/EUR-EURIBOR-6M/3/6M,Up,337619.43,0.000001,#N/A,337619.45,0.02
CVA,IndexCurve/EUR-EURIBOR-6M/4/1Y,Up,337619.43,0.000001,#N/A,337619.54,0.11
CVA,IndexCurve/EUR-EURIBOR-6M/5/2Y,Up,337619.43,0.000001,#N/A,337619.68,0.25
CVA,IndexCurve/EUR-EURIBOR-6M/6/3Y,Up,337619.43,0.000001,#N/A,337619.93,0.50
CVA,IndexCurve/EUR-EURIBOR-6M/7/5Y,Up,337619.43,0.000001,#N/A,337620.99,1.56
CVA,IndexCurve/EUR-EURIBOR-6M/8/10Y,Up,337619.43,0.000001,#N/A,337622.96,3.54
CVA,IndexCurve/EUR-EURIBOR-6M/9/15Y,Up,337619.43,0.000001,#N/A,337621.54,2.12
CVA,IndexCurve/EUR-EURIBOR-6M/10/20Y,Up,337619.43,0.000001,#N/A,337592.49,-26.94
CVA,IndexCurve/EUR-EURIBOR-6M/11/30Y,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,SwaptionVolatility/EUR/8/1Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337619.70,0.28
CVA,SwaptionVolatility/EUR/9/1Y/20Y/ATM,Up,337619.43,0.000001,#N/A,337620.53,1.11
CVA,SwaptionVolatility/EUR/19/2Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,SwaptionVolatility/EUR/20/2Y/20Y/ATM,Up,337619.43,0.000001,#N/A,337619.44,0.02
CVA,SwaptionVolatility/EUR/30/3Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337621.88,2.45
CVA,SwaptionVolatility/EUR/31/3Y/20Y/ATM,Up,337619.43,0.000001,#N/A,337621.06,1.64
CVA,SwaptionVolatility/EUR/41/4Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337616.84,-2.59
CVA,SwaptionVolatility/EUR/42/4Y/20Y/ATM,Up,337619.43,0.000001,#N/A,337618.78,-0.65
CVA,SwaptionVolatility/EUR/51/5Y/12Y/ATM,Up,337619.43,0.000001,#N/A,337620.56,1.13
CVA,SwaptionVolatility/EUR/52/5Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337626.34,6.91
CVA,SwaptionVolatility/EUR/61/7Y/10Y/ATM,Up,337619.43,0.000001,#N/A,337620.58,1.15
CVA,SwaptionVolatility/EUR/62/7Y/12Y/ATM,Up,337619.43,0.000001,#N/A,337617.23,-2.19
CVA,SwaptionVolatility/EUR/63/7Y/15Y/ATM,Up,337619.43,0.000001,#N/A,337619.77,0.35
CVA,SwaptionVolatility/EUR/71/10Y/7Y/ATM,Up,337619.43,0.000001,#N/A,337617.73,-1.70
CVA,SwaptionVolatility/EUR/72/10Y/10Y/ATM,Up,337619.43,0.000001,#N/A,337633.55,14.13
CVA,SwaptionVolatility/EUR/73/10Y/12Y/ATM,Up,337619.43,0.000001,#N/A,337621.43,2.00
CVA,SwaptionVolatility/EUR/81/12Y/5Y/ATM,Up,337619.43,0.000001,#N/A,337620.85,1.42
CVA,SwaptionVolatility/EUR/82/12Y/7Y/ATM,Up,337619.43,0.000001,#N/A,337620.14,0.71
CVA,SwaptionVolatility/EUR/83/12Y/10Y/ATM,Up,337619.43,0.000001,#N/A,337618.88,-0.55
CVA,SwaptionVolatility/EUR/88/15Y/1Y/ATM,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,SwaptionVolatility/EUR/89/15Y/2Y/ATM,Up,337619.43,0.000001,#N/A,337617.78,-1.64
CVA,SwaptionVolatility/EUR/90/15Y/3Y/ATM,Up,337619.43,0.000001,#N/A,337623.29,3.87
CVA,SwaptionVolatility/EUR/91/15Y/4Y/ATM,Up,337619.43,0.000001,#N/A,337622.09,2.67
CVA,SwaptionVolatility/EUR/92/15Y/5Y/ATM,Up,337619.43,0.000001,#N/A,337615.55,-3.87
CVA,SwaptionVolatility/EUR/93/15Y/7Y/ATM,Up,337619.43,0.000001,#N/A,337619.94,0.52
CVA,SwaptionVolatility/EUR/99/20Y/1Y/ATM,Up,337619.43,0.000001,#N/A,337619.44,0.01
CVA,SwaptionVolatility/EUR/100/20Y/2Y/ATM,Up,337619.43,0.000001,#N/A,337616.95,-2.47
CVA,SwaptionVolatility/EUR/101/20Y/3Y/ATM,Up,337619.43,0.000001,#N/A,337622.03,2.61
CVA,SwaptionVolatility/EUR/102/20Y/4Y/ATM,Up,337619.43,0.000001,#N/A,337620.11,0.68
CVA,SurvivalProbability/BANK/0/2W,Up,337619.43,0.000001,#N/A,337619.43,0.00
CVA,SurvivalProbability/BANK/1/1M,Up,337619.43,0.000001,#N/A,337619.41,-0.01
CVA,SurvivalProbability/BANK/2/3M,Up,337619.43,0.000001,#N/A,337619.39,-0.04
CVA,SurvivalProbability/BANK/3/6M,Up,337619.43,0.000001,#N/A,337619.43,0.01
CVA,SurvivalProbability/BANK/4/1Y,Up,337619.43,0.000001,#N/A,337619.54,0.11
