01.06.19,BOND/PRICE/EJ7706660,0.99365
01.06.19,BOND/PRICE/ZR5330686,0.97984
01.06.19,BOND/PRICE/AS0644417,0.977
01.06.19,DISCOUNT/RATE/USD/USD1D/10M,0.98102
01.06.19,DISCOUNT/RATE/USD/USD1D/10Y,0.76229
01.06.19,DISCOUNT/RATE/USD/USD1D/11M,0.97866
01.06.19,DISCOUNT/RATE/USD/USD1D/11Y,0.74029
01.06.19,DISCOUNT/RATE/USD/USD1D/12M,0.97601
01.06.19,DISCOUNT/RATE/USD/USD1D/12Y,0.71916
01.06.19,DISCOUNT/RATE/USD/USD1D/13M,0.97332
01.06.19,DISCOUNT/RATE/USD/USD1D/13Y,0.69888
01.06.19,DISCOUNT/RATE/USD/USD1D/14M,0.9708
01.06.19,DISCOUNT/RATE/USD/USD1D/15M,0.96818
01.06.19,DISCOUNT/RATE/USD/USD1D/15Y,0.66067
01.06.19,DISCOUNT/RATE/USD/USD1D/16M,0.96558
01.06.19,DISCOUNT/RATE/USD/USD1D/17M,0.96312
01.06.19,DISCOUNT/RATE/USD/USD1D/17Y,0.6251
01.06.19,DISCOUNT/RATE/USD/USD1D/18M,0.96069
01.06.19,DISCOUNT/RATE/USD/USD1D/1D,0.99998
01.06.19,DISCOUNT/RATE/USD/USD1D/1M,0.9991
01.06.19,DISCOUNT/RATE/USD/USD1D/1W,0.99984
01.06.19,DISCOUNT/RATE/USD/USD1D/20Y,0.57774
01.06.19,DISCOUNT/RATE/USD/USD1D/21M,0.95354
01.06.19,DISCOUNT/RATE/USD/USD1D/25Y,0.51836
01.06.19,DISCOUNT/RATE/USD/USD1D/2D,0.99995
01.06.19,DISCOUNT/RATE/USD/USD1D/2M,0.99788
01.06.19,DISCOUNT/RATE/USD/USD1D/2W,0.99967
01.06.19,DISCOUNT/RATE/USD/USD1D/2Y,0.94645
01.06.19,DISCOUNT/RATE/USD/USD1D/30Y,0.47011
01.06.19,DISCOUNT/RATE/USD/USD1D/35Y,0.43205
01.06.19,DISCOUNT/RATE/USD/USD1D/3D,0.99988
01.06.19,DISCOUNT/RATE/USD/USD1D/3M,0.99632
01.06.19,DISCOUNT/RATE/USD/USD1D/3W,0.99943
01.06.19,DISCOUNT/RATE/USD/USD1D/3Y,0.92102
01.06.19,DISCOUNT/RATE/USD/USD1D/40Y,0.40496
01.06.19,DISCOUNT/RATE/USD/USD1D/4M,0.99455
01.06.19,DISCOUNT/RATE/USD/USD1D/4Y,0.89696
01.06.19,DISCOUNT/RATE/USD/USD1D/50Y,0.36215
01.06.19,DISCOUNT/RATE/USD/USD1D/5M,0.99276
01.06.19,DISCOUNT/RATE/USD/USD1D/5Y,0.87403
01.06.19,DISCOUNT/RATE/USD/USD1D/6M,0.99067
01.06.19,DISCOUNT/RATE/USD/USD1D/6Y,0.85123
01.06.19,DISCOUNT/RATE/USD/USD1D/7M,0.98828
01.06.19,DISCOUNT/RATE/USD/USD1D/7Y,0.82898
