#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
0,2016-02-19,14,2637823.368470,2636074.222417,0.000000,3321917.030757,CPTY_A,0.038251
1,2016-03-04,14,3072294.435734,2971132.701025,-250244.029453,2564605.279455,CPTY_A,0.076503
2,2016-03-18,14,2885309.588999,2812919.364368,0.000000,3130602.058037,CPTY_A,0.114754
3,2016-04-01,14,2550614.018930,2520016.475399,0.000000,3224961.492852,CPTY_A,0.153005
4,2016-04-15,14,2787447.738240,2747798.237001,153916.437188,2707678.060419,CPTY_A,0.191257
5,2016-04-29,14,2500815.315005,2339452.195739,0.000000,3045456.256880,CPTY_A,0.229508
6,2016-05-13,14,2953174.751145,2936567.711715,0.000000,2327047.760965,CPTY_A,0.267760
7,2016-05-27,14,2908159.048862,2836743.657516,7471.402045,3566940.127257,CPTY_A,0.306011
8,2016-06-10,14,3113403.373619,3067314.634952,0.000000,2681759.490655,CPTY_A,0.344262
9,2016-06-24,14,2256860.422531,2075021.086337,0.000000,3176985.630440,CPTY_A,0.382514
10,2016-07-08,14,3017239.263997,2869916.695316,136726.678047,3834274.215764,CPTY_A,0.420765
11,2016-07-22,14,2490473.562557,2369571.299190,0.000000,2333641.449374,CPTY_A,0.459016
12,2016-08-05,14,2197877.170853,2173816.069358,0.000000,1794532.856670,CPTY_A,0.497268
13,2016-08-19,14,2771054.132445,2592790.321596,0.000000,2093744.875159,CPTY_A,0.535519
14,2016-09-02,14,2800420.796049,2799197.652937,81482.373398,2523927.510653,CPTY_A,0.573770
15,2016-09-16,14,2144419.514571,2139043.945077,0.000000,2416697.618839,CPTY_A,0.612022
16,2016-09-30,14,3158966.439069,3105392.845365,0.000000,3323988.339237,CPTY_A,0.650273
17,2016-10-14,14,2267981.456402,2215694.204885,130548.683521,2483416.996951,CPTY_A,0.688525
18,2016-10-28,17,2423808.407939,2380003.436962,0.000000,2173600.893863,CPTY_A,0.726776
19,2016-11-14,11,2792315.278803,2665502.056450,0.000000,2860460.873172,CPTY_A,0.773224
20,2016-11-25,14,2682532.676182,2643823.687651,6278.451752,2563486.111380,CPTY_A,0.803279
21,2016-12-09,14,2617814.309312,2581478.748049,0.000000,2872929.788680,CPTY_A,0.841530
22,2016-12-23,14,2504282.214625,2379390.162638,0.000000,2939980.226099,CPTY_A,0.879781
23,2017-01-06,14,2615050.895136,2516643.013013,0.000000,2756183.711127,CPTY_A,0.918070
24,2017-01-20,14,2346433.351878,2194595.652658,120630.252969,1899434.145521,CPTY_A,0.956426
25,2017-02-03,14,2569815.674192,2420444.933844,0.000000,2824317.502255,CPTY_A,0.994783
26,2017-02-17,14,2507738.062237,2455284.494391,0.000000,2006650.262442,CPTY_A,1.033139
27,2017-03-03,14,2573843.397190,2383125.304668,-206299.733823,1974982.747384,CPTY_A,1.071495
28,2017-03-17,14,2816582.856211,2762409.992331,0.000000,3202291.702609,CPTY_A,1.109851
29,2017-03-31,18,2541785.609894,2440257.479122,0.000000,2896153.131789,CPTY_A,1.148207
30,2017-04-18,10,2452336.088528,2438767.317424,113890.055742,2382889.957932,CPTY_A,1.197522
31,2017-04-28,14,2454414.076353,2425635.847700,0.000000,2270742.178533,CPTY_A,1.224920
32,2017-05-12,14,2220879.971878,2131264.888489,0.000000,2503106.123591,CPTY_A,1.263276
33,2017-05-26,14,2916840.841130,2806260.308994,7953.218184,2341353.617270,CPTY_A,1.301632
34,2017-06-09,14,2286641.857195,2225697.299929,0.000000,2296229.954514,CPTY_A,1.339988
35,2017-06-23,14,2449829.586522,2340638.476478,0.000000,1866493.386121,CPTY_A,1.378344
36,2017-07-07,14,2106568.084107,2082732.867873,0.000000,2151756.057644,CPTY_A,1.416700
37,2017-07-21,14,2586104.327782,2333354.288259,111866.985459,2878687.379651,CPTY_A,1.455057
38,2017-08-04,14,2781711.797909,2652200.430942,0.000000,2633578.843767,CPTY_A,1.493413
39,2017-08-18,14,2762160.004554,2614417.838158,0.000000,3485705.181184,CPTY_A,1.531769
40,2017-09-01,14,2459555.403548,2306521.366904,66743.274155,2912078.219916,CPTY_A,1.570125
41,2017-09-15,14,2113455.347974,2038022.839578,0.000000,2206360.388347,CPTY_A,1.608481
42,2017-09-29,14,2683818.452794,2525812.091230,0.000000,3189097.599782,CPTY_A,1.646837
43,2017-10-13,14,2686789.330740,2501084.207957,114556.166846,3431039.371197,CPTY_A,1.685194
44,2017-10-27,17,2052238.508075,2023564.839511,0.000000,1861733.343177,CPTY_A,1.723550
45,2017-11-13,11,2797035.654565,2744912.100839,0.000000,2793340.689548,CPTY_A,1.770125
46,2017-11-24,14,2259178.686889,2196545.116779,11011.617466,1887726.312836,CPTY_A,1.800262
