#TradeId,NettingSetId,CVA,DVA,FBA,FCA,FBAexOwnSP,FCAexOwnSP,FBAexAllSP,FCAexAllSP,COLVA,MVA,OurKVACCR,TheirKVACCR,OurKVACVA,TheirKVACVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CPTY_A,9356.54,11386.67,5257.57,-1383.92,5910.45,-1560.21,6341.35,-1677.13,-3388.71,-11990.28,0.00,0.00,0.00,0.00,-325923.90,9356.54,11386.67,Marginal,61949.14,1201477.63
Swap_1,CPTY_A,99408.47,178873.13,85059.51,-15286.73,90811.30,-16573.11,94486.30,-17401.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26090.30,15912.04,Marginal,920827.13,926130.42
Swap_2,CPTY_A,60560.36,100057.33,47178.31,-9485.70,51136.57,-10095.63,53678.86,-10484.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-864.90,18517.67,Marginal,1471021.05,1503115.84
Swap_3,CPTY_A,70230.14,87542.98,41583.36,-11090.59,44491.38,-11707.07,46333.05,-12095.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4904.63,10481.08,Marginal,1829160.08,1862757.15
