#TradeId,Factor,Up/Down,Base NPV,ShiftSize_1,ShiftSize_2,Scenario NPV,Difference
1:EquityOption,DiscountCurve/EUR/2/3M,Up,153167.58,0.000100,#N/A,153163.72,-3.86
1:EquityOption,IndexCurve/EUR-ESTER/2/3M,Up,153167.58,0.000100,#N/A,153227.90,60.32
1:EquityOption,EquitySpot/RIC:.STOXX50E/0/spot,Up,153167.58,4.337500,#N/A,155559.54,2391.96
1:EquityOption,EquitySpot/RIC:.STOXX50E/0/spot,Down,153167.58,4.337500,#N/A,150773.23,-2394.35
1:EquityOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Up,153167.58,0.000162,#N/A,153263.37,95.79
1:EquityOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Up,153167.58,0.000160,#N/A,153213.74,46.16
1:EquityOption,EquityVolatility/RIC:.STOXX50E/62/3M/-0.1,Down,153167.58,0.000162,#N/A,153071.78,-95.80
1:EquityOption,EquityVolatility/RIC:.STOXX50E/74/3M/-0.05,Down,153167.58,0.000160,#N/A,153121.42,-46.16
2:EquityBarrierOption,DiscountCurve/EUR/2/3M,Up,155379.71,0.000100,#N/A,155375.79,-3.92
2:EquityBarrierOption,IndexCurve/EUR-ESTER/0/2W,Up,155379.71,0.000100,#N/A,155379.71,0.00
2:EquityBarrierOption,IndexCurve/EUR-ESTER/1/1M,Up,155379.71,0.000100,#N/A,155379.71,0.00
2:EquityBarrierOption,IndexCurve/EUR-ESTER/2/3M,Up,155379.71,0.000100,#N/A,155440.24,60.54
2:EquityBarrierOption,EquitySpot/RIC:.STOXX50E/0/spot,Up,155379.71,4.337500,#N/A,157779.90,2400.20
2:EquityBarrierOption,EquitySpot/RIC:.STOXX50E/0/spot,Down,155379.71,4.337500,#N/A,152977.11,-2402.60
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/72/2W/-0.05,Up,155379.71,0.000163,#N/A,155379.76,0.06
2:EquityBarrierOption,EquityVolatility/RIC:.STOXX50E/84/2W/ATM,Up,155379.71,0.000163,#N/A,155375.99,-3.72
