#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
YearOnYear_Cap,DiscountCurve/EUR/1/1Y,Up,26370.02,26370.00,-0.02
YearOnYear_Cap,DiscountCurve/EUR/2/2Y,Up,26370.02,26369.54,-0.48
YearOnYear_Cap,DiscountCurve/EUR/3/3Y,Up,26370.02,26367.19,-2.82
YearOnYear_Cap,DiscountCurve/EUR/4/5Y,Up,26370.02,26362.83,-7.18
YearOnYear_Cap,DiscountCurve/EUR/1/1Y,Down,26370.02,26370.04,0.02
YearOnYear_Cap,DiscountCurve/EUR/2/2Y,Down,26370.02,26370.50,0.48
YearOnYear_Cap,DiscountCurve/EUR/3/3Y,Down,26370.02,26372.84,2.82
YearOnYear_Cap,DiscountCurve/EUR/4/5Y,Down,26370.02,26377.20,7.19
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/1/1Y,Up,26370.02,26377.67,7.66
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/2/2Y,Up,26370.02,26420.78,50.76
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/3/3Y,Up,26370.02,26522.65,152.63
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/4/5Y,Up,26370.02,26579.69,209.67
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/5/7Y,Up,26370.02,26375.96,5.94
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/1/1Y,Down,26370.02,26362.61,-7.41
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/2/2Y,Down,26370.02,26320.14,-49.88
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/3/3Y,Down,26370.02,26219.00,-151.02
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/4/5Y,Down,26370.02,26162.29,-207.72
YearOnYear_Cap,YoYInflationCurve/EUHICPXT/5/7Y,Down,26370.02,26364.08,-5.94
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Up,26370.02,26993.41,623.39
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Up,26370.02,28395.13,2025.11
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Up,26370.02,32074.50,5704.48
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/17/5Y/0.03,Up,26370.02,33183.13,6813.11
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Down,26370.02,25946.55,-423.46
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Down,26370.02,24747.43,-1622.59
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Down,26370.02,21474.20,-4895.82
YearOnYear_Cap,YoYInflationCapFloorVolatility/EUHICPXT/17/5Y/0.03,Down,26370.02,20490.36,-5879.66
YearOnYear_Floor,DiscountCurve/EUR/1/1Y,Up,1083.34,1083.34,0.00
YearOnYear_Floor,DiscountCurve/EUR/2/2Y,Up,1083.34,1083.28,-0.06
YearOnYear_Floor,DiscountCurve/EUR/3/3Y,Up,1083.34,1083.10,-0.24
YearOnYear_Floor,DiscountCurve/EUR/1/1Y,Down,1083.34,1083.34,0.00
YearOnYear_Floor,DiscountCurve/EUR/2/2Y,Down,1083.34,1083.39,0.06
YearOnYear_Floor,DiscountCurve/EUR/3/3Y,Down,1083.34,1083.57,0.24
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/1/1Y,Up,1083.34,1082.52,-0.82
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/2/2Y,Up,1083.34,1075.48,-7.86
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/3/3Y,Up,1083.34,1064.78,-18.56
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/4/5Y,Up,1083.34,1082.57,-0.77
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/1/1Y,Down,1083.34,1084.19,0.85
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/2/2Y,Down,1083.34,1091.40,8.06
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/3/3Y,Down,1083.34,1102.26,18.93
YearOnYear_Floor,YoYInflationCurve/EUHICPXT/4/5Y,Down,1083.34,1084.11,0.77
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Up,1083.34,1211.01,127.67
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Up,1083.34,1617.36,534.02
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Up,1083.34,1938.95,855.61
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Down,1083.34,1012.77,-70.57
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Down,1083.34,757.87,-325.47
YearOnYear_Floor,YoYInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Down,1083.34,586.66,-496.68
CPI_Floor,DiscountCurve/EUR/1/1Y,Up,-6314.20,-6314.20,0.00
CPI_Floor,DiscountCurve/EUR/2/2Y,Up,-6314.20,-6313.69,0.51
CPI_Floor,DiscountCurve/EUR/3/3Y,Up,-6314.20,-6313.07,1.13
CPI_Floor,DiscountCurve/EUR/1/1Y,Down,-6314.20,-6314.20,0.00
CPI_Floor,DiscountCurve/EUR/2/2Y,Down,-6314.20,-6314.71,-0.51
CPI_Floor,DiscountCurve/EUR/3/3Y,Down,-6314.20,-6315.33,-1.13
CPI_Floor,ZeroInflationCurve/EUHICPXT/1/1Y,Up,-6314.20,-6284.76,29.44
CPI_Floor,ZeroInflationCurve/EUHICPXT/2/2Y,Up,-6314.20,-6247.11,67.09
CPI_Floor,ZeroInflationCurve/EUHICPXT/3/3Y,Up,-6314.20,-6209.10,105.10
CPI_Floor,ZeroInflationCurve/EUHICPXT/1/1Y,Down,-6314.20,-6343.76,-29.56
CPI_Floor,ZeroInflationCurve/EUHICPXT/2/2Y,Down,-6314.20,-6381.72,-67.52
CPI_Floor,ZeroInflationCurve/EUHICPXT/3/3Y,Down,-6314.20,-6420.01,-105.81
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Up,-6314.20,-6507.33,-193.12
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/1/1Y/0.02,Up,-6314.20,-6288.08,26.12
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Up,-6314.20,-6189.29,124.91
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/5/2Y/0.01,Up,-6314.20,-6600.61,-286.41
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/6/2Y/0.02,Up,-6314.20,-6302.08,12.12
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/7/2Y/0.03,Up,-6314.20,-6184.27,129.93
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/10/3Y/0.01,Up,-6314.20,-6667.12,-352.91
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/11/3Y/0.02,Up,-6314.20,-6304.17,10.04
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/12/3Y/0.03,Up,-6314.20,-6148.27,165.94
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/0/1Y/0.01,Down,-6314.20,-6123.25,190.96
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/1/1Y/0.02,Down,-6314.20,-6340.18,-25.98
CPI_Floor,ZeroInflationCapFloorVolatility/EUHICPXT/2/1Y/0.03,Down,-6314.20,-6435.97,-121.77
