#TradeId,Type,CashflowNo,LegNo,PayDate,FlowType,Amount,Currency,Coupon,Accrual,AccrualStartDate,AccrualEndDate,AccruedAmount,fixingDate,fixingValue,Notional,DiscountFactor,PresentValue,FloorStrike,CapStrike,FloorVolatility,CapVolatility
Swap,Swap,22,0,2016-04-01,Interest,3226.6667,EUR,-0.0013200000,0.2444444444,2016-01-04,2016-04-01,1173.3333,2015-12-30,-0.0013200000,10000000.0000,1.0003073351,3227.6583344633,#N/A,#N/A,#N/A,#N/A
Swap,Swap,23,0,2016-07-01,InterestProjected,3739.2714,EUR,-0.0014792722,0.2527777778,2016-04-01,2016-07-01,0.0000,2016-03-30,-0.0014792722,10000000.0000,1.0010578153,3743.2268908773,#N/A,#N/A,#N/A,#N/A
Swap,Swap,24,0,2016-10-03,InterestProjected,5157.0868,EUR,-0.0019750545,0.2611111111,2016-07-01,2016-10-03,0.0000,2016-06-29,-0.0019750545,10000000.0000,1.0018799240,5166.7817110500,#N/A,#N/A,#N/A,#N/A
Swap,Swap,25,0,2017-01-02,InterestProjected,3811.7262,EUR,-0.0015079356,0.2527777778,2016-10-03,2017-01-02,0.0000,2016-09-29,-0.0015158579,10000000.0000,1.0028782695,3822.6973797122,#N/A,#N/A,#N/A,#N/A
Swap,Swap,26,0,2017-04-03,InterestProjected,5455.8796,EUR,-0.0021583699,0.2527777778,2017-01-02,2017-04-03,0.0000,2016-12-29,-0.0021583699,10000000.0000,1.0038080469,5476.6558171696,#N/A,#N/A,#N/A,#N/A
Swap,Swap,27,0,2017-07-03,InterestProjected,5204.9371,EUR,-0.0020590960,0.2527777778,2017-04-03,2017-07-03,0.0000,2017-03-30,-0.0020590960,10000000.0000,1.0047379198,5229.5976588675,#N/A,#N/A,#N/A,#N/A
Swap,Swap,28,0,2017-10-02,InterestProjected,5133.9701,EUR,-0.0020310211,0.2527777778,2017-07-03,2017-10-02,0.0000,2017-06-29,-0.0020310154,10000000.0000,1.0056202725,5162.8244332106,#N/A,#N/A,#N/A,#N/A
Swap,Swap,29,0,2018-01-02,InterestProjected,5190.3727,EUR,-0.0020310154,0.2555555556,2017-10-02,2018-01-02,0.0000,2017-09-28,-0.0020310154,10000000.0000,1.0066340000,5224.8056650934,#N/A,#N/A,#N/A,#N/A
Swap,Swap,30,0,2018-04-03,InterestProjected,3303.3552,EUR,-0.0013068218,0.2527777778,2018-01-02,2018-04-03,0.0000,2017-12-28,-0.0013068218,10000000.0000,1.0074488158,3327.9612359814,#N/A,#N/A,#N/A,#N/A
Swap,Swap,31,0,2018-07-02,InterestProjected,1968.7595,EUR,-0.0007875038,0.2500000000,2018-04-03,2018-07-02,0.0000,2018-03-28,-0.0007875029,10000000.0000,1.0080405097,1984.5892870075,#N/A,#N/A,#N/A,#N/A
