#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,FX_CALL_OPTION,2024-11-05,8.748634,224692,0,0,0,494010,267872,267872,245750.77,246041.44
BASE,FX_CALL_OPTION,2025-02-05,9.000262,226374,0,0,0,479313,271246,271246,246463.57,246746.11
BASE,FX_CALL_OPTION,2025-05-05,9.244098,224444,0,0,0,490723,270254,271246,247091.09,247392.36
BASE,FX_CALL_OPTION,2025-08-05,9.496152,228278,0,0,0,497541,276264,276264,247865.42,248158.69
BASE,FX_CALL_OPTION,2025-11-05,9.748207,228841,0,0,0,488936,278351,278351,248653.68,248939.37
BASE,FX_CALL_OPTION,2026-02-05,10.000262,225280,0,0,0,508299,275409,278351,249328.04,249680.68
BASE,FX_CALL_OPTION,2026-05-05,10.244098,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2026-08-05,10.496152,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2026-11-05,10.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2027-02-05,11.000262,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2027-05-05,11.244098,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2027-08-05,11.496152,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2027-11-05,11.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2028-02-07,12.005464,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2028-05-05,12.245902,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2028-08-07,12.502732,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2028-11-06,12.751366,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2029-02-05,13.000262,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2029-05-07,13.249577,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2029-08-06,13.498892,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2029-11-05,13.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2030-02-05,14.000262,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2030-05-06,14.246837,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2030-08-05,14.496152,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2030-11-05,14.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2031-02-05,15.000262,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2031-05-05,15.244098,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2031-08-05,15.496152,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2031-11-05,15.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2032-02-05,16.000000,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2032-05-05,16.245902,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2032-08-05,16.497268,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2032-11-05,16.748634,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2033-02-07,17.005741,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2033-05-05,17.244098,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2033-08-05,17.496152,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2033-11-07,17.753687,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2034-02-06,18.003002,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2034-05-05,18.244098,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2034-08-07,18.501632,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2034-11-06,18.750947,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2035-02-05,19.000262,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2035-05-07,19.249577,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2035-08-06,19.498892,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2035-11-05,19.748207,0,0,0,0,0,0,278351,0.00,0.00
BASE,FX_CALL_OPTION,2036-02-05,20.000000,0,0,0,0,0,0,278351,0.00,0.00
