#Scenario,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
eonia_up,CPTY_A,2023-02-06,7.003002,7554068.50,9653286.00,29216835.03,0.00,10003562.03,10003562.03,4257399.03,4299572.44
eonia_up,CPTY_A,2023-05-05,7.244098,8161722.50,9639669.00,35247971.30,0.00,10913189.03,10913189.03,4478915.04,4519684.85
eonia_up,CPTY_A,2023-08-07,7.501632,8027127.00,9490677.00,32417463.16,0.00,10844566.30,10913189.03,4697450.59,4739176.59
eonia_up,CPTY_A,2023-11-06,7.750947,8238767.50,9808675.00,34024196.57,0.00,11242255.92,11242255.92,4907969.20,4948353.06
eonia_up,CPTY_A,2024-02-05,8.000000,7614998.00,9238318.00,32222785.30,0.00,10495428.34,11242255.92,5081915.93,5144292.54
eonia_up,CPTY_A,2024-05-06,8.248634,7323790.00,9008461.00,37192851.35,0.00,10195424.67,11242255.92,5236049.52,5328099.98
eonia_up,CPTY_A,2024-08-05,8.497268,7831083.50,9129307.00,37741536.75,0.00,11011090.49,11242255.92,5405029.82,5501150.85
eonia_up,CPTY_A,2024-11-05,8.748634,7869387.50,9227908.00,39712474.05,0.00,11177279.33,11242255.92,5570878.34,5666104.52
eonia_up,CPTY_A,2025-02-05,9.000262,8349544.50,9320228.00,45749882.68,0.00,11979665.19,11979665.19,5750054.34,5842618.20
eonia_up,CPTY_A,2025-05-05,9.244098,8254455.00,9101306.00,44006138.60,0.00,11959530.74,11979665.19,5913844.42,6004497.78
eonia_up,CPTY_A,2025-08-05,9.496152,9212928.00,9462106.00,48618459.98,0.00,13483738.17,13483738.17,6114770.85,6203018.02
eonia_up,CPTY_A,2025-11-05,9.748207,9342624.00,9583515.00,51310427.13,0.00,13812376.59,13812376.59,6313804.21,6399769.61
eonia_up,CPTY_A,2026-02-05,10.000262,767144.38,386768.25,2531840.27,0.00,1145680.64,13812376.59,6183542.59,6586603.03
eonia_up,CPTY_A,2026-05-05,10.244098,725226.44,384810.47,2400583.11,0.00,1093714.30,13812376.59,6062391.71,6758594.84
eonia_up,CPTY_A,2026-08-05,10.496152,701129.06,425076.00,2657883.72,0.00,1068107.70,13812376.59,5942458.89,6927984.49
eonia_up,CPTY_A,2026-11-05,10.748207,627979.25,433502.19,2493400.75,0.00,966382.92,13812376.59,5825765.58,7089429.46
eonia_up,CPTY_A,2027-02-05,11.000262,624450.00,455579.19,2740344.61,0.00,970707.61,13812376.59,5714519.08,7243475.89
eonia_up,CPTY_A,2027-05-05,11.244098,724576.25,424785.44,2973038.95,0.00,1137414.25,13812376.59,5615261.57,7385926.80
eonia_up,CPTY_A,2027-08-05,11.496152,694248.44,454960.00,2795762.63,0.00,1100870.67,13812376.59,5516282.90,7526827.64
eonia_up,CPTY_A,2027-11-05,11.748207,607918.38,465196.41,2400810.47,0.00,973763.59,13812376.59,5418824.30,7661682.49
eonia_up,CPTY_A,2028-02-07,12.005464,584456.50,458995.53,2041127.99,0.00,945894.41,13812376.59,5322976.80,7793481.71
eonia_up,CPTY_A,2028-05-05,12.245902,656918.56,411767.38,2240721.47,0.00,1073490.17,13812376.59,5239541.99,7911657.24
eonia_up,CPTY_A,2028-08-07,12.502732,624592.63,417833.06,2112969.37,0.00,1031253.73,13812376.59,5153095.51,8032869.57
eonia_up,CPTY_A,2028-11-06,12.751366,516346.28,410651.13,1849798.05,0.00,861090.64,13812376.59,5069407.39,8145561.91
eonia_up,CPTY_A,2029-02-05,13.000262,485982.47,413048.72,1876415.86,0.00,818592.09,13812376.59,4988023.62,8254055.63
eonia_up,CPTY_A,2029-05-07,13.249577,558529.19,357019.84,1908240.89,0.00,950236.97,13812376.59,4912045.26,8358645.62
eonia_up,CPTY_A,2029-08-06,13.498892,513957.19,355293.28,1869569.90,0.00,883185.86,13812376.59,4837635.06,8459372.21
eonia_up,CPTY_A,2029-11-05,13.748207,418666.94,368163.78,1546422.54,0.00,726662.82,13812376.59,4763085.17,8556445.57
eonia_up,CPTY_A,2030-02-05,14.000262,381872.38,376641.47,1437651.09,0.00,669528.88,13812376.59,4689386.51,8651071.13
eonia_up,CPTY_A,2030-05-06,14.246837,450224.47,286026.81,1462181.20,0.00,797207.95,13812376.59,4622023.12,8740399.77
eonia_up,CPTY_A,2030-08-05,14.496152,428082.91,300277.78,1527613.56,0.00,765613.40,13812376.59,4555697.86,8827631.21
eonia_up,CPTY_A,2030-11-05,14.748207,347339.81,331248.91,1328847.37,0.00,627513.39,13812376.59,4488563.08,8912823.19
eonia_up,CPTY_A,2031-02-05,15.000262,340635.06,344929.47,1307419.75,0.00,621648.08,13812376.59,4423585.92,8995152.15
eonia_up,CPTY_A,2031-05-05,15.244098,388267.41,248377.25,1425300.78,0.00,715533.48,13812376.59,4364274.09,9072205.64
eonia_up,CPTY_A,2031-08-05,15.496152,368064.41,268589.19,1324751.34,0.00,685187.86,13812376.59,4304431.41,9149307.54
eonia_up,CPTY_A,2031-11-05,15.748207,298893.44,293494.78,1234897.76,0.00,562068.19,13812376.59,4244533.76,9223941.36
eonia_up,CPTY_A,2032-02-05,16.000000,269177.88,282148.69,1199598.25,0.00,511327.11,13812376.59,4185784.10,9296149.79
eonia_up,CPTY_A,2032-05-05,16.245902,309127.00,202607.39,1325468.99,0.00,593045.29,13812376.59,4131403.59,9364508.42
eonia_up,CPTY_A,2032-08-05,16.497268,281664.88,190134.84,1231323.89,0.00,545846.39,13812376.59,4076771.05,9432279.85
eonia_up,CPTY_A,2032-11-05,16.748634,220617.30,210685.56,1069820.47,0.00,431881.00,13812376.59,4022067.97,9498017.03
eonia_up,CPTY_A,2033-02-07,17.005741,185117.53,206946.03,892072.90,0.00,366146.01,13812376.59,3966794.57,9563245.26
eonia_up,CPTY_A,2033-05-05,17.244098,225198.56,134226.08,965341.71,0.00,449697.79,13812376.59,3918179.58,9621978.79
eonia_up,CPTY_A,2033-08-05,17.496152,201496.03,139647.66,866146.78,0.00,406451.25,13812376.59,3867588.57,9682346.91
eonia_up,CPTY_A,2033-11-07,17.753687,134565.59,157644.42,636642.33,0.00,274257.27,13812376.59,3815463.85,9742256.95
eonia_up,CPTY_A,2034-02-06,18.003002,115501.20,168780.92,652871.01,0.00,237766.00,13812376.59,3765918.01,9798622.11
eonia_up,CPTY_A,2034-05-05,18.244098,151409.92,93583.34,621321.88,0.00,314712.30,13812376.59,3720310.30,9851663.91
eonia_up,CPTY_A,2034-08-07,18.501632,130635.45,104414.54,576217.58,0.00,274348.50,13812376.59,3672344.09,9906795.22
eonia_up,CPTY_A,2034-11-06,18.750947,68262.88,120631.31,336223.12,0.00,144798.91,13812376.59,3625441.38,9958724.34
eonia_up,CPTY_A,2035-02-05,19.000262,52852.37,132527.02,300606.50,0.00,113235.94,13812376.59,3579355.40,10009290.68
eonia_up,CPTY_A,2035-05-07,19.249577,78639.71,50810.99,284793.25,0.00,170177.00,13812376.59,3535200.68,10058547.17
eonia_up,CPTY_A,2035-08-06,19.498892,56343.93,53489.38,256422.29,0.00,123153.06,13812376.59,3491573.85,10106544.06
eonia_up,CPTY_A,2035-11-05,19.748207,7725.40,85518.91,61085.53,0.00,17055.25,13812376.59,3447709.12,10153329.06
eonia_up,CPTY_A,2036-02-05,20.000000,1694.77,106863.84,4869.59,0.00,3779.49,13812376.59,3404351.28,10199395.15
eonia_up,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
eonia_up,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,13812376.59,0.00,0.00
no_shift,CPTY_A,2016-02-05,0.000000,0.00,27263928.00,0.00,-27263928.90,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-05-05,0.245902,0.00,26929560.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-08-05,0.497268,0.00,26728244.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2016-11-07,0.754098,0.00,26841986.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-02-06,1.003002,0.00,26206778.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-05-05,1.244098,0.00,26057420.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-08-07,1.501632,0.00,24727312.00,0.00,0.00,0.00,0.00,0.00,0.00
no_shift,CPTY_A,2017-11-06,1.750947,16509.11,24796780.00,0.00,0.00,17101.27,17101.27,2435.03,2435.03
no_shift,CPTY_A,2018-02-05,2.000262,210084.77,23633568.00,1621516.39,0.00,218704.01,218704.01,29391.05,29391.05
no_shift,CPTY_A,2018-05-07,2.249577,35478.34,23714442.00,0.00,0.00,37119.14,218704.01,30247.54,50372.14
no_shift,CPTY_A,2018-08-06,2.498892,82585.16,23056450.00,0.00,0.00,86838.09,218704.01,35893.59,67166.65
no_shift,CPTY_A,2018-11-05,2.748207,423228.69,23249928.00,0.00,0.00,447256.82,447256.82,73212.12,101648.12
no_shift,CPTY_A,2019-02-05,3.000262,578020.38,22246860.00,921632.02,0.00,613935.24,613935.24,118638.77,144685.83
no_shift,CPTY_A,2019-05-06,3.246837,654277.31,21752394.00,4649432.34,0.00,698378.81,698378.81,162666.11,186735.07
no_shift,CPTY_A,2019-08-05,3.496152,548143.13,21176822.00,0.00,0.00,588026.48,698378.81,192999.10,223221.04
no_shift,CPTY_A,2019-11-05,3.748207,467714.50,21270440.00,0.00,0.00,504291.13,698378.81,213932.48,255173.86
no_shift,CPTY_A,2020-02-05,4.000000,779275.19,20763250.00,5578857.42,0.00,844479.12,844479.12,253624.25,292269.56
no_shift,CPTY_A,2020-05-05,4.245902,646584.56,20806270.00,7675104.29,0.00,704162.89,844479.12,279717.23,324250.81
no_shift,CPTY_A,2020-08-05,4.497268,981966.81,20247004.00,6820544.34,0.00,1074835.85,1074835.85,324158.85,366203.32
no_shift,CPTY_A,2020-11-05,4.748634,916955.44,20706000.00,9735748.33,0.00,1008767.55,1074835.85,360398.21,403714.36
no_shift,CPTY_A,2021-02-05,5.000262,1127206.38,20296686.00,8709517.27,0.00,1246360.85,1246360.85,404982.49,446118.85
no_shift,CPTY_A,2021-05-05,5.244098,1329398.25,20658978.00,15787321.56,0.00,1477139.00,1477139.00,454834.72,494058.35
no_shift,CPTY_A,2021-08-05,5.496152,1444573.13,20170702.00,13365974.41,0.00,1613256.01,1613256.01,507960.18,545385.01
no_shift,CPTY_A,2021-11-05,5.748207,1826144.13,20419154.00,14994315.74,0.00,2049728.57,2049728.57,575565.63,611349.40
no_shift,CPTY_A,2022-02-07,6.005741,2504508.75,20275430.00,12011481.11,0.00,2825720.03,2825720.03,672055.27,706304.59
no_shift,CPTY_A,2022-05-05,6.244098,2439083.75,19958086.00,9592194.31,0.00,2765103.53,2825720.03,751953.27,787209.11
no_shift,CPTY_A,2022-08-05,6.496152,2996545.75,19865896.00,21815798.32,0.00,3414311.32,3414311.32,855254.44,889142.32
no_shift,CPTY_A,2022-11-07,6.753687,2651238.50,19721778.00,15387208.03,0.00,3036520.98,3414311.32,938431.36,985433.07
no_shift,CPTY_A,2023-02-06,7.003002,2824266.50,19257928.00,14383397.21,0.00,3250923.76,3414311.32,1020758.79,1071903.98
no_shift,CPTY_A,2023-05-05,7.244098,3286791.75,19098856.00,17053703.70,0.00,3801677.53,3801677.53,1113312.50,1162755.48
no_shift,CPTY_A,2023-08-07,7.501632,3034872.50,18621074.00,17810900.47,0.00,3528489.61,3801677.53,1196226.57,1253350.81
no_shift,CPTY_A,2023-11-06,7.750947,3452446.00,19162216.00,17800050.40,0.00,4034121.02,4034121.02,1287509.59,1342796.39
no_shift,CPTY_A,2024-02-05,8.000000,3177281.00,18735946.00,16506852.30,0.00,3731223.65,4034121.02,1363586.40,1426581.72
no_shift,CPTY_A,2024-05-06,8.248634,3096664.75,18690188.00,22285039.10,0.00,3654798.10,4034121.02,1432649.09,1505179.30
no_shift,CPTY_A,2024-08-05,8.497268,3481924.00,18463862.00,23419838.94,0.00,4130113.64,4130113.64,1511578.12,1581986.06
no_shift,CPTY_A,2024-11-05,8.748634,3812286.75,18870374.00,24747164.96,0.00,4544914.03,4544914.03,1598732.06,1667117.03
no_shift,CPTY_A,2025-02-05,9.000262,4341991.00,18795612.00,30462399.03,0.00,5202671.51,5202671.51,1699490.51,1765963.59
no_shift,CPTY_A,2025-05-05,9.244098,4381405.00,18703068.00,28922630.89,0.00,5275660.35,5275660.35,1793820.71,1858540.40
no_shift,CPTY_A,2025-08-05,9.496152,5222917.50,18757150.00,34372296.76,0.00,6320830.77,6320830.77,1913980.39,1976982.23
no_shift,CPTY_A,2025-11-05,9.748207,5465301.00,19006282.00,36869829.08,0.00,6647719.51,6647719.51,2036378.45,2097751.28
no_shift,CPTY_A,2026-02-05,10.000262,917266.13,429520.91,3210816.17,0.00,1121376.70,6647719.51,2013315.99,2212432.41
no_shift,CPTY_A,2026-05-05,10.244098,798812.00,447832.75,2906318.58,0.00,981356.07,6647719.51,1988752.72,2318003.54
no_shift,CPTY_A,2026-08-05,10.496152,789760.19,504568.53,3228727.22,0.00,975157.52,6647719.51,1964412.22,2421977.41
no_shift,CPTY_A,2026-11-05,10.748207,714381.38,525099.06,3154265.41,0.00,886558.08,6647719.51,1939135.61,2521074.74
no_shift,CPTY_A,2027-02-05,11.000262,709513.31,545548.69,3424255.17,0.00,884983.46,6647719.51,1914981.26,2615630.72
no_shift,CPTY_A,2027-05-05,11.244098,811812.31,496237.09,3654281.47,0.00,1017550.77,6647719.51,1895519.90,2703069.21
no_shift,CPTY_A,2027-08-05,11.496152,791672.44,533863.06,3149458.66,0.00,997340.65,6647719.51,1875827.19,2789556.23
no_shift,CPTY_A,2027-11-05,11.748207,686244.44,544043.31,2488937.75,0.00,868909.05,6647719.51,1854224.02,2872332.14
no_shift,CPTY_A,2028-02-07,12.005464,673985.75,545635.63,2433209.51,0.00,857810.77,6647719.51,1832872.53,2953232.46
no_shift,CPTY_A,2028-05-05,12.245902,743065.38,481957.88,2737517.71,0.00,950319.78,6647719.51,1815544.40,3025770.36
no_shift,CPTY_A,2028-08-07,12.502732,713134.56,493295.13,2551927.47,0.00,916768.07,6647719.51,1797081.78,3100172.28
no_shift,CPTY_A,2028-11-06,12.751366,584233.13,487328.75,2205466.12,0.00,754827.58,6647719.51,1776759.27,3169344.51
no_shift,CPTY_A,2029-02-05,13.000262,558204.88,493132.63,2266158.93,0.00,724817.71,6647719.51,1756619.38,3235939.57
no_shift,CPTY_A,2029-05-07,13.249577,633907.38,422623.28,2327544.06,0.00,827245.79,6647719.51,1739131.51,3300138.46
no_shift,CPTY_A,2029-08-06,13.498892,592795.94,423801.47,2051960.92,0.00,777477.04,6647719.51,1721370.43,3361965.94
no_shift,CPTY_A,2029-11-05,13.748207,472094.94,434139.66,1834467.80,0.00,622279.21,6647719.51,1701439.10,3421551.01
no_shift,CPTY_A,2030-02-05,14.000262,435780.34,444844.75,1757048.17,0.00,577325.97,6647719.51,1681201.04,3479633.58
no_shift,CPTY_A,2030-05-06,14.246837,513838.63,343527.47,1787955.38,0.00,684116.23,6647719.51,1663944.12,3534464.83
no_shift,CPTY_A,2030-08-05,14.496152,497485.41,362428.09,2036684.30,0.00,665667.11,6647719.51,1646775.05,3588008.78
no_shift,CPTY_A,2030-11-05,14.748207,403369.44,399312.28,1519708.06,0.00,542471.85,6647719.51,1627901.91,3640300.88
no_shift,CPTY_A,2031-02-05,15.000262,398770.88,412656.28,1435764.70,0.00,539007.91,6647719.51,1609604.84,3690835.62
no_shift,CPTY_A,2031-05-05,15.244098,468328.88,314532.59,1499043.13,0.00,636133.79,6647719.51,1594033.77,3738132.19
no_shift,CPTY_A,2031-08-05,15.496152,443626.31,331653.00,1439811.92,0.00,605636.92,6647719.51,1577956.86,3785458.49
no_shift,CPTY_A,2031-11-05,15.748207,352342.81,357826.53,1246075.59,0.00,483457.13,6647719.51,1560439.06,3831269.83
no_shift,CPTY_A,2032-02-05,16.000000,323691.25,348413.31,1363241.09,0.00,446396.74,6647719.51,1542907.33,3875592.44
no_shift,CPTY_A,2032-05-05,16.245902,370456.94,256052.95,1419094.19,0.00,513425.58,6647719.51,1527324.86,3917551.99
no_shift,CPTY_A,2032-08-05,16.497268,346643.97,245732.66,1224954.95,0.00,482859.66,6647719.51,1511410.51,3959151.09
no_shift,CPTY_A,2032-11-05,16.748634,262291.53,266145.97,1077126.19,0.00,367213.83,6647719.51,1494238.23,3999501.55
no_shift,CPTY_A,2033-02-07,17.005741,228547.44,264177.06,874561.01,0.00,321629.88,6647719.51,1476509.72,4039539.61
no_shift,CPTY_A,2033-05-05,17.244098,269711.41,170417.56,1009401.20,0.00,381379.56,6647719.51,1461372.31,4075591.12
no_shift,CPTY_A,2033-08-05,17.496152,248246.02,178118.66,1113643.53,0.00,352807.56,6647719.51,1445401.99,4112645.97
no_shift,CPTY_A,2033-11-07,17.753687,162128.31,200744.16,786831.64,0.00,231611.30,6647719.51,1427794.80,4149419.64
no_shift,CPTY_A,2034-02-06,18.003002,145899.17,215752.64,819571.52,0.00,209472.65,6647719.51,1410922.83,4184017.41
no_shift,CPTY_A,2034-05-05,18.244098,182178.81,119627.96,792614.71,0.00,262829.63,6647719.51,1395750.77,4216575.26
no_shift,CPTY_A,2034-08-07,18.501632,165178.84,134216.06,748010.55,0.00,239538.95,6647719.51,1379656.83,4250415.67
no_shift,CPTY_A,2034-11-06,18.750947,84408.14,155707.66,470895.69,0.00,123021.12,6647719.51,1362948.43,4282290.54
no_shift,CPTY_A,2035-02-05,19.000262,68996.27,167553.19,382025.31,0.00,101063.54,6647719.51,1346390.40,4313328.91
no_shift,CPTY_A,2035-05-07,19.249577,93106.23,62372.72,386160.55,0.00,137063.33,6647719.51,1330727.54,4343563.27
no_shift,CPTY_A,2035-08-06,19.498892,72727.49,67004.47,355417.34,0.00,107600.62,6647719.51,1315088.50,4373024.48
no_shift,CPTY_A,2035-11-05,19.748207,9562.88,109455.41,82810.31,0.00,14219.31,6647719.51,1298665.42,4401741.81
no_shift,CPTY_A,2036-02-05,20.000000,3578.31,130842.95,25278.05,0.00,5347.67,6647719.51,1282383.02,4430017.86
no_shift,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
no_shift,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,6647719.51,0.00,0.00
