#Scenario,TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
BASE,CC_SWAP_EUR_USD,2016-02-05,0.000000,0,27582420,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2016-05-05,0.245902,0,27254112,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2016-08-05,0.497268,0,27062600,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2016-11-07,0.754098,0,27067190,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2017-02-06,1.003002,0,26406528,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2017-05-05,1.244098,0,26507156,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2017-08-07,1.501632,0,25190724,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2017-11-06,1.750947,0,25144356,0,0,0,0,0,0.00,0.00
BASE,CC_SWAP_EUR_USD,2018-02-05,2.000262,95025,23913956,0,0,0,98924,98924,12330.02,12330.02
BASE,CC_SWAP_EUR_USD,2018-05-07,2.249577,0,24306592,0,0,0,0,98924,10963.51,21927.03
BASE,CC_SWAP_EUR_USD,2018-08-06,2.498892,36830,23606206,0,0,0,38726,98924,13733.41,29609.05
BASE,CC_SWAP_EUR_USD,2018-11-05,2.748207,367263,23679678,0,0,105591,388114,388114,47696.88,62132.30
BASE,CC_SWAP_EUR_USD,2019-02-05,3.000262,547395,22633700,0,0,1565705,581406,581406,92534.32,105757.00
BASE,CC_SWAP_EUR_USD,2019-05-06,3.246837,543586,22300046,0,0,891351,580226,581406,129571.24,141879.36
BASE,CC_SWAP_EUR_USD,2019-08-05,3.496152,490858,21763144,0,0,0,526573,581406,157881.96,173222.60
BASE,CC_SWAP_EUR_USD,2019-11-05,3.748207,464073,21719836,0,0,532172,500365,581406,180912.81,200671.64
BASE,CC_SWAP_EUR_USD,2020-02-05,4.000000,857815,21282720,0,0,6799499,929591,929591,228040.73,246555.78
BASE,CC_SWAP_EUR_USD,2020-05-05,4.245902,684638,21532238,0,0,8206855,745605,929591,258015.48,286113.78
BASE,CC_SWAP_EUR_USD,2020-08-05,4.497268,919622,20789236,0,0,8413312,1006595,1006595,299855.89,326383.69
BASE,CC_SWAP_EUR_USD,2020-11-05,4.748634,954911,21218942,0,0,11788367,1050524,1050524,339592.06,364715.62
